"SaleID","County","Township","TaxDistrict","ParcelNumber","PropertyClass","PostedAV","CurrentAV","SalePrice","PostedSaleRatio","SaleRatio","PostedExplanation","Explanation","Reclassified"
"C03-2022-0029261","Bartholomew","German",9,"03-05-34-440-000.400-009",510,172300,230600,284000,0.60669014084507,0.811971830985916,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030111","Bartholomew","German",9,"03-05-35-320-000.800-009",510,149900,153100,2e+05,0.7495,0.7655,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028223","Bartholomew","German",9,"03-05-35-320-001.800-009",510,137500,159000,166000,0.828313253012048,0.957831325301205,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028863","Bartholomew","German",9,"03-05-35-330-000.909-009",510,260500,290800,299900,0.86862287429143,0.969656552184061,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028662","Bartholomew","German",9,"03-05-35-330-000.919-009",510,223000,247600,270000,0.825925925925926,0.917037037037037,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029014","Bartholomew","German",9,"03-05-35-330-000.927-009",510,246500,280000,300500,0.820299500831947,0.931780366056572,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029998","Bartholomew","German",9,"03-05-35-330-000.960-009",510,294600,326100,360000,0.818333333333333,0.905833333333333,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028966","Bartholomew","German",9,"03-05-35-330-000.964-009",510,287700,323100,350000,0.822,0.923142857142857,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029170","Bartholomew","German",9,"03-05-35-330-000.969-009",510,209200,232800,290000,0.721379310344828,0.802758620689655,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028169","Bartholomew","German",9,"03-05-35-330-001.004-009",510,400,254700,257400,0.00155400155400155,0.989510489510489,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028665","Bartholomew","German",9,"03-05-35-330-001.008-009",500,400,286600,32000,0.0125,8.95625,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028883","Bartholomew","German",9,"03-05-35-330-001.009-009",500,30200,233900,259900,0.116198537899192,0.899961523662947,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028760","Bartholomew","German",9,"03-05-35-330-001.010-009",510,283500,311200,311000,0.911575562700965,1.00064308681672,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028327","Bartholomew","German",9,"03-05-35-330-001.013-009",500,400,244400,240500,0.00166320166320166,1.01621621621622,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028268","Bartholomew","German",9,"03-05-35-330-001.024-009",510,192200,238600,255000,0.753725490196078,0.935686274509804,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0030065","Bartholomew","German",9,"03-05-35-330-001.025-009",510,261400,289300,312900,0.835410674336849,0.924576542026206,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029225","Bartholomew","German",9,"03-05-35-330-001.045-009",510,271100,300100,341329,0.79424836448119,0.879210380600535,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0029980","Bartholomew","German",9,"03-05-35-330-001.047-009",510,244000,269800,328000,0.74390243902439,0.822560975609756,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028723","Bartholomew","German",9,"03-05-35-330-001.054-009",500,29900,231600,255000,0.117254901960784,0.908235294117647,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028621","Bartholomew","German",9,"03-05-35-330-001.057-009",500,29900,241900,3e+05,0.0996666666666667,0.806333333333333,"Used In Study","ON RATIO STUDY",FALSE
"C03-2022-0028655","Bartholomew","German",9,"03-05-35-330-001.058-009",500,400,227900,32000,0.0125,7.121875,"Used In Study","ON RATIO STUDY",FALSE
