"","SaleID","ParcelNumber","Address","City","TotalAV","PropertyClass","Neighborhood","TaxDistrict","Acre","SalePrice","County","SaleRatio","PPA","State","Zip"
"11925","C29-2024-0033626",2.91117020007e+17,"NYY15275 Atkinson Dr","Noblesville",296200,510,"600750",13,0.12,360000,"Hamilton",0.822777777777778,3e+06,"IN","46060"
"11926","C29-2024-0033645",2.90522011002e+17,"YYY19830 Sutton Ter","Westfield",420800,510,"703420",15,0.15,425000,"Hamilton",0.990117647058824,2833333.33333333,"IN","46074"
"11927","C29-2024-0033662",2.90902402003e+17,"NYY460 Dekalb Dr","Westfield",215100,550,"701225",15,0.04,228000,"Hamilton",0.943421052631579,5700000,"IN","46074"
"11928","C29-2024-0033663",2.90619007029e+17,"NYY20106 Edwick Dr","Westfield",400400,510,"701273",15,0.15,479000,"Hamilton",0.835908141962422,3193333.33333333,"IN","46074"
"11929","C29-2024-0033675",2.90912014012e+17,"NYY15875 Viking Meadows Dr","Westfield",507700,510,"704954",15,0.24,540000,"Hamilton",0.940185185185185,2250000,"IN","46074"
"11930","C29-2024-0033695",2.90224103016e+17,"NYY204 Home Ave","Arcadia",233900,510,"500100",9,0.33,244900,"Hamilton",0.95508370763577,742121.212121212,"IN","46030"
"11931","C29-2024-0033700",2.91019001019e+17,"NYY13650 Smokey Ridge Pl","Carmel",640500,510,"214700",18,0.36,730000,"Hamilton",0.877397260273973,2027777.77777778,"IN","46033"
"11932","C29-2024-0033710",2.9100300805e+17,"NYY17241 Seaboard Pl","Noblesville",382900,510,"609550",13,0.22,435000,"Hamilton",0.880229885057471,1977272.72727273,"IN","46062"
"11933","C29-2024-0035079",2.91122010053e+17,"YYN14285 Coyote Ridge Dr","Noblesville",600,500,"494900",21,0.15,320000,"Hamilton",0.001875,2133333.33333333,"IN","46060"
"11934","C29-2024-0035100",2.9052300207e+17,"NYN731 Chatham Hills Ct","Westfield",600,500,"708000",15,0.27,295000,"Hamilton",0.00203389830508475,1092592.59259259,"IN","46074"
"11935","C29-2024-0035101",2.91109031055e+17,"YYY11391 Dippers Ln","Noblesville",379500,510,"600820",13,0.19,410000,"Hamilton",0.925609756097561,2157894.73684211,"IN","46060"
"11936","C29-2024-0035103",2.91117008049e+17,"NYY10292 Golden Dr","Noblesville",138300,520,"608370",13,0.13,265000,"Hamilton",0.52188679245283,2038461.53846154,"IN","46060"
"11937","C29-2024-0035138",2.91231015028e+17,"NYY15561 Senita Ln","Fishers",452900,510,"492100",20,0.35,530000,"Hamilton",0.854528301886792,1514285.71428571,"IN","46037"
"11938","C29-2024-0033714",2.91109027011e+17,"NYY11579 Flynn Pl","Noblesville",432000,510,"609501",13,0.41,430000,"Hamilton",1.0046511627907,1048780.48780488,"IN","46060"
"11939","C29-2024-0033722",2.90132104015e+17,"NYY0 Hudson St","Sheridan",6600,599,"101004",1,0,244500,"Hamilton",0.0269938650306748,Inf,"IN","46069"
"11940","C29-2024-0033734",2.90920026076e+17,"NYN14389 Marsdale Pl","Carmel",149700,500,"200065",18,0.28,926562,"Hamilton",0.161565011299837,3309150,"IN","46074"
"11941","C29-2024-0033738",2.91027004015e+17,"NYY5272 Ivy Hill Dr","Carmel",373900,510,"223700",18,0.27,423900,"Hamilton",0.88204765274829,1570000,"IN","46033"
"11942","C29-2024-0033742",2.91304305015e+17,"NYY10730 Torrey Pines Cir","Carmel",601600,510,"205600",18,1.3,1075000,"Hamilton",0.559627906976744,826923.076923077,"IN","46032"
"11943","C29-2024-0033746",2.91401117013e+17,"NYY11161 Tufton St","Fishers",352200,510,"300500",6,0.23,405000,"Hamilton",0.86962962962963,1760869.56521739,"IN","46038"
"11944","C29-2024-0033754",2.91405202006e+17,"NYY11516 Green St","Carmel",351800,510,"219400",18,0.41,450000,"Hamilton",0.781777777777778,1097560.97560976,"IN","46033"
"11945","C29-2024-0033758",2.90926405027e+17,"NYY13080 Grand Vue Dr","Carmel",426400,550,"208410",18,0.04,458000,"Hamilton",0.931004366812227,11450000,"IN","46032"
"11946","C29-2024-0033763",291311002037001024,"NYN341 Sanner Ct","Carmel",600,500,"223810",18,0.37,325000,"Hamilton",0.00184615384615385,878378.378378378,"IN","46290"
"11947","C29-2024-0033766",2.91405203003e+17,"NYY11527 Green St","Carmel",377400,510,"219400",18,0,412500,"Hamilton",0.914909090909091,Inf,"IN","46033"
"11948","C29-2024-0034746",2.91129005052e+17,"NYY12939 Whitehaven Ln","Fishers",253100,510,"407500",20,0.24,342000,"Hamilton",0.740058479532164,1425000,"IN","46038"
"11949","C29-2024-0034749",2.90904011005e+17,"YYY17044 Sandhurst Pl.","Westfield",393600,510,"705320",15,0.14,4e+05,"Hamilton",0.984,2857142.85714286,"IN","46074"
"11950","C29-2024-0034752",2.90904010029e+17,"YYY17318 Wellburn Dr.","Westfield",291200,550,"705320",15,0.05,290995,"Hamilton",1.00070447945841,5819900,"IN","46074"
"11951","C29-2024-0034755",2.91029405017e+17,"NYY4582 Abbey Dr","Carmel",474100,510,"202300",18,0.37,660000,"Hamilton",0.718333333333333,1783783.78378378,"IN","46033"
"11952","C29-2024-0034759",2.9093000904e+17,"NYY3538 Moorland Ln","Carmel",755400,510,"200275",18,0.32,1080000,"Hamilton",0.699444444444444,3375000,"IN","46074"
"11953","C29-2024-0034767",2.91106202026e+17,"NYY1902 Hannibal St","Noblesville",74800,510,"602900",13,0.1,205000,"Hamilton",0.364878048780488,2050000,"IN","46060"
"11954","C29-2024-0034777",2.91606008017e+17,"NYY15098 Newburyport Dr","Fishers",422200,510,"402950",20,0.27,439100,"Hamilton",0.961512184012753,1626296.2962963,"IN","46040"
"11955","C29-2024-0034780",2.90904011002e+17,"YYY17080 Sandhurst Pl","Westfield",379700,510,"705320",15,0.14,407500,"Hamilton",0.931779141104294,2910714.28571429,"IN","46074"
"11956","C29-2024-0034793",2.91512011006e+17,"NYY14194 Brooks Edge Cir","Fishers",752000,510,"415100",20,0.32,924900,"Hamilton",0.813060871445562,2890312.5,"IN","46040"
"11957","C29-2024-0034794",2.90921026009e+17,"YYN14316 Beaument Blvd","Carmel",100,500,"200075",18,0.2,243810,"Hamilton",0.000410155448915139,1219050,"IN","46074"
"11958","C29-2024-0034797",2.91109006039e+17,"NYY10980 Chapel Woods Blvd S","Noblesville",277400,520,"602011",13,0.17,345000,"Hamilton",0.804057971014493,2029411.76470588,"IN","46060"
"11959","C29-2024-0034803",2.90920026007e+17,"NYN14402 Shrawley Ct","Carmel",600,500,"200060",18,0.16,156000,"Hamilton",0.00384615384615385,975000,"IN","46074"
"11960","C29-2024-0034808",2.90534021022e+17,"YNN625 Ogala Drive","Westfield",600,510,"704380",15,0.2,480192,"Hamilton",0.00124950019992003,2400960,"IN","46074"
"11961","C29-2024-0034810",2.9053402102e+17,"YNN655 Ogala Drive","Westfield",600,510,"704380",15,0.2,454995,"Hamilton",0.00131869580984406,2274975,"IN","46074"
"11962","C29-2024-0034812",2.91127003007e+17,"NYY12613 Walrond Rd","Fishers",471200,510,"403100",7,0.91,5e+05,"Hamilton",0.9424,549450.549450549,"IN","46037"
"11963","C29-2024-0034826",2.90629015053e+17,"NYN19473 Northwest Dr","Westfield",600,500,"703488",15,0.12,320482,"Hamilton",0.00187218002883157,2670683.33333333,"IN","46074"
"11964","C29-2024-0034836",291005010025001024,"NYY3537 Heathcliff Ct","Westfield",309400,550,"704860",15,0.15,364000,"Hamilton",0.85,2426666.66666667,"IN","46074"
"11965","C29-2024-0034839",2.91605011012e+17,"YYY16048 Forewood Ln","Fishers",641100,510,"494500",20,0.29,799990,"Hamilton",0.801385017312716,2758586.20689655,"IN","46040"
"11966","C29-2024-0034857",2.90132315009e+17,"NYY600 S Ohio St","Sheridan",101600,510,"102400",2,0.2,160000,"Hamilton",0.635,8e+05,"IN","46069"
"11967","C29-2024-0033778",2.91306008016e+17,"NYY3824 Brigade Cir","Carmel",468000,510,"217581",18,0.78,604000,"Hamilton",0.774834437086093,774358.974358974,"IN","46032"
"11968","C29-2024-0033780",2.90621201023e+17,"NYY109 Lake Terrace Ct","Noblesville",307700,510,"603400",13,0.3,410000,"Hamilton",0.750487804878049,1366666.66666667,"IN","46062"
"11969","C29-2024-0033784",2.90534021071e+17,"YYY538 Ogala Dr","Westfield",331600,510,"704380",15,0.2,441621,"Hamilton",0.750870089964019,2208105,"IN","46074"
"11970","C29-2024-0033792",2.90936205005e+17,"NYY485 American Way S","Carmel",323900,550,"204880",18,0.05,487000,"Hamilton",0.665092402464066,9740000,"IN","46032"
"11971","C29-2024-0033810",2.90227001001e+17,"NYY5935 E 249th St","Cicero",463000,101,"500030",8,23.5,941000,"Hamilton",0.492029755579171,40042.5531914894,"IN","46034"
"11972","C29-2024-0033812",2.91109007031e+17,"NYY11089 Westoves Dr","Noblesville",323700,510,"602010",13,0.21,424900,"Hamilton",0.761826312073429,2023333.33333333,"IN","46060"
"11973","C29-2024-0033825",2.91129002052e+17,"NYY13033 Teesdale Ct","Fishers",361800,510,"407500",20,0.38,406600,"Hamilton",0.889818002951304,1070000,"IN","46038"
"11974","C29-2024-0033831",2.91015024018e+17,"NYY6713 Joseph Nelson Ct","Noblesville",494100,510,"609370",13,0.38,686000,"Hamilton",0.720262390670554,1805263.15789474,"IN","46062"
"11975","C29-2024-0033838",2.91115019008e+17,"NYY15067 Dry Creek Rd","Noblesville",289700,510,"801460",22,0.17,320000,"Hamilton",0.9053125,1882352.94117647,"IN","46060"
"11976","C29-2024-0033851",2.91126054022e+17,"NYY13404 Dorster St","Fishers",371700,510,"440210",20,0.05,415000,"Hamilton",0.89566265060241,8300000,"IN","46037"
"11977","C29-2024-0034884",290318000016300992,"NYY27431 Mosbaugh Rd","Arcadia",222400,511,"500030",8,1.82,292181,"Hamilton",0.761172013238369,160539.010989011,"IN","46030"
"11978","C29-2024-0034885",2.91507005057e+17,"NYY9896 Covington Blvd","Fishers",442200,510,"301300",6,0.4,560000,"Hamilton",0.789642857142857,1400000,"IN","46037"
"11979","C29-2024-0034901",2.91406407006e+17,"NNN10924 Lakeshore Drive West","Carmel",333000,510,"210400",18,0.41,450000,"Hamilton",0.74,1097560.97560976,"IN","46033"
"11980","C29-2024-0034919",2.91229018014e+17,"NYY16232 Vintner Dr","Fishers",362900,510,"401250",20,0.2,449000,"Hamilton",0.808240534521158,2245000,"IN","46037"
"11981","C29-2024-0034922",2.91125006066e+17,"NYY12921 Bristow Ln","Fishers",294800,510,"440100",20,0.17,424900,"Hamilton",0.693810308307837,2499411.76470588,"IN","46037"
"11982","C29-2024-0034924",2.91021022019e+17,"NYY14564 Timwindy Ct","Carmel",849200,510,"208420",18,0.53,1600000,"Hamilton",0.53075,3018867.9245283,"IN","46033"
"11983","C29-2024-0034927",2.90628401001e+17,"NYY839 Pebble Brook Pl","Noblesville",512600,510,"616650",13,0.57,657000,"Hamilton",0.780213089802131,1152631.57894737,"IN","46062"
"11984","C29-2024-0034928",2.90527013019e+17,"NYY18637 Moray St","Westfield",287700,550,"703465",15,0.1,314900,"Hamilton",0.913623372499206,3149000,"IN","46074"
"11985","C29-2024-0034932",2.90628013039e+17,"YYY5735 Arctic Run Dr","Noblesville",600,500,"612175",13,0.19,116500,"Hamilton",0.00515021459227468,613157.894736842,"IN","46062"
"11986","C29-2024-0034933",2.91109031046e+17,"NYY15915 Cobbs Creek Ln","Noblesville",436700,510,"600820",13,0.21,479995,"Hamilton",0.909801143761914,2285690.47619048,"IN","46060"
"11987","C29-2024-0033871",2.90527017072e+17,"YYY987 Beck Way","Westfield",288300,550,"703050",15,0.16,6e+05,"Hamilton",0.4805,3750000,"IN","46074"
"11988","C29-2024-0033873",2.91504016001e+17,"NYY10781 Blueberry Ln","Fishers",477000,510,"406900",20,0.24,450000,"Hamilton",1.06,1875000,"IN","46037"
"11989","C29-2024-0033878",2.91231016031e+17,"YYN15377 Manderley St","Fishers",600,500,"494100",7,0.24,107719,"Hamilton",0.00557004799524689,448829.166666667,"IN","46040"
"11990","C29-2024-0033880",2.90527017052e+17,"YYY976 Beck Way","Westfield",289700,550,"703050",15,0.16,320000,"Hamilton",0.9053125,2e+06,"IN","46074"
"11991","C29-2024-0033882",2.9123101604e+17,"YYN15376 Manderley St","Fishers",600,500,"494100",7,0.24,107719,"Hamilton",0.00557004799524689,448829.166666667,"IN","46040"
"11992","C29-2024-0033889",2.91606012013e+17,"YYN11375 Aubrey Ln","Fishers",600,500,"494200",20,0.31,515230,"Hamilton",0.00116452846301652,1662032.25806452,"IN","46040"
"11993","C29-2024-0033889",2.91606012014e+17,"YYN11389 Aubrey Ln","Fishers",600,500,"494200",20,0.31,515230,"Hamilton",0.00116452846301652,1662032.25806452,"IN","46040"
"11994","C29-2024-0033893",2.90925122034e+17,"NYY221 1/2 1st Ave NW","Carmel",221500,510,"200001",18,0.08,210000,"Hamilton",1.0547619047619,2625000,"IN","46032"
"11995","C29-2024-0033898",2.91115031012e+17,"NYY15388 Royal Grove Ct","Noblesville",280300,510,"801460",22,0.17,325000,"Hamilton",0.862461538461539,1911764.70588235,"IN","46060"
"11996","C29-2024-0033908",2.90527014015e+17,"YYN720 Cowley Dr","Westfield",600,500,"703465",15,0.21,158000,"Hamilton",0.00379746835443038,752380.952380952,"IN","46074"
"11997","C29-2024-0034934",2.90927007001e+17,"NYY12896 Brighton Ave","Carmel",761500,510,"215300",18,0.74,850000,"Hamilton",0.895882352941176,1148648.64864865,"IN","46032"
"11998","C29-2024-0034938",2.91232007021e+17,"NYN15798 Vitalize Run","Fishers",600,500,"494000",20,0.24,131250,"Hamilton",0.00457142857142857,546875,"IN","46040"
"11999","C29-2024-0034945",2.91605011003e+17,"YYN11351 Briargate Dr","Fishers",600,500,"494500",20,0.29,171000,"Hamilton",0.00350877192982456,589655.172413793,"IN","46040"
"12000","C29-2024-0034947",2.9062700603e+17,"NYY19462 Silver Spring Dr","Noblesville",281200,510,"609980",13,0.26,350000,"Hamilton",0.803428571428571,1346153.84615385,"IN","46062"
"12001","C29-2024-0034954",2.91033011043e+17,"NYY11893 Stoney Bay Cir","Carmel",641400,510,"224200",18,0.33,771000,"Hamilton",0.831906614785992,2336363.63636364,"IN","46033"
"12002","C29-2024-0034957",2.91301001081e+17,"NYY11517 Perkins St","Carmel",370700,510,"208550",18,0.12,430000,"Hamilton",0.862093023255814,3583333.33333333,"IN","46032"
"12003","C29-2024-0034960",2.9102100804e+17,"NYY5564 Dover Dr","Carmel",573200,510,"200300",18,0.43,575000,"Hamilton",0.996869565217391,1337209.30232558,"IN","46033"
"12004","C29-2024-0034966",2.9052201102e+17,"YYY19690 Baisley Trl","Westfield",375100,510,"703420",15,0.18,425000,"Hamilton",0.882588235294118,2361111.11111111,"IN","46074"
"12005","C29-2024-0034976",2.91408103053e+17,"NYY10286 Briar Creek Ln","Carmel",432200,510,"201500",18,0.89,504000,"Hamilton",0.857539682539682,566292.134831461,"IN","46033"
"12006","C29-2024-0035001",2.90527005026e+17,"NYY847 Tuxedo Dr","Westfield",314200,550,"703465",15,0.14,334750,"Hamilton",0.938610903659447,2391071.42857143,"IN","46074"
"12007","C29-2024-0035003",2.91117010023e+17,"NYY15243 Beam St","Noblesville",269700,510,"612180",13,0.15,335000,"Hamilton",0.805074626865672,2233333.33333333,"IN","46060"
"12008","C29-2024-0035015",2.90915101002e+17,"NYY15554 Smithfield Dr","Westfield",260800,550,"701070",15,0.06,291000,"Hamilton",0.896219931271478,4850000,"IN","46074"
"12009","C29-2024-0035032",2.91134005045e+17,"NYY12259 Split Granite Dr","Fishers",272900,510,"410000",20,0.19,317000,"Hamilton",0.860883280757098,1668421.05263158,"IN","46037"
"12010","C29-2024-0035038",2.90527005028e+17,"NYY867 Tuxedo Dr","Westfield",338500,550,"703465",15,0.13,348070,"Hamilton",0.972505530496739,2677461.53846154,"IN","46074"
"12011","C29-2024-0035045",2.90611406003e+17,"NYY2840 Stringtown Pike","Cicero",594500,510,"508600",11,0.28,685000,"Hamilton",0.867883211678832,2446428.57142857,"IN","46034"
"12012","C29-2024-0035046",2.91018007024e+17,"NYY15200 Grassy Creek Ln","Carmel",1742400,510,"700717",15,0.54,1500000,"Hamilton",1.1616,2777777.77777778,"IN","46033"
"12013","C29-2024-0035056",2.91129016039e+17,"NYY10185 Bootham Close","Fishers",444500,510,"451200",20,0.29,446038,"Hamilton",0.996551863294159,1538062.06896552,"IN","46038"
"12014","C29-2024-0035059",2.91306001016e+17,"NYY4555 Woodhaven Dr","Zionsville",459100,510,"219200",18,1,675000,"Hamilton",0.680148148148148,675000,"IN","46077"
"12015","C29-2024-0035085",2.91122010057e+17,"YNN14247 Coyote Ridge Dr","Noblesville",0,500,"494900",21,0.22,80000,"Hamilton",0,363636.363636364,"IN","46060"
"12016","C29-2024-0035086",2.9112201002e+17,"YYN12019 Gia Ct","Noblesville",600,500,"494900",21,0.07,389400,"Hamilton",0.00154083204930663,5562857.14285714,"IN","46060"
"12017","C29-2024-0033920",2.9092410502e+17,"NYY787 Winter Ct","Carmel",403300,510,"209700",18,0.32,487500,"Hamilton",0.827282051282051,1523437.5,"IN","46032"
"12018","C29-2024-0033941",2.91117025037e+17,"NYY10583 Bali Ct","Noblesville",352700,510,"600750",13,0.12,376000,"Hamilton",0.938031914893617,3133333.33333333,"IN","46060"
"12019","C29-2024-0033943",2.91503029003e+17,"NYY11179 Hearthstone Dr","Fishers",384800,510,"430000",20,0.34,499900,"Hamilton",0.769753950790158,1470294.11764706,"IN","46037"
"12020","C29-2024-0033944",2.91605010023e+17,"NYY16217 Burnt Rock Ln","Fortville",970500,510,"400556",7,0.5,1200000,"Hamilton",0.80875,2400000,"IN","46040"
"12021","C29-2024-0033947",2.90920026019e+17,"NYN14450 Shrawley Ct","Carmel",94400,500,"200060",18,0.16,435119,"Hamilton",0.21695214412609,2719493.75,"IN","46074"
"12022","C29-2024-0033952",2.91231017043e+17,"YYN15196 Covebrook Ln","Fishers",600,500,"494250",7,0.24,315000,"Hamilton",0.0019047619047619,1312500,"IN","46040"
"12023","C29-2024-0033963",2.9072900804e+17,"NYY10678 Magenta Dr","Noblesville",401500,510,"617200",13,0.21,306000,"Hamilton",1.31209150326797,1457142.85714286,"IN","46060"
"12024","C29-2024-0033969",2.90522007097e+17,"NYY20386 N Pacific Ave","Westfield",455300,510,"703330",15,0.2,515976,"Hamilton",0.882405383196118,2579880,"IN","46074"
"12025","C29-2024-0033974",2.91129014034e+17,"NYY13029 Lamarque Pl","Fishers",286100,510,"405150",20,0.19,319900,"Hamilton",0.894341981869334,1683684.21052632,"IN","46038"
"12026","C29-2024-0033991",2.90522013008e+17,"YYN20124 Allegheny Ln","Sheridan",600,500,"703330",15,0.17,96999,"Hamilton",0.00618563077969876,570582.352941176,"IN","46069"
"12027","C29-2024-0035105",2.91109031052e+17,"YYY11388 Dippers Ln","Noblesville",400200,510,"600820",13,0.22,449995,"Hamilton",0.88934321492461,2045431.81818182,"IN","46060"
"12028","C29-2024-0035119",2.91401115004e+17,"NYY7756 Jamestown Dr S","Fishers",288000,510,"300700",6,0.17,348750,"Hamilton",0.825806451612903,2051470.58823529,"IN","46038"
"12029","C29-2024-0035130",290110000001001984,"NYN0 Ditch Rd","Sheridan",37500,100,"101004",1,15.84,217500,"Hamilton",0.172413793103448,13731.0606060606,"IN","46069"
"12030","C29-2024-0035132",2.90527014036e+17,"YYY813 Cowley Dr","Westfield",446800,510,"703465",15,0.21,540735,"Hamilton",0.826282744782564,2574928.57142857,"IN","46074"
"12031","C29-2024-0033994",2.91117013021e+17,"NYY10124 Golden Dr","Noblesville",252000,510,"608380",13,0.08,253600,"Hamilton",0.993690851735016,3170000,"IN","46060"
"12032","C29-2024-0033997",2.90522013014e+17,"YYN20110 Allegheny Ln","Sheridan",600,500,"703330",15,0.22,96999,"Hamilton",0.00618563077969876,440904.545454545,"IN","46069"
"12033","C29-2024-0034017",2.90910007001e+17,"NYY847 Morley Ct","Westfield",297300,510,"702790",15,0.27,397000,"Hamilton",0.748866498740554,1470370.37037037,"IN","46074"
"12034","C29-2024-0034020",2.91506007004e+17,"NYY10966 Cumberland Rd","Fishers",453500,510,"308400",6,0.4,560000,"Hamilton",0.809821428571429,1400000,"IN","46037"
"12035","C29-2024-0034024",2.91036002006e+17,"YYY12554 Pasco St","Fishers",732500,510,"394300",5,0.22,733000,"Hamilton",0.999317871759891,3331818.18181818,"IN","46038"
"12036","C29-2024-0034030",2.9112500603e+17,"NYY12910 Bristow Ln","Fishers",370600,510,"440100",20,0.24,445000,"Hamilton",0.832808988764045,1854166.66666667,"IN","46037"
"12037","C29-2024-0034034",2.90923303007e+17,"NYY13827 Millstone Ct","Carmel",546600,510,"214900",18,0.51,6e+05,"Hamilton",0.911,1176470.58823529,"IN","46032"
"12038","C29-2024-0034041",2.90632023055e+17,"NYY18232 Sadie Ln","Westfield",286400,510,"700225",15,0.17,345000,"Hamilton",0.830144927536232,2029411.76470588,"IN","46062"
"12039","C29-2024-0034043",2.91005004005e+17,"NYY4625 Elkhorn Ct","Westfield",283900,510,"701325",15,0.28,367000,"Hamilton",0.773569482288828,1310714.28571429,"IN","46062"
"12040","C29-2024-0034050",2.90526003016e+17,"YYN19438 Jacone Lane","Westfield",600,500,"700102",15,0.21,324783,"Hamilton",0.00184738733246506,1546585.71428571,"IN","46074"
"12041","C29-2024-0030016",2.91005029023e+17,"YYN17434 Fetzer Ct","Westfield",328000,510,"700458",15,0.05,356700,"Hamilton",0.919540229885057,7134000,"IN","46062"
"12042","C29-2024-0030020",2.91030208002e+17,"NYY242 Beechmont Dr","Carmel",318100,510,"208800",18,0.34,440000,"Hamilton",0.722954545454545,1294117.64705882,"IN","46032"
"12043","C29-2024-0030023",2.90602006026e+17,"YYN230 Common Loon Blvd","Cicero",107000,500,"508855",11,0.28,447110,"Hamilton",0.239314710026615,1596821.42857143,"IN","46034"
"12044","C29-2024-0030033",2.90632004015e+17,"NYY17734 Gasparilla Ct","Westfield",238700,510,"703950",15,0.19,252000,"Hamilton",0.947222222222222,1326315.78947368,"IN","46062"
"12045","C29-2024-0030036",2.90906000011e+17,"NYY17443 Joliet Rd","Westfield",173200,101,"700040",14,14,660000,"Hamilton",0.262424242424242,47142.8571428571,"IN","46074"
"12046","C29-2024-0030041",290530000017003008,"NYN18650 Joliet Rd","Sheridan",9700,100,"700040",14,5,165000,"Hamilton",0.0587878787878788,33000,"IN","46069"
"12047","C29-2024-0030047",2.9053402001e+17,"YNN669 Rambo Dr","Westfield",435300,510,"703410",15,0.26,428480,"Hamilton",1.01591672890217,1648000,"IN","46074"
"12048","C29-2024-0030049",2.90533004015e+17,"NYY1550 Gristmill Meadows Dr","Westfield",306000,510,"706201",15,0.14,335000,"Hamilton",0.913432835820896,2392857.14285714,"IN","46074"
"12049","C29-2024-0030075",2.91034001004e+17,"NYY12536 Medalist Pkwy","Carmel",388900,510,"223731",18,0.19,480000,"Hamilton",0.810208333333333,2526315.78947368,"IN","46033"
"12050","C29-2024-0030108",2.91128005012e+17,"NYY10910 Alamosa Dr","Fishers",327100,510,"400230",20,0.2,391000,"Hamilton",0.836572890025575,1955000,"IN","46038"
"12051","C29-2024-0030120",2.91017016023e+17,"NYY15182 Worsley Park","Carmel",805100,510,"700711",15,0.25,1225000,"Hamilton",0.657224489795918,4900000,"IN","46033"
"12052","C29-2024-0030121",2.90735001008e+17,"NYY13420 E 179th St","Noblesville",217700,511,"801040",16,0.5,235000,"Hamilton",0.926382978723404,470000,"IN","46060"
"12053","C29-2024-0030126",2.91503014011e+17,"NYY12633 Rocky Mountain Ct","Fishers",277000,510,"440000",20,0.17,314990,"Hamilton",0.879392996603067,1852882.35294118,"IN","46037"
"12054","C29-2024-0030137",2.91306004016e+17,"NYY10901 Yorktown Xing","Carmel",464200,510,"217550",18,0.34,524900,"Hamilton",0.884358925509621,1543823.52941176,"IN","46032"
"12055","C29-2024-0030142",2.91031206036e+17,"NYY3343 Eden Village Dr","Carmel",236200,510,"207000",18,0.18,335000,"Hamilton",0.705074626865672,1861111.11111111,"IN","46033"
"12056","C29-2024-0030144",2.90932002031e+17,"NYY2447 Laurel Lakes Blvd","Carmel",539200,510,"224500",18,0.45,1153000,"Hamilton",0.46764960971379,2562222.22222222,"IN","46032"
"12057","C29-2024-0030155",2.90527014035e+17,"YNN825 Cowley Dr","Westfield",381800,510,"703465",15,0.21,481662,"Hamilton",0.792672039729105,2293628.57142857,"IN","46074"
"12058","C29-2024-0030169",2.91006006029e+17,"NYY2681 Diamente Dr","Westfield",681000,510,"703450",15,0.45,756000,"Hamilton",0.900793650793651,1680000,"IN","46074"
"12059","C29-2024-0030173",2.91115002044e+17,"NYY14756 White Tail Run","Noblesville",238000,510,"801450",22,0.11,289900,"Hamilton",0.82097274922387,2635454.54545455,"IN","46060"
"12060","C29-2024-0030199",2.91001214002e+17,"NYY207 Historic Pleasant St","Noblesville",179200,520,"603700",13,0.33,195000,"Hamilton",0.918974358974359,590909.090909091,"IN","46060"
"12061","C29-2024-0030200",2.91001214002e+17,"NYY207 Historic Pleasant St","Noblesville",179200,520,"603700",13,0.33,205000,"Hamilton",0.874146341463415,621212.121212121,"IN","46060"
"12062","C29-2024-0030209",2.91103012022e+17,"YNN12612 Cheddar Ct","Noblesville",480500,510,"806750",22,0.2,554000,"Hamilton",0.867328519855596,2770000,"IN","46060"
"12063","C29-2024-0030215",2.90406000002e+17,"NYN0 E 296th St","Atlanta",66300,100,"900040",17,30.8299,1087000,"Hamilton",0.0609935602575897,35257.9800777816,"IN","46031"
"12064","C29-2024-0030215",2.9040600001e+17,"NYN0 Carpenter Rd","Atlanta",34800,100,"900040",17,17.1999,1087000,"Hamilton",0.0320147194112236,63198.0418490805,"IN","46031"
"12065","C29-2024-0030242",2.90523002105e+17,"NYN20598 Chatham Creek Dr","Westfield",600,500,"708000",15,0.38,430000,"Hamilton",0.0013953488372093,1131578.94736842,"IN","46074"
"12066","C29-2024-0030246",2.90132004017e+17,"YYN3334 Stafford St","Sheridan",600,500,"806750",2,0.2,656000,"Hamilton",0.000914634146341463,3280000,"IN","46069"
"12067","C29-2024-0030247",2.90132004024e+17,"YYN24416 Kercheval St","Sheridan",600,500,"806750",2,0.19,328000,"Hamilton",0.00182926829268293,1726315.78947368,"IN","46069"
"12068","C29-2024-0030248",2.90132004029e+17,"YYN3351 Stafford St","Sheridan",600,500,"806750",2,0.17,656000,"Hamilton",0.000914634146341463,3858823.52941176,"IN","46069"
"12069","C29-2024-0030248",2.90132004038e+17,"YYN3350 Waitt St","Sheridan",600,500,"806750",2,0.17,656000,"Hamilton",0.000914634146341463,3858823.52941176,"IN","46069"
"12070","C29-2024-0030255",2.90534021029e+17,"YYN503 Ogala Dr","Westfield",600,500,"704380",15,0.22,123500,"Hamilton",0.0048582995951417,561363.636363636,"IN","46074"
"12071","C29-2024-0030261",2.91109031048e+17,"YYN15935 Cobbs Creek Ln","Noblesville",600,500,"600820",13,0.26,85542,"Hamilton",0.00701409833765869,329007.692307692,"IN","46060"
"12072","C29-2024-0030269",2.9140200402e+17,"NYY11364 Cherry Blossom East Dr","Fishers",290100,510,"300800",6,0.18,290000,"Hamilton",1.00034482758621,1611111.11111111,"IN","46038"
"12073","C29-2024-0030272",2.91510016007e+17,"NYY12125 Brushfield Ln","Fishers",264100,510,"400550",20,0.15,215000,"Hamilton",1.22837209302326,1433333.33333333,"IN","46037"
"12074","C29-2024-0030278",2.91308001033e+17,"NYY3041 Towne Dr","Carmel",759100,510,"216300",18,0.08,725000,"Hamilton",1.04703448275862,9062500,"IN","46032"
"12075","C29-2024-0030284",2.90506204068e+17,"NYY321 Longbow St","Sheridan",193400,510,"101750",2,0.18,225000,"Hamilton",0.859555555555556,1250000,"IN","46069"
