"","SaleID","ParcelNumber","Address","City","TotalAV","PropertyClass","Neighborhood","TaxDistrict","Acre","SalePrice","County","SaleRatio","PPA","State","Zip"
"20300","C48-2024-0060098",4.81102104011e+17,"NYY1025 MONTICELLO DR","ANDERSON",96600,550,"183292-003",3,0,1300000,"Madison",0.0743076923076923,Inf,"IN","46011"
"20301","C48-2024-0060101",4.81211400038e+17,"NYN0 E SR 67","CHESTERFIELD",19300,100,"150001-035",35,9.272,628080,"Madison",0.030728569608967,67739.430543572,"IN","46017"
"20302","C48-2024-0060107",4.81207404112e+17,"NYY2012 E 8TH ST","ANDERSON",81500,510,"180715-003",3,0.258,74472,"Madison",1.09437103877968,288651.162790698,"IN","46012"
"20303","C48-2024-0060109",4.80513301113e+17,"NYY716 W JACKSON ST","ALEXANDRIA",9000,500,"101312-022",22,0.117,71501,"Madison",0.125872365421463,611119.658119658,"IN","46001"
"20304","C48-2024-0060109",4.80513301112e+17,"NYY716 W JACKSON ST","ALEXANDRIA",88800,510,"101312-022",22,0.117,71501,"Madison",1.24194067215843,611119.658119658,"IN","46001"
"20305","C48-2024-0060110",4.8041030104e+17,"NYY2100 N F ST","ELWOOD",69100,510,"121014-027",27,0.159,33013,"Madison",2.09311483355042,207628.93081761,"IN","46036"
"20306","C48-2024-0060112",4.81528103169e+17,"NYY9374 W STARGAZER DR","PENDLETON",233100,510,"63608-014",14,0.163,212000,"Madison",1.09952830188679,1300613.49693252,"IN","46064"
"20307","C48-2024-0060114",4.81124104113e+17,"NYY0 MAIN ST","ANDERSON",2200,500,"182410-003",3,0.097,215000,"Madison",0.0102325581395349,2216494.84536082,"IN","46016"
"20308","C48-2024-0060143",4.81124101168e+17,"NYN0 CENTRAL AVE","ANDERSON",5200,500,"182420-003",3,0.084,4500,"Madison",1.15555555555556,53571.4285714286,"IN","46016"
"20309","C48-2024-0060147",481428900001072000,"NYY140 WINDING BROOK WAY","PENDLETON",281900,510,"50002-013",13,0.198,349995,"Madison",0.805440077715396,1767651.51515152,"IN","46064"
"20310","C48-2024-0060153",4.80410203033e+17,"NYY923 N 16TH ST","ELWOOD",54200,510,"121004-027",27,0.207,30000,"Madison",1.80666666666667,144927.536231884,"IN","46036"
"20311","C48-2024-0060165",4.80524103023e+17,"NYN0 3RD ST","ALEXANDRIA",1200,640,"102418-022",22,0.123,9000,"Madison",0.133333333333333,73170.7317073171,"IN","46001"
"20312","C48-2024-0060165",4.80524103024e+17,"NYN0 3RD ST","ALEXANDRIA",1200,640,"102418-022",22,0.119,9000,"Madison",0.133333333333333,75630.2521008403,"IN","46001"
"20313","C48-2024-0060169",4.80619300209e+17,"NYY1106 S CLARK ST","ALEXANDRIA",34000,510,"101902-021",21,0.146,64900,"Madison",0.523882896764253,444520.547945206,"IN","46001"
"20314","C48-2024-0060173",4.8051340105e+17,"NYY112 W MADISON ST","ALEXANDRIA",42000,520,"101812-022",22,0.148,70000,"Madison",0.6,472972.972972973,"IN","46001"
"20315","C48-2024-0060180",4.81217100135e+17,"NYY2816 PEACHTREE CT","ANDERSON",125500,550,"181791-003",3,0,175000,"Madison",0.717142857142857,Inf,"IN","46012"
"20316","C48-2024-0060211",4.81219304124e+17,"NYY0 ST CHARLES ST","ANDERSON",1700,500,"181920-003",3,0.15,7000,"Madison",0.242857142857143,46666.6666666667,"IN","46012"
"20317","C48-2024-0060213",4.8121510009e+17,"NYY307 TIMBER LN","ANDERSON",167900,510,"151502-033",33,0.451,265000,"Madison",0.633584905660377,587583.148558758,"IN","46011"
"20318","C48-2024-0060215",4.80535100025e+17,"NYY8915 MARK DR","ALEXANDRIA",94900,510,"103502-021",21,0.39,224900,"Madison",0.421965317919075,576666.666666667,"IN","46001"
"20319","C48-2024-0060229",4.80734200004e+17,"NYY2812 N 300 E","ANDERSON",150700,510,"133202-029",29,0.84,235000,"Madison",0.641276595744681,279761.904761905,"IN","46012"
"20320","C48-2024-0060231",4.80409103091e+17,"NYY909 N 9TH ST","ELWOOD",49100,510,"120921-027",27,0.385,149900,"Madison",0.327551701134089,389350.649350649,"IN","46036"
"20321","C48-2024-0060264",4.80531403012e+17,"NYY603 SIGLER ST","FRANKTON",133000,510,"113104-028",28,0.4,140000,"Madison",0.95,350000,"IN","46044"
"20322","C48-2024-0060266",4.80721100008e+17,"NYY2530 E 450 N","ANDERSON",192200,511,"130001-029",29,3.812,169000,"Madison",1.13727810650888,44333.6831059811,"IN","46012"
"20323","C48-2024-0060273",4.81114302044e+17,"NYN0 DEWEY ST","ANDERSON",1400,500,"181435-003",3,0.14,5200,"Madison",0.269230769230769,37142.8571428571,"IN","46016"
"20324","C48-2024-0060275",4.81114304176e+17,"NYY2405 HALFORD ST","ANDERSON",15800,510,"181426-003",3,0.128,30000,"Madison",0.526666666666667,234375,"IN","46016"
"20325","C48-2024-0060278",4.80619300213e+17,"NYN1105 CLARK ST","ALEXANDRIA",45500,510,"101902-021",21,0.146,74000,"Madison",0.614864864864865,506849.315068493,"IN","46001"
"20326","C48-2024-0060278",4.80619300231e+17,"NYN0 FRANKLIN AVE","ALEXANDRIA",2500,500,"101902-021",21,0.146,74000,"Madison",0.0337837837837838,506849.315068493,"IN","46001"
"20327","C48-2024-0060283",4.81113104007e+17,"NYY1515 PEARL ST","ANDERSON",29600,510,"181317-003",3,0.06,50000,"Madison",0.592,833333.333333333,"IN","46016"
"20328","C48-2024-0060293",4.80416201097e+17,"NYY0 S A ST","ELWOOD",14600,599,"121611-027",27,0.121,80000,"Madison",0.1825,661157.024793388,"IN","46036"
"20329","C48-2024-0060299",481528403008401024,"NYY8690 LESTER PL","PENDLETON",800,100,"63609-014",14,0.282,389995,"Madison",0.00205130835010705,1382960.9929078,"IN","46064"
"20330","C48-2024-0060316",4.80409102065e+17,"NYN0 N 9TH ST","ELWOOD",5000,500,"120921-027",27,0.231,31000,"Madison",0.161290322580645,134199.134199134,"IN","46036"
"20331","C48-2024-0060323",4.81208203074e+17,"NYY2511 RITTER DR","ANDERSON",150700,510,"180801-003",3,0.301,140000,"Madison",1.07642857142857,465116.279069767,"IN","46012"
"20332","C48-2024-0060325",4.8053130301e+17,"NYY211 S CENTER ST","FRANKTON",116300,510,"113102-028",28,0.152,165000,"Madison",0.704848484848485,1085526.31578947,"IN","46044"
"20333","C48-2024-0060328",4.80513301065e+17,"NYY708 W MONORE ST","ALEXANDRIA",149400,510,"101312-022",22,0.117,162500,"Madison",0.919384615384615,1388888.88888889,"IN","46001"
"20334","C48-2024-0060342",4.81401400022e+17,"NYY407 NORRIS DR","ANDERSON",114500,510,"50108-012",12,0.312,181500,"Madison",0.630853994490358,581730.769230769,"IN","46013"
"20335","C48-2024-0060348",4.81111402021e+17,"NYY1627 W 6TH ST","ANDERSON",23000,510,"181122-003",3,0.146,31000,"Madison",0.741935483870968,212328.767123288,"IN","46016"
"20336","C48-2024-0060352",4.8142830002e+17,"NYY127 MICHELLE LN","PENDLETON",133600,510,"52902-012",12,0.487,335000,"Madison",0.398805970149254,687885.01026694,"IN","46064"
"20337","C48-2024-0060358",4.81207302136e+17,"NYY0 PARK AVE","ANDERSON",1100,500,"180705-003",3,0.046,42000,"Madison",0.0261904761904762,913043.47826087,"IN","46012"
"20338","C48-2024-0060372",4.80409103143e+17,"NYY849 N 11TH ST","ELWOOD",3200,500,"120921-027",27,0.096,17000,"Madison",0.188235294117647,177083.333333333,"IN","46036"
"20339","C48-2024-0060391",4.81115401068e+17,"NYY2715 W 18TH ST","ANDERSON",50100,510,"181529-003",3,0.138,150000,"Madison",0.334,1086956.52173913,"IN","46011"
"20340","C48-2024-0060393",4.81218102051e+17,"NYY1508 PATTERSON ST","ANDERSON",111000,510,"181830-003",3,0.287,80000,"Madison",1.3875,278745.644599303,"IN","46012"
"20341","C48-2024-0060395",4.81218402024e+17,"NYY8 DIXIE DR","ANDERSON",22900,510,"181819-003",3,0.213,60000,"Madison",0.381666666666667,281690.14084507,"IN","46016"
"20342","C48-2024-0060422",4.81218304101e+17,"NYY1311 E 23RD ST","ANDERSON",27100,510,"181838-003",3,0.101,1e+05,"Madison",0.271,990099.00990099,"IN","46016"
"20343","C48-2024-0060429",4.8160120048e+17,"NYY112 LEATIE WAY","INGALLS",71200,540,"63605-015",15,0.224,157000,"Madison",0.453503184713376,700892.857142857,"IN","46048"
"20344","C48-2024-0060430",4.81124201108e+17,"NYY2509 LINCOLN ST","ANDERSON",58500,510,"182408-003",3,0.122,87500,"Madison",0.668571428571429,717213.114754098,"IN","46016"
"20345","C48-2024-0060443",4.80718200195e+17,"NYY5567 N OLIVIA DR","ALEXANDRIA",177100,510,"131803-029",29,0.522,310000,"Madison",0.571290322580645,593869.731800766,"IN","46001"
"20346","C48-2024-0060446",4.81115302019e+17,"NYN0 W 20TH ST","ANDERSON",5600,599,"181522-003",3,0.2,102576,"Madison",0.0545936671346124,512880,"IN","46011"
"20347","C48-2024-0060448",4.81111102031e+17,"NYN0 WHITEHALL PL","ANDERSON",1500,501,"181104-007",7,1.489,650000,"Madison",0.00230769230769231,436534.586971122,"IN","46011"
"20348","C48-2024-0060448",4.81111102028e+17,"NYN0 WHITEHALL PL","ANDERSON",600,501,"181104-007",7,0.58,650000,"Madison",0.000923076923076923,1120689.65517241,"IN","46011"
"20349","C48-2024-0060450",4.81218203051e+17,"NYY0 WALNUT ST","ANDERSON",1800,500,"181807-003",3,0.105,80000,"Madison",0.0225,761904.761904762,"IN","46011"
"20350","C48-2024-0060456",4.80618300237e+17,"NYY313     N WALNUT ST","ALEXANDRIA",103900,510,"101814-022",22,0.152,75000,"Madison",1.38533333333333,493421.052631579,"IN","46001"
"20351","C48-2024-0060461",4.81227100007e+17,"NYY2218 S 380 E","CHESTERFIELD",124600,511,"150001-033",33,2.05,274900,"Madison",0.45325572935613,134097.56097561,"IN","46017"
"20352","C48-2024-0060463",4.80409404146e+17,"NYY229 N 12TH ST","ELWOOD",55300,510,"120904-027",27,0.166,94900,"Madison",0.582718651211802,571686.746987952,"IN","46036"
"20353","C48-2024-0060468",4.81204400148e+17,"NYY4528 GREENHILL WAY","ANDERSON",124500,510,"150402-033",33,0.34,91000,"Madison",1.36813186813187,267647.058823529,"IN","46011"
"20354","C48-2024-0060492",4.81207304118e+17,"NYY1008 E 10TH ST","ANDERSON",63300,510,"180705-003",3,0.08,48000,"Madison",1.31875,6e+05,"IN","46012"
"20355","C48-2024-0060499",4.80433100005e+17,"NYY9433   N 900 W","ELWOOD",99000,100,"110001-025",25,37.855,530040,"Madison",0.186778356350464,14001.8491612733,"IN","46036"
"20356","C48-2024-0060504",4.81113304199e+17,"NYY321 W 22ND ST","ANDERSON",45300,530,"181325-003",3,0.193,17000,"Madison",2.66470588235294,88082.9015544041,"IN","46011"
"20357","C48-2024-0060507",4.81124201114e+17,"NYY2607 LINCOLN ST","ANDERSON",69000,510,"182408-003",3,0.131,77500,"Madison",0.890322580645161,591603.053435114,"IN","46016"
"20358","C48-2024-0060511",4.80730300015e+17,"NYY3313 JAY DR","ANDERSON",107100,510,"133003-029",29,0.969,173000,"Madison",0.619075144508671,178534.571723426,"IN","46012"
"20359","C48-2024-0060523",4.80415401016e+17,"NYN2706 S I ST","ELWOOD",5100,500,"121514-027",27,0.121,167400,"Madison",0.0304659498207885,1383471.07438017,"IN","46036"
"20360","C48-2024-0060543",4.81218303021e+17,"NYY2204 GEORGE ST","ANDERSON",29100,510,"181839-003",3,0.123,60000,"Madison",0.485,487804.87804878,"IN","46016"
"20361","C48-2024-0060547",4.80410402003e+17,"NYY2527 N E ST","ELWOOD",35900,510,"121014-027",27,0.159,12500,"Madison",2.872,78616.3522012579,"IN","46036"
"20362","C48-2024-0060550",4.81218402121e+17,"NYY1628 E 19TH ST","ANDERSON",36600,540,"181826-003",3,0.145,98000,"Madison",0.373469387755102,675862.068965517,"IN","46016"
"20363","C48-2024-0060550",4.81218402122e+17,"NYN1628 E 19TH ST","ANDERSON",3000,500,"181826-003",3,0.145,98000,"Madison",0.0306122448979592,675862.068965517,"IN","46016"
"20364","C48-2024-0060553",4.80410402003e+17,"NYY2527 N E ST","ELWOOD",35900,510,"121014-027",27,0.159,75000,"Madison",0.478666666666667,471698.113207547,"IN","46036"
"20365","C48-2024-0060581",4.80415203166e+17,"NYY633 S 17 TH ST","ELWOOD",59000,510,"121502-027",27,0.2,35000,"Madison",1.68571428571429,175000,"IN","46036"
"20366","C48-2024-0060596",4.80734200011e+17,"NYY2974 N 300 E","ANDERSON",116000,510,"133202-029",29,0.771,220000,"Madison",0.527272727272727,285343.709468223,"IN","46012"
"20367","C48-2024-0060601",4.81113204017e+17,"NYY1601 BROWN ST","ANDERSON",26800,510,"181302-003",3,0.108,159900,"Madison",0.167604752970607,1480555.55555556,"IN","46016"
"20368","C48-2024-0060608",4.81420700005e+17,"NYY832 S PENDLETON AVE","PENDLETON",600,500,"52002-013",13,0.288,245000,"Madison",0.00244897959183673,850694.444444444,"IN","46064"
"20369","C48-2024-0060619",4.80415101129e+17,"NYY2809 S A ST","ELWOOD",66500,510,"121515-027",27,0.108,170000,"Madison",0.391176470588235,1574074.07407407,"IN","46036"
"20370","C48-2024-0060624",4.80416201092e+17,"NYY625 W MAIN ST","ELWOOD",85000,510,"121611-027",27,0.121,113000,"Madison",0.752212389380531,933884.297520661,"IN","46036"
"20371","C48-2024-0060626",4.81102202091e+17,"NYY1811 NORWOOD WAY","ANDERSON",75200,510,"180201-003",3,0.182,80000,"Madison",0.94,439560.43956044,"IN","46011"
"20372","C48-2024-0060637",4.81421302033e+17,"NYY558 S PENDLETON AVE","PENDLETON",124100,510,"52127-013",13,0.407,135000,"Madison",0.919259259259259,331695.331695332,"IN","46064"
"20373","C48-2024-0060640",4.80523400054e+17,"NYY1002 S INDIANA AVE","ALEXANDRIA",99400,511,"100001-021",21,3.922,135000,"Madison",0.736296296296296,34421.2136664967,"IN","46001"
"20374","C48-2024-0060641",4.81111404202e+17,"NYY1028 W 10TH ST","ANDERSON",51900,520,"181118-003",3,0.165,30000,"Madison",1.73,181818.181818182,"IN","46016"
"20375","C09-2024-0015037",9.1744305011e+16,"NYY515 KING ST","LOGANSPORT",38600,510,"9250011-01",10,0.062,18000,"Cass",2.14444444444444,290322.580645161,"IN","46947"
"20376","C09-2024-0015053",9.1744414004e+16,"NYY1419 WRIGHT ST","LOGANSPORT",75100,510,"9250010-01",10,0.209,74513,"Cass",1.00787781997772,356521.531100478,"IN","46947"
"20377","C09-2024-0015163",9.1825444001e+16,"NYY208 CHURCH ST","WALTON",32000,510,"9240001-02",22,0.2,35000,"Cass",0.914285714285714,175000,"IN","46994"
"20378","C60-2024-0011696",6.0101640054e+17,"NYY924 N US HWY 231","SPENCER",245400,511,"912100-027",27,2,295000,"Owen",0.831864406779661,147500,"IN","47460"
"20379","C57-2024-0046812",5.70733310071e+17,"NYY221 S OAK STREET","KENDALLVILLE",161300,510,"2050600",20,0.25,185000,"Noble",0.871891891891892,740000,"IN","46755"
"20380","C60-2024-0011581",6.0112320015e+17,"NYNPATRICKSBURG RD","SPENCER",54800,501,"912100-027",27,9.95,85000,"Owen",0.644705882352941,8542.7135678392,"IN","47460"
"20381","C61-2024-0011265",6.11635401008e+17,"NYNS LENA RD","BRAZIL IN",3600,500,"183502-007",7,0.165,5000,"Parke",0.72,30303.0303030303,"IN","47834"
"20382","C17-2024-0025186",1.71116300009e+17,"NYY5698 CR 58","SAINT JOE",164700,511,"921007-170",2,1,185000,"Dekalb",0.89027027027027,185000,"IN","46785"
"20383","C17-2024-0025200",1.70903164019e+17,"NYY604 S FRANKLIN","GARRETT",133800,510,"265023-170",13,0.059,90000,"Dekalb",1.48666666666667,1525423.72881356,"IN","46738"
"20384","C17-2024-0025209",1.70604451011e+17,"NYNBASSETT ST.","Waterloo",7300,500,"955023-170",7,0.2,159450,"Dekalb",0.0457823769206648,797250,"IN","46793"
"20385","C17-2024-0025209",1.70604451012e+17,"NYNBASSETT ST","Waterloo",7300,500,"955023-170",7,0.2,159450,"Dekalb",0.0457823769206648,797250,"IN","46793"
"20386","C17-2024-0025214",1.71018400012e+17,"NYY2713 CR 60","AUBURN",196300,510,"961011-170",9,0.72,241000,"Dekalb",0.814522821576763,334722.222222222,"IN","46706"
"20387","C17-2024-0025219",1.70702489004e+17,"NYNW GREEN ST","BUTLER",4000,500,"235026-170",27,0.11,85000,"Dekalb",0.0470588235294118,772727.272727273,"IN","46721"
"20388","C17-2024-0025225",1.706214001e+17,"NYN1912 GOLFVIEW DR","Auburn",3500,500,"185111-170",25,0.36,159400,"Dekalb",0.0219573400250941,442777.777777778,"IN","46706"
"20389","C17-2024-0025234",1.70632277016e+17,"NYY321 IWO ST","Auburn",155200,510,"185017-170",25,0.22,143679,"Dekalb",1.08018569171556,653086.363636364,"IN","46706"
"20390","C17-2024-0025237",1.71115351007e+17,"NYY513 WASHINGTON ST","Saint Joe",32900,511,"305008-170",3,0.385,27000,"Dekalb",1.21851851851852,70129.8701298701,"IN","46785"
"20391","C64-2024-0117951",6.4051540201e+17,"NYY5266 ROYAL AVE","PORTAGE",133200,510,"81",16,0.213,214000,"Porter",0.622429906542056,1004694.83568075,"IN","46368"
"20392","C64-2024-0119063",6.40635253001e+17,"NYY48 ZANE CT","VALPARAISO",670300,510,"0618A",6,1.29,690000,"Porter",0.971449275362319,534883.720930233,"IN","46385"
"20393","C07-2024-0001870",7.1501400126e+16,"NYY8799 STATE ROAD 135 S","FREETOWN",175500,510,"7025005",3,2.85,145000,"Brown",1.21034482758621,50877.1929824561,"IN","47235"
"20394","C07-2024-0001881",7.0118400849e+16,"NYY6506 LOON DR","NINEVEH",987800,510,"7065010",1,0,820000,"Brown",1.20463414634146,Inf,"IN","46164"
"20395","C17-2024-0025320",1.70633126043e+17,"NYY1505 S DEWEY ST","AUBURN",287000,510,"185017-170",25,0.215,325000,"Dekalb",0.883076923076923,1511627.90697674,"IN","46706"
"20396","C17-2024-0025239",1.70910300158e+17,"NYN400 RAILROADER DR","Garrett",2400,500,"265047-170",13,0.282,44700,"Dekalb",0.0536912751677852,158510.638297872,"IN","46738"
"20397","C17-2024-0025292",1.70312400007e+17,"NYY7090 CR 6","Butler",141700,540,"941011-170",5,4.64,40000,"Dekalb",3.5425,8620.68965517241,"IN","46721"
"20398","C17-2024-0025301",1.70915353003e+17,"NYNCR 11","Garrett",5500,500,"915014-170",1,0.2,50000,"Dekalb",0.11,250000,"IN","46738"
"20399","C17-2024-0025303",1.71117100006e+17,"NYNCR 56","SAINT JOE",900,100,"921007-170",2,1.285,175000,"Dekalb",0.00514285714285714,136186.770428016,"IN","46785"
"20400","C17-2024-0025305",1.71207300007e+17,"NYY7243 CR 56","Saint Joe",176200,511,"981004-170",15,1,275000,"Dekalb",0.640727272727273,275000,"IN","46785"
"20401","C17-2024-0025316",1.70903139005e+17,"NYY209 S BRITTON ST","Garrett",6900,500,"265027-170",13,0.043,109900,"Dekalb",0.0627843494085532,2555813.95348837,"IN","46738"
"20402","C17-2024-0025322",1.70235300007e+17,"NYY2487 CR 39","Waterloo",231600,511,"101015-170",18,4.53,2e+05,"Dekalb",1.158,44150.1103752759,"IN","46793"
"20403","C17-2024-0025323",1.70603133007e+17,"NYNN WAYNE","Waterloo",700,500,"314026-170",8,0.016,75000,"Dekalb",0.00933333333333333,4687500,"IN","46793"
"20404","C17-2024-0025328",1.70711204036e+17,"NYY207 W OAK ST","Butler",165800,510,"235023-170",27,0.082,110000,"Dekalb",1.50727272727273,1341463.41463415,"IN","46721"
"20405","C17-2024-0025336",1.70831200003e+17,"NYNCR 75","BUTLER",3400,100,"121004-170",22,10,72500,"Dekalb",0.0468965517241379,7250,"IN","46721"
"20406","C17-2024-0025337",1.70230400002e+17,"NYY1910 CR 27","WATERLOO",222800,512,"101015-170",18,10,445900,"Dekalb",0.499663601704418,44590,"IN","46793"
"20407","C17-2024-0025338",1.7022110001e+17,"NYNCR 14","Waterloo",50200,100,"101015-170",18,63.21,520000,"Dekalb",0.0965384615384615,8226.5464325265,"IN","46793"
"20408","C17-2024-0025339",1.70818400005e+17,"NYY3540 CR 75","Butler",287700,510,"121004-170",22,3.738,350000,"Dekalb",0.822,93632.9588014981,"IN","46721"
"20409","C17-2024-0025340",1.70628200327e+17,"NYY1312 KATHERINE ST","AUBURN",195300,510,"185052-170",25,0.221,229900,"Dekalb",0.849499782514137,1040271.49321267,"IN","46706"
"20410","C17-2024-0025342",1.70629326018e+17,"NYY811 MIDWAY DR","Auburn",224100,510,"185056-170",25,0.161,135000,"Dekalb",1.66,838509.316770186,"IN","46706"
"20411","C17-2024-0025343",1.70628200278e+17,"NYY2004 ELAINE ST","Auburn",191700,510,"185052-170",25,0.215,249900,"Dekalb",0.767106842737095,1162325.58139535,"IN","46706"
"20412","C17-2024-0025345",1.70628200203e+17,"NYY1407 TIMBER TRCE","Auburn",248600,510,"185052-170",25,0.878,281000,"Dekalb",0.884697508896797,320045.55808656,"IN","46706"
"20413","C17-2024-0025354",1.70632308007e+17,"NYY1331 S JACKSON ST","AUBURN",75500,520,"185012-170",25,0.212,150000,"Dekalb",0.503333333333333,707547.169811321,"IN","46706"
"20414","C17-2024-0025363",1.70206233028e+17,"NYY111 W WEBSTER ST","ASHLEY",107900,510,"175003-170",19,0.155,177000,"Dekalb",0.609604519774011,1141935.48387097,"IN","46705"
"20415","C17-2024-0025398",1.70632302003e+17,"NYY722 OHIO AVE","AUBURN",139600,510,"185012-170",25,0.113,170000,"Dekalb",0.821176470588235,1504424.77876106,"IN","46706"
"20416","C17-2024-0025403",1.7071840002e+17,"NYY3550 CR 49","Butler",163500,101,"151006-170",26,2,239500,"Dekalb",0.682672233820459,119750,"IN","46721"
"20417","C17-2024-0025409",1.7101837601e+17,"NYY2491 CR 60","Auburn",194700,510,"965004-170",9,0.46,299000,"Dekalb",0.651170568561873,650000,"IN","46706"
"20418","C17-2024-0025421",1.70910102056e+17,"NYY1502 ANDERSON DR","Garrett",219000,510,"265045-170",13,0.212,263000,"Dekalb",0.832699619771863,1240566.03773585,"IN","46738"
"20419","C17-2024-0025422",1.70633106021e+17,"NYNHIGHLAND DR","Auburn",0,501,"185017-170",25,0.144,250000,"Dekalb",0,1736111.11111111,"IN","46706"
"20420","C17-2024-0025444",1.70903154015e+17,"NYNS WALSH","Garrett",3500,500,"265023-170",13,0.026,45000,"Dekalb",0.0777777777777778,1730769.23076923,"IN","46738"
"20421","C17-2024-0025455",1.71014100001e+17,"NYNCR 56","AUBURN",36600,100,"961011-170",9,19.96,2e+05,"Dekalb",0.183,10020.0400801603,"IN","46706"
"20422","C17-2024-0025456",1.70831300006e+17,"NYY7348 CR 46","BUTLER",288800,101,"121004-170",22,5,379000,"Dekalb",0.762005277044855,75800,"IN","46721"
"20423","C17-2024-0025461",1.70629357008e+17,"NYY210 W 4TH ST","AUBURN",56500,520,"185056-170",25,0.106,169000,"Dekalb",0.334319526627219,1594339.62264151,"IN","46706"
"20424","C17-2024-0025462",1.71108300005e+17,"NYY5251 CR 56","Saint Joe",206600,511,"921007-170",2,0.872,250000,"Dekalb",0.8264,286697.247706422,"IN","46785"
"20425","C17-2024-0025473",1.70904232014e+17,"NYNS PETERS ST","Garrett",1200,500,"265039-170",13,0.072,65000,"Dekalb",0.0184615384615385,902777.777777778,"IN","46738"
"20426","C17-2024-0025474",1.70603133011e+17,"NYNN WAYNE","Waterloo",5700,500,"314026-170",8,0.131,185000,"Dekalb",0.0308108108108108,1412213.74045802,"IN","46793"
"20427","C17-2024-0025488",1.71009300057e+17,"NYY5592  BEAR CREEK PASS","Auburn",344400,510,"965005-170",9,0.484,310000,"Dekalb",1.11096774193548,640495.867768595,"IN","46706"
"20428","C17-2024-0025497",1.70504300009e+17,"NYY0959 CR 28","CORUNNA",102100,599,"991009-170",16,8.3,2e+05,"Dekalb",0.5105,24096.3855421687,"IN","46730"
"20429","C17-2024-0025500",1.70629358005e+17,"NYY214 W 5TH ST","Auburn",93100,510,"185056-170",25,0.049,75000,"Dekalb",1.24133333333333,1530612.24489796,"IN","46706"
"20430","C17-2024-0025502",1.70621400093e+17,"NYN1804 GOLFVIEW DR","Auburn",3700,500,"185111-170",25,0.319,94662,"Dekalb",0.0390864338382878,296746.081504702,"IN","46706"
"20431","C17-2024-0025504",1.70629337002e+17,"NYY744 N JACKSON ST","AUBURN",164800,510,"185056-170",25,0.152,162500,"Dekalb",1.01415384615385,1069078.94736842,"IN","46706"
"20432","C17-2024-0025509",1.70632178002e+17,"NNNS JACKSON ST","Auburn",32600,510,"185012-170",25,0.096,240000,"Dekalb",0.135833333333333,2500000,"IN","46706"
"20433","C17-2024-0025515",1.70719200015e+17,"NYY3714 CR 49","Butler",180700,511,"151006-170",26,4,1e+05,"Dekalb",1.807,25000,"IN","46721"
"20434","C17-2024-0025516",1.70711253026e+17,"NYY214 W WALNUT ST","BUTLER",134400,510,"235027-170",27,0.2,194900,"Dekalb",0.689584402257568,974500,"IN","46721"
"20435","C17-2024-0025517",1.70702483009e+17,"NYY320 N BROADWAY","Butler",98000,520,"235026-170",27,0.2,35000,"Dekalb",2.8,175000,"IN","46721"
"20436","C17-2024-0025537",1.71004100087e+17,"NYY1913 GREYSON DR","AUBURN",202200,510,"215020-170",10,0.142,207500,"Dekalb",0.974457831325301,1461267.6056338,"IN","46706"
"20437","C17-2024-0025555",1.70536352001e+17,"NYN1888 W AUBURN DR","AUBURN",7600,599,"225016-170",29,1.345,20000,"Dekalb",0.38,14869.8884758364,"IN","46706"
"20438","C17-2024-0025572",1.70731400022e+17,"NYNSR 8","AUBURN",4700,100,"151006-170",26,2.16,50000,"Dekalb",0.094,23148.1481481481,"IN","46706"
"20439","C17-2024-0025573",1.70711201015e+17,"NYY316 W MAIN ST","BUTLER",88700,510,"235023-170",27,0.2,125000,"Dekalb",0.7096,625000,"IN","46721"
"20440","C17-2024-0025574",1.70701328006e+17,"NYY120 N IVY","Butler",143400,510,"235007-170",27,0.878,194500,"Dekalb",0.737275064267352,221526.195899772,"IN","46721"
"20441","C17-2024-0025580",1.70632229019e+17,"NYNCLEVELAND ST","Auburn",21300,500,"185012-170",25,0.161,23900,"Dekalb",0.891213389121339,148447.204968944,"IN","46706"
"20442","C17-2024-0025582",1.70629352022e+17,"NYY342 W 4TH ST","AUBURN",143700,510,"185056-170",25,0.238,35000,"Dekalb",4.10571428571429,147058.823529412,"IN","46706"
"20443","C17-2024-0025583",1.7063128403e+17,"NYY619 S INDIANA AVE","AUBURN",145300,510,"185012-170",25,0.097,194000,"Dekalb",0.748969072164948,2e+06,"IN","46706"
"20444","C17-2024-0025584",1.70632103013e+17,"NYY501 S VAN BUREN ST","AUBURN",267900,510,"185012-170",25,0.141,254000,"Dekalb",1.05472440944882,1801418.43971631,"IN","46706"
"20445","C17-2024-0025591",1.7063320005e+17,"NYY206 STEEPLECHASE DR","AUBURN",335600,510,"185048-170",25,0.424,359000,"Dekalb",0.934818941504178,846698.113207547,"IN","46706"
"20446","C17-2024-0025606",1.70631285008e+17,"NYY709 S INDIANA AVE","Auburn",118700,510,"185012-170",25,0.13,145000,"Dekalb",0.818620689655172,1115384.61538462,"IN","46706"
"20447","C17-2024-0025607",1.70631435001e+17,"NYY902 PHILLIP ST","Auburn",130500,510,"185012-170",25,0.152,129900,"Dekalb",1.00461893764434,854605.263157895,"IN","46706"
"20448","C17-2024-0025653",1.70903137004e+17,"NYY207 S WALSH ST","Garrett",160900,510,"265023-170",13,0.086,195000,"Dekalb",0.825128205128205,2267441.86046512,"IN","46738"
"20449","C17-2024-0025658",1.70904232014e+17,"NYNS PETERS ST","Garrett",1200,500,"265039-170",13,0.072,112900,"Dekalb",0.0106288751107174,1568055.55555556,"IN","46738"
