"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%14","Allen","Residential Improved","Eel River",1,1.01,1.02,22.22,76.31,1.13,0,79
"df_sp9","Allen","Residential Improved","Jackson",0.81,0.96,1.03,13.24,19.15,1,0,11
"2.5%15","Allen","Residential Improved","Lafayette",0.93,0.96,0.99,8.41,11.63,1.02,0,54
"2.5%16","Allen","Residential Improved","Lake",0.94,0.99,1,7.53,10.81,1.01,0,27
"2.5%17","Allen","Residential Improved","Maumee",0.92,0.98,1.01,29.15,81.49,1.13,0,46
"df_sp10","Allen","Residential Improved","Milan",0.86,0.95,0.98,13.36,20.2,1.01,0,19
"df_sp11","Allen","Residential Improved","Monroe",0.85,0.99,1.04,9.4,13.4,1,0,14
"2.5%18","Allen","Residential Improved","Perry",1,1,1,15.73,54.61,1.08,0,848
"2.5%19","Allen","Residential Improved","Pleasant",0.94,0.97,1,9.75,18.23,1,0,37
"df_sp12","Allen","Residential Improved","Scipio",0.95,0.98,1,5.96,10.5,1.03,0,16
"2.5%20","Allen","Residential Improved","St. Joseph",0.98,0.99,0.99,10.72,39.28,1.03,0,900
"2.5%21","Allen","Residential Improved","Washington",0.98,0.99,1,7.52,10.47,1,0,434
"2.5%22","Allen","Residential Improved","Wayne",1,1,1,10.98,17.21,1.01,0,1079
"15","Bartholomew","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"16","Bartholomew","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"17","Bartholomew","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp13","Bartholomew","Commercial Improved","Countywide",0.81,0.96,1.01,39.98,68.77,3.02,0,7
"2.5%23","Bartholomew","Residential Vacant","Countywide",0.97,0.97,0.97,7.77,16.24,1.04,0,120
"2.5%24","Bartholomew","Residential Vacant","Columbus",0.97,0.97,0.98,6.57,14.19,1.03,0,98
"df_sp14","Bartholomew","Residential Vacant","Harrison",0.89,0.91,0.97,8.47,14.99,0.99,0,11
"df_sp15","Bartholomew","Residential Vacant","Clay",0.77,0.91,0.95,15.98,27.57,1.21,0,11
"2.5%25","Bartholomew","Residential Improved","Countywide",0.91,0.92,0.92,10.96,19,1.02,0,915
"2.5%26","Bartholomew","Residential Improved","Clay",0.89,0.91,0.96,9.46,11.61,1,0,42
"18","Bartholomew","Residential Improved","Clifty",NA,NA,NA,NA,NA,NA,NA,1
"2.5%27","Bartholomew","Residential Improved","Columbus",0.91,0.92,0.93,10.17,16.27,1.01,0,637
"df_sp16","Bartholomew","Residential Improved","Flatrock",0.91,0.95,0.98,8.8,11.8,1.01,0,15
"2.5%28","Bartholomew","Residential Improved","German",0.85,0.9,0.92,15.81,45.12,1.05,0,50
"2.5%29","Bartholomew","Residential Improved","Harrison",0.85,0.9,0.93,13.05,18.2,1.02,0,59
"2.5%30","Bartholomew","Residential Improved","Hawcreek",0.86975,0.91,0.95,13.39,18.42,1,0,46
"19","Bartholomew","Residential Improved","Jackson",NA,NA,NA,NA,NA,NA,NA,4
"df_sp17","Bartholomew","Residential Improved","Ohio",0.83,0.9,1,11.92,16.02,1.07,0,9
"2.5%31","Bartholomew","Residential Improved","Rockcreek",0.84,0.92,0.95,11.17,14.3,1,0,31
"2.5%32","Bartholomew","Residential Improved","Wayne",0.88,0.91,0.99,12.28,18.28,1.03,0,20
"110","Benton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"111","Benton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"112","Benton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"113","Benton","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"114","Benton","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%33","Benton","Residential Improved","Countywide",0.90975,0.94,0.97,12.66,16.26,1.02,0,116
"df_sp18","Benton","Residential Improved","Bolivar",0.87,0.94,1.02,10.26,12.96,1.02,0,18
"2.5%34","Benton","Residential Improved","Center",0.91,0.96,1.04,12.28,14.62,1.02,0,41
"df_sp19","Benton","Residential Improved","Grant",0.81,0.93,1,16.97,24.53,1.02,0,19
"df_sp20","Benton","Residential Improved","Oak Grove",0.78,0.92,1.02,13.02,16,1,0,18
"df_sp21","Benton","Residential Improved","Richland",0.84,0.95,1.06,11.55,14.95,1.02,0,11
"df_sp22","Benton","Residential Improved","Gilboa",0.85,0.97,0.99,8.66,10.91,1.01,0,9
"115","Blackford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"116","Blackford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"117","Blackford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp23","Blackford","Commercial Improved","Countywide",0.47,0.61,0.71,25.35,30.88,1.15,0,6
"df_sp24","Blackford","Residential Vacant","Countywide",0.5,0.8,1.02,37.81,49.97,0.93,0,12
"2.5%35","Blackford","Residential Improved","Countywide",0.98,1,1.02,12.24,22.79,1.03,0,180
"2.5%36","Blackford","Residential Improved","Harrison",0.97,1.01,1.04,8.34,11.31,1.02,0,30
"df_sp25","Blackford","Residential Improved","Jackson",0.91,1,1.31,21.66,34.96,1.06,0,8
"2.5%37","Blackford","Residential Improved","Licking",0.97,1,1.02,12.57,23.92,1.04,0,137
"df_sp26","Blackford","Residential Improved","Washington",0.94,1,1.26,10.89,13.46,1.02,0,5
"118","Boone","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"119","Boone","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"120","Boone","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp27","Boone","Commercial Improved","Countywide",0.92,0.96,0.98,5.03,7.16,0.99,0,12
"2.5%38","Boone","Residential Vacant","Countywide",1,1,1,32.6,65.34,0.87,0,88
"2.5%39","Boone","Residential Improved","Countywide",1,1,1,4.22,6.6,1.01,0,1638
"2.5%40","Boone","Residential Improved","Center",0.99,1,1.01,4.43,6.72,1,0,350
"2.5%41","Boone","Residential Improved","Clinton",0.98,1,1.03,6.06,8.33,1.02,0,29
"2.5%42","Boone","Residential Improved","Eagle",0.99,1,1,4.28,6.41,1.01,0,489
"2.5%43","Boone","Residential Improved","Harrison",0.95,0.98,1,7.13,10.52,1.01,0,44
"df_sp28","Boone","Residential Improved","Jefferson",0.95,1,1.04,7.29,10.12,1.02,0,12
"2.5%44","Boone","Residential Improved","Perry",1,1,1,1.97,3.63,1,0,198
"2.5%45","Boone","Residential Improved","Sugar Creek",0.94,1.01,1.04,8.04,10.78,1,0,29
"2.5%46","Boone","Residential Improved","Union",0.99,1.01,1.03,5.2,7.47,1.01,0,49
"2.5%47","Boone","Residential Improved","Worth",0.99,1,1,4.11,6.56,1,0,438
"121","Brown","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"122","Brown","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"123","Brown","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp29","Brown","Commercial Improved","Countywide",0.78,0.92,0.95,14.46,21.15,0.95,0,10
"2.5%48","Brown","Residential Vacant","Countywide",0.92,0.96,1,17.99,28.8,1.26,0,65
"2.5%49","Brown","Residential Vacant","Hamblen",0.95,1,1.01,13.28,23.44,1.1,0,22
"df_sp30","Brown","Residential Vacant","Jackson",0.86,0.92,1,22.42,35.96,1.38,0,19
"124","Brown","Residential Vacant","Van Buren",NA,NA,NA,NA,NA,NA,NA,0
"2.5%50","Brown","Residential Vacant","Washington",0.92,0.95,1.03,18,28.44,1.29,0,24
"2.5%51","Brown","Residential Improved","Countywide",0.9,0.94,0.96,16.06,27.17,21.78,0,239
"2.5%52","Brown","Residential Improved","Hamblen",0.85,0.9,0.96,18.42,30.69,49.3,0,82
"2.5%53","Brown","Residential Improved","Jackson",0.9,0.96,1,13.93,23.14,1.07,0,57
"df_sp31","Brown","Residential Improved","Van Buren",0.92,1,1.01,12.73,20.18,1,0,18
"2.5%54","Brown","Residential Improved","Washington",0.89,0.93,0.96,15.38,27.64,1.05,0,82
"125","Carroll","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"126","Carroll","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp32","Carroll","Commercial Vacant","Countywide",0.3,0.59,0.8,48.87,59.42,2.71,0,6
"2.5%55","Carroll","Commercial Improved","Countywide",0.88,0.92,1.04,19.81,24.63,1.01,0,30
"2.5%56","Carroll","Residential Vacant","Countywide",0.69,0.88,0.95,31.31,47.43,1.22,0,31
"2.5%57","Carroll","Residential Improved","Countywide",0.92,0.94,0.96,16.18,23.27,1.04,0,558
"2.5%58","Carroll","Residential Improved","Adams",0.87,0.93,1.03,23.66,35.69,1.08,0,52
"2.5%59","Carroll","Residential Improved","Burlington",0.88,0.94,0.98,12.4,16.24,1.04,0,38
"2.5%60","Carroll","Residential Improved","Clay",0.75,0.88,0.96,15.39,20.62,1.07,0,20
"2.5%61","Carroll","Residential Improved","Deer Creek",0.91,0.97,1,17.09,22.71,1.03,0,123
"df_sp33","Carroll","Residential Improved","Democrat",0.83,0.93,1.05,14.35,17.56,1,0,18
"2.5%62","Carroll","Residential Improved","Jackson",0.89,0.95,1.03,13.91,19.37,1.02,0,25
"2.5%63","Carroll","Residential Improved","Jefferson",0.88,0.92,0.95,15.68,20.98,1.03,0,132
"df_sp34","Carroll","Residential Improved","Madison",0.93,1.02,1.25,20.95,34.23,1.1,0,7
"2.5%64","Carroll","Residential Improved","Monroe",0.91,0.93,0.97,13.05,19.5,1.02,0,87
"127","Cass","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"128","Cass","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp35","Cass","Commercial Vacant","Countywide",0.04,1.15,1.41,32.41,60.36,1.22,0,5
"2.5%65","Cass","Commercial Improved","Countywide",0.82975,0.91,0.99,20.49,26.43,1.05,0,42
"2.5%66","Cass","Residential Vacant","Countywide",0.83,0.98,1.09,27.88,38.83,1.13,0,31
"2.5%67","Cass","Residential Improved","Countywide",0.92,0.94,0.95,18.84,35.9,1.06,0,935
"df_sp36","Cass","Residential Improved","Adams",0.78,0.88,1.01,18.17,26.29,0.99,0,11
"df_sp37","Cass","Residential Improved","Bethlehem",0.78,0.96,1.02,15.41,19.6,1.04,0,17
"2.5%68","Cass","Residential Improved","Boone",0.91,0.94,0.96,19.82,40.9,1.08,0,100
"2.5%69","Cass","Residential Improved","Clay",0.89,0.94,0.96,11.66,15.58,1.01,0,67
"2.5%70","Cass","Residential Improved","Deer Creek",0.89,0.93,0.97,13.4,17.14,1.03,0,82
"2.5%71","Cass","Residential Improved","Eel",0.91,0.94,0.95,21.37,40.75,1.08,0,520
"2.5%72","Cass","Residential Improved","Miami",0.81,0.94,0.97,12.13,16.71,1,0,29
"2.5%73","Cass","Residential Improved","Noble",0.84,0.92,0.99,13.14,16.94,1.01,0,36
"2.5%74","Cass","Residential Improved","Tipton",0.88,0.98,1,18.11,33.77,1.06,0,54
"df_sp38","Cass","Residential Improved","Washington",0.86,0.94,1.09,15.62,20.45,1.02,0,19
"129","Clark","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"130","Clark","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"131","Clark","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%75","Clark","Commercial Improved","Countywide",0.95,0.96,0.97,9.64,15.93,1,0,66
"2.5%76","Clark","Residential Vacant","Countywide",0.99,1.01,1.03,6.69,10.21,1,0,31
"df_sp39","Clark","Residential Vacant","Carr",0.99,1,1.02,6.68,14.2,0.99,0,6
"132","Clark","Residential Vacant","Charlestown",NA,NA,NA,NA,NA,NA,NA,4
"df_sp40","Clark","Residential Vacant","Jeffersonville",0.92,1,1.21,6.6,10.76,1.01,0,5
"df_sp41","Clark","Residential Vacant","Monroe",0.91,1,1.12,5.69,7.9,0.99,0,5
"133","Clark","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,0
"df_sp42","Clark","Residential Vacant","Utica",0.92,1.02,1.06,6.92,9.81,0.99,0,11
"134","Clark","Residential Vacant","Bethlehem",NA,NA,NA,NA,NA,NA,NA,0
"2.5%77","Clark","Residential Improved","Countywide",0.98,0.99,0.99,8.54,13.87,1.01,0,1948
"135","Clark","Residential Improved","Bethlehem",NA,NA,NA,NA,NA,NA,NA,4
"2.5%78","Clark","Residential Improved","Carr",0.94,1,1.01,8.71,11.99,1.01,0,51
"2.5%79","Clark","Residential Improved","Charlestown",0.99,1,1,7.68,12.25,1,0,389
"2.5%80","Clark","Residential Improved","Jeffersonville",0.97,0.98,0.99,9.78,13.77,1.01,0,822
"2.5%81","Clark","Residential Improved","Monroe",0.95,0.97,1,9.24,13.12,1,0,71
"df_sp43","Clark","Residential Improved","Oregon",0.9,0.97,1.04,8.94,13.33,1.01,0,14
"2.5%82","Clark","Residential Improved","Silver Creek",0.97,0.98,1,7.19,10.03,1.01,0,229
"2.5%83","Clark","Residential Improved","Union",0.96,0.98,0.99,9.79,17.92,1,0,83
"2.5%84","Clark","Residential Improved","Utica",0.98,0.99,1,6.17,17.84,1.02,0,249
"df_sp44","Clark","Residential Improved","Washington",0.91,0.98,1,8.78,14.45,0.99,0,17
"df_sp45","Clark","Residential Improved","Wood",0.86,0.96,1,9.48,12.29,1.01,0,19
"136","Clay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"137","Clay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"138","Clay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%85","Clay","Commercial Improved","Countywide",0.81,0.92,1.02,16.92,20.95,1.02,0,24
"139","Clay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%86","Clay","Residential Improved","Countywide",0.89,0.91,0.94,11.64,14.16,1.03,0,236
"2.5%87","Clay","Residential Improved","Brazil",0.88,0.9,0.94,12.15,14.27,1.03,0,142
"2.5%88","Clay","Residential Improved","Dick Johnson",0.86,0.93,1.01,11.11,14.09,1.04,0,22
"2.5%89","Clay","Residential Improved","Cass",0.88,0.92,0.95,8.08,11.82,1.03,0,28
"df_sp46","Clay","Residential Improved","Harrison",0.88,0.91,1.06,14,17.18,1.04,0,15
"2.5%90","Clay","Residential Improved","Perry",0.83,0.92,0.98,12.01,14.46,1.03,0,29
"140","Clinton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"141","Clinton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"142","Clinton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"143","Clinton","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"144","Clinton","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%91","Clinton","Residential Improved","Countywide",0.86,0.89,0.93,16.68,21.28,1.02,0,175
"2.5%92","Clinton","Residential Improved","Center",0.82,0.88,0.93,19.5,24.01,1.02,0,73
"2.5%93","Clinton","Residential Improved","Union",0.77,0.88,0.94,15.28,21.47,1.02,0,20
"2.5%94","Clinton","Residential Improved","Perry",0.879,0.94,1.02,13.82,19.6,1.02,0,25
"2.5%95","Clinton","Residential Improved","Madison",0.83,0.89,1.02,16.28,21.49,1.03,0,24
"df_sp47","Clinton","Residential Improved","Ross",0.82,0.86,0.97,12.64,14.56,1.01,0,18
"df_sp48","Clinton","Residential Improved","Michigan",0.79,0.84,0.96,12.91,15.92,1.02,0,15
"145","Crawford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"146","Crawford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"147","Crawford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"148","Crawford","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp49","Crawford","Residential Vacant","Countywide",0.73,0.9,0.95,20.35,30.45,1.06,0,18
"df_sp50","Crawford","Residential Vacant","Boone",0.6,0.9,1.05,24.15,34.51,1.06,0,14
"149","Crawford","Residential Vacant","Patoka",NA,NA,NA,NA,NA,NA,NA,4
"2.5%96","Crawford","Residential Improved","Countywide",0.88,0.91,0.92,12.82,21.97,1.02,0,84
"df_sp51","Crawford","Residential Improved","Boone",0.86,0.91,1,8.33,10.93,1.02,0,14
"df_sp52","Crawford","Residential Improved","Jennings",0.86,0.91,1,7.24,10.04,1.01,0,7
"2.5%97","Crawford","Residential Improved","Johnson",0.83,0.9,0.97,13.51,17.79,0.99,0,25
"2.5%98","Crawford","Residential Improved","Liberty",0.87,0.9,0.95,18.39,33.46,1.05,0,25
"df_sp53","Crawford","Residential Improved","Whiskey Run",0.83,0.91,0.95,8.68,12.97,1.02,0,13
"150","Daviess","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"151","Daviess","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"152","Daviess","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp54","Daviess","Commercial Improved","Countywide",0.86,0.99,1.04,11.66,16.92,1.07,0,6
"2.5%99","Daviess","Residential Vacant","Countywide",0.17,0.33,0.5105,78.37,74.55,0.97,0,24
"2.5%100","Daviess","Residential Improved","Countywide",0.92,0.94,0.97,11.7,16.1,1.02,0,170
"df_sp55","Daviess","Residential Improved","Madison",0.84,0.91,1,11.85,14.88,1.02,0,16
"2.5%101","Daviess","Residential Improved","Washington",0.93,0.95,0.98,10.59,15.48,1.03,0,105
"2.5%102","Daviess","Residential Improved","Elmore",0.84,0.91,1,13.25,16.99,1.03,0,21
"2.5%103","Daviess","Residential Improved","Barr",0.85,0.96,1.02,14.31,18.74,1,0,24
"153","Dearborn","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"154","Dearborn","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp56","Dearborn","Commercial Vacant","Countywide",0.15,0.58,0.93,60.22,73.08,1.97,0,7
"2.5%104","Dearborn","Commercial Improved","Countywide",0.78,0.85,0.98,24.34,33.07,1.12,0,31
"2.5%105","Dearborn","Residential Vacant","Countywide",0.81,0.88,0.92,29.3,42.31,1.22,0,85
"2.5%106","Dearborn","Residential Improved","Countywide",0.88,0.89,0.91,18.51,29.48,1.06,0,595
"2.5%107","Dearborn","Residential Improved","Caesar Creek",0.81,0.89,0.93,19.47,35.71,1.05,0,38
"2.5%108","Dearborn","Residential Improved","Hogan",0.83,0.91,0.93,16.93,28.35,1.07,0,38
"2.5%109","Dearborn","Residential Improved","Center",0.86,0.91,0.97,21.06,33.34,1.09,0,67
"2.5%110","Dearborn","Residential Improved","Harrison",0.81,0.88,0.92,17.08,24.11,1.07,0,41
"df_sp57","Dearborn","Residential Improved","Jackson",0.63,0.74,0.93,21.71,23.57,1.07,0,15
"df_sp58","Dearborn","Residential Improved","Kelso",0.74,0.88,1.05,17.16,22.04,1.06,0,14
"2.5%111","Dearborn","Residential Improved","Lawrenceburg",0.86,0.89,0.92,17.49,25.13,1.04,0,173
"2.5%112","Dearborn","Residential Improved","Logan",0.77,0.84,0.96,18.95,25.49,1.04,0,26
"2.5%113","Dearborn","Residential Improved","Miller",0.87975,0.9,0.92,14.12,20.01,1.03,0,163
"df_sp59","Dearborn","Residential Improved","Sparta",0.65,0.82,1.5,65.48,63.76,1.32,0,16
"155","Dearborn","Residential Improved","York",NA,NA,NA,NA,NA,NA,NA,4
"156","Decatur","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"157","Decatur","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"158","Decatur","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%114","Decatur","Commercial Improved","Countywide",0.81,0.91,0.98,19.7,23.46,0.99,0,45
"2.5%115","Decatur","Residential Vacant","Countywide",0.46,0.64,0.79,52.54,63.08,1.37,0,41
"2.5%116","Decatur","Residential Improved","Countywide",0.94,0.95,0.96,13.73,22.48,1.02,0,670
"2.5%117","Decatur","Residential Improved","Adams",0.85,0.94,1.01,16.24,20.23,1.03,0,34
"df_sp60","Decatur","Residential Improved","Clay",0.8,0.92,1.11,16.1,18.01,1,0,14
"df_sp61","Decatur","Residential Improved","Clinton",0.77,0.93,0.97,17.39,23.78,1.06,0,13
"2.5%118","Decatur","Residential Improved","Fugit",0.92,0.96,1.01,14.2,18.29,1,0,73
"df_sp62","Decatur","Residential Improved","Marion",0.87,0.96,1.02,15.76,22.19,1.01,0,19
"df_sp63","Decatur","Residential Improved","Saltcreek",0.86,0.94,1.06,13.67,16.02,1.02,0,14
"2.5%119","Decatur","Residential Improved","Sandcreek",0.92,0.95,0.99,11.44,15.68,1,0,59
"2.5%120","Decatur","Residential Improved","Washington",0.94,0.95,0.96,13.48,24.23,1.03,0,444
"159","Dekalb","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"160","Dekalb","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"161","Dekalb","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp64","Dekalb","Commercial Improved","Countywide",0.4,0.75,0.99,26.34,39.03,0.87,0,8
"162","Dekalb","Commercial Improved","Union",NA,NA,NA,NA,NA,NA,NA,2
"df_sp65","Dekalb","Commercial Improved","Butler",0.72,0.8,0.99,18.55,27.88,0.95,0,6
"df_sp66","Dekalb","Residential Vacant","Countywide",0.34,0.98,1.08,36.51,61.99,1.31,0,18
"163","Dekalb","Residential Vacant","Keyser",NA,NA,NA,NA,NA,NA,NA,2
"df_sp67","Dekalb","Residential Vacant","Union",1.07,1.08,1.16,4.81,6.2,0.98,0,7
"df_sp68","Dekalb","Residential Vacant","Butler",0.2,0.87,0.96,43.8,71.67,1.36,0,9
"2.5%121","Dekalb","Residential Improved","Countywide",0.98,0.99,1,13.72,37.47,1.04,0,481
"2.5%122","Dekalb","Residential Improved","Butler",0.97,1,1.02,8.09,11.87,1,0,56
"2.5%123","Dekalb","Residential Improved","Concord",0.9,0.95,1.01,12.25,17.44,1.03,0,22
"df_sp69","Dekalb","Residential Improved","Fairfield",0.88,1,1.09,11.4,14,1.03,0,16
"2.5%124","Dekalb","Residential Improved","Franklin",0.94,0.98,1.02,11.13,15.19,1.02,0,49
"2.5%125","Dekalb","Residential Improved","Grant",0.94,1.02,1.07,21.49,65.63,1.11,0,45
"2.5%126","Dekalb","Residential Improved","Keyser",0.96,0.99,1.01,10.78,16.05,1.02,0,112
"2.5%127","Dekalb","Residential Improved","Union",0.97,0.99,1.01,16.21,45.45,1.05,0,181
"164","Delaware","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"165","Delaware","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"166","Delaware","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp70","Delaware","Commercial Improved","Countywide",0.66,0.86,1.09,18.43,23.72,1.05,0,11
"df_sp71","Delaware","Commercial Improved","Center",0.66,0.86,1.09,18.43,23.72,1.05,0,11
"167","Delaware","Commercial Improved","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,0
"168","Delaware","Commercial Improved","Delaware",NA,NA,NA,NA,NA,NA,NA,0
"169","Delaware","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"170","Delaware","Residential Vacant","Center",NA,NA,NA,NA,NA,NA,NA,0
"171","Delaware","Residential Vacant","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,0
"172","Delaware","Residential Vacant","Delaware",NA,NA,NA,NA,NA,NA,NA,0
"2.5%128","Delaware","Residential Improved","Countywide",0.9,0.91,0.92,17.75,23.11,1.03,0,1074
"2.5%129","Delaware","Residential Improved","Center",0.91,0.92,0.94,17.69,23.29,1.04,0,621
"df_sp72","Delaware","Residential Improved","Delaware",0.77,0.81,0.97,19.45,23.23,0.99,0,17
"2.5%130","Delaware","Residential Improved","Hamilton",0.83,0.87,0.91,17.57,21.89,1.01,0,104
"2.5%131","Delaware","Residential Improved","Harrison",0.77,0.85,0.96,17.64,22.52,0.99,0,20
"2.5%132","Delaware","Residential Improved","Liberty",0.87,0.91,1,15.05,20.62,1.04,0,31
"2.5%133","Delaware","Residential Improved","Monroe",0.76,0.88,0.92,16.64,22.63,1.01,0,31
