"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%139","Delaware","Residential Improved","Liberty",0.8,0.88,0.96,22.95,33.22,1.07,0,38
"2.5%140","Delaware","Residential Improved","Monroe",0.73,0.87,0.91,16.92,22.59,1.01,0,32
"2.5%141","Delaware","Residential Improved","Mt. Pleasant",0.81,0.86,0.91,20.06,26.82,1.01,0,175
"df_sp74","Delaware","Residential Improved","Niles",0.78,0.91,1.03,21.9,32.16,1.07,0,14
"df_sp75","Delaware","Residential Improved","Perry",0.78,0.91,1.13,16.19,22.92,1.07,0,8
"2.5%142","Delaware","Residential Improved","Salem",0.81,0.9,0.95,19.66,28.18,1.03,0,48
"2.5%143","Delaware","Residential Improved","Union",0.93,0.99,1.12,15.23,19.28,1.03,0,27
"df_sp76","Delaware","Residential Improved","Washington",0.82,0.95,1.07,13.58,18.19,1.02,0,6
"165","Dubois","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"166","Dubois","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"167","Dubois","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp77","Dubois","Commercial Improved","Countywide",0.85,0.94,1,14.93,22.65,1.1,0,15
"df_sp78","Dubois","Commercial Improved","Bainbridge",0.78,1,1.13,19.16,31.67,1.15,0,7
"df_sp79","Dubois","Commercial Improved","Boone",0.78,0.91,0.98,9.1,12.31,1.03,0,8
"2.5%144","Dubois","Residential Vacant","Countywide",0.79,0.89,0.94,25.44,43.6,1.05,0,31
"df_sp80","Dubois","Residential Vacant","Bainbridge",0.79,0.88,0.97,9.86,14.35,0.96,0,7
"df_sp81","Dubois","Residential Vacant","Cass",0.89,0.94,0.97,14.16,32.98,1,0,10
"df_sp82","Dubois","Residential Vacant","Columbia",0.35,0.63,0.95,49.9,61.69,1.42,0,14
"2.5%145","Dubois","Residential Improved","Countywide",0.9,0.91,0.92,12.8,26.89,1.04,0,394
"2.5%146","Dubois","Residential Improved","Bainbridge",0.9,0.91,0.93,12.36,21.01,1.03,0,195
"2.5%147","Dubois","Residential Improved","Boone",0.86,0.91,0.95,18.49,54.27,1.11,0,29
"df_sp83","Dubois","Residential Improved","Cass",0.85,0.91,1.01,12.25,16.36,1,0,13
"2.5%148","Dubois","Residential Improved","Columbia",0.87,0.9,0.93,8.59,12.42,1.03,0,38
"df_sp84","Dubois","Residential Improved","Jackson",0.83,0.9,0.94,7.76,9.89,1,0,16
"2.5%149","Dubois","Residential Improved","Patoka",0.89,0.92,0.96,16.1,33.98,1.07,0,75
"2.5%150","Dubois","Residential Improved","Ferdinand",0.86,0.91,0.94,9.65,12.73,1,0,28
"168","Elkhart","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%151","Elkhart","Industrial Improved","Countywide",0.83,0.89,0.94,21.77,29.3,1.11,0,47
"169","Elkhart","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%152","Elkhart","Commercial Improved","Countywide",0.82,0.92,0.97025,23.34,31.55,1.03,0,58
"2.5%153","Elkhart","Residential Vacant","Countywide",0.49,0.73,0.85,47.05,63.6,1.65,0,72
"2.5%154","Elkhart","Residential Improved","Countywide",0.96,0.97,0.97,16.32,25.12,1.03,0,2249
"2.5%155","Elkhart","Residential Improved","Baugo",0.95,0.98,1.01,18.95,31.52,1.05,0,140
"2.5%156","Elkhart","Residential Improved","Cleveland",0.95,0.98,1.02,16.37,25.76,1.04,0,160
"2.5%157","Elkhart","Residential Improved","Locke",0.89,0.96,1.07,17.97,25.03,1.01,0,40
"2.5%158","Elkhart","Residential Improved","Concord",0.92,0.94,0.96,18.26,27.07,1.04,0,510
"2.5%159","Elkhart","Residential Improved","Elkhart",0.96,0.97,0.98,15.58,23.85,1.03,0,372
"2.5%160","Elkhart","Residential Improved","York",0.93,0.98,1.03,14.06,19.18,1.01,0,40
"2.5%161","Elkhart","Residential Improved","Jefferson",0.96,0.98,1,12.68,21.92,1.03,0,108
"2.5%162","Elkhart","Residential Improved","Middlebury",0.94,0.96,0.98,14.15,21.75,1.01,0,97
"2.5%163","Elkhart","Residential Improved","Olive",0.92,0.95,1.00025,11.81,18.86,1.02,0,34
"2.5%164","Elkhart","Residential Improved","Osolo",0.96,0.97,0.99,16.44,24.32,1.04,0,412
"2.5%165","Elkhart","Residential Improved","Union",0.93,0.95,0.99,12.09,17.16,1.01,0,77
"2.5%166","Elkhart","Residential Improved","Benton",0.93,0.97,1.03,16.8,25.72,1.06,0,27
"2.5%167","Elkhart","Residential Improved","Clinton",0.85,0.93,1.01,19.38,29.95,1.05,0,25
"df_sp85","Elkhart","Residential Improved","Harrison",0.89,0.94,0.98,14.06,20.71,1.04,0,19
"2.5%168","Elkhart","Residential Improved","Jackson",0.92,0.96,1,16.54,26.5,1.03,0,81
"2.5%169","Elkhart","Residential Improved","Washington",0.94,0.98,1,14.86,23.43,1.02,0,107
"170","Fayette","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"171","Fayette","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"172","Fayette","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%170","Fayette","Commercial Improved","Countywide",0.86,0.92,1.06,20.9,25.51,1.08,0,40
"df_sp86","Fayette","Residential Vacant","Countywide",0.55,1.09,1.23,25.09,37.27,1.24,0,13
"2.5%171","Fayette","Residential Improved","Countywide",0.91,0.93,0.95,15.39,20.23,1.03,0,514
"2.5%172","Fayette","Residential Improved","Columbia",0.83,0.94,0.98,16.82,24.66,1.05,0,29
"2.5%173","Fayette","Residential Improved","Jackson",0.87,0.93,0.96,12.42,16.58,1.02,0,42
"2.5%174","Fayette","Residential Improved","Connersville",0.91,0.92,0.95,15.59,20.78,1.03,0,295
"2.5%175","Fayette","Residential Improved","Harrison",0.91,0.93,0.97,15.5,19.2,1.03,0,148
"173","Fountain","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"174","Fountain","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"175","Fountain","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%176","Fountain","Commercial Improved","Countywide",0.74,0.93,1,18.44,23.07,0.98,0,24
"2.5%177","Fountain","Residential Vacant","Countywide",0.69,0.73,0.94,29.29,33.39,1.01,0,36
"2.5%178","Fountain","Residential Improved","Countywide",0.9,0.91,0.93,13.85,17.27,1.01,0,410
"2.5%179","Fountain","Residential Improved","Cain",0.81,0.93,1.03,14.46,18,0.98,0,22
"df_sp87","Fountain","Residential Improved","Davis",0.79,1.05,1.1,12.96,19.66,0.99,0,11
"2.5%180","Fountain","Residential Improved","Logan",0.85,0.91,0.94,14.54,17.97,1.01,0,82
"2.5%181","Fountain","Residential Improved","Richland",0.78975,0.92,0.95,15.56,19.72,1,0,23
"df_sp88","Fountain","Residential Improved","Shawnee",0.88,0.93,1.07,14.43,18.46,1.03,0,13
"2.5%182","Fountain","Residential Improved","Troy",0.89,0.91,0.93,12.32,16.19,1.01,0,139
"2.5%183","Fountain","Residential Improved","Van Buren",0.81,0.89,0.95,14.55,17.35,1.02,0,59
"2.5%184","Fountain","Residential Improved","Millcreek",0.89,0.92,0.98,13.46,16.93,1.01,0,61
"176","Franklin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"177","Franklin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"178","Franklin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp89","Franklin","Commercial Improved","Countywide",0.4,0.68,0.83,24.45,32.15,0.94,0,7
"df_sp90","Franklin","Residential Vacant","Countywide",0.01,0.19,0.35,159.19,143.14,3.39,0,19
"2.5%185","Franklin","Residential Improved","Countywide",0.91975,0.95,0.98,13.44,21.31,1.02,0,106
"2.5%186","Franklin","Residential Improved","Brookville",0.9,0.91,0.97,14.77,20.62,1.02,0,40
"2.5%187","Franklin","Residential Improved","Ray",0.95,0.98,1.02,8,11.68,1,0,31
"2.5%188","Franklin","Residential Improved","Bath",0.89,0.92,0.95,7.87,10.72,1,0,24
"df_sp91","Franklin","Residential Improved","Blooming Grove",0.73,0.99,1.47,29.51,42.17,1.14,0,8
"179","Fulton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp92","Fulton","Industrial Improved","Countywide",0.88,0.95,1.09,16.28,21.61,1.02,0,6
"180","Fulton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%189","Fulton","Commercial Improved","Countywide",0.84,0.91,0.96,29.66,55.41,1.07,0,37
"2.5%190","Fulton","Residential Vacant","Countywide",0.65,0.8,0.89,22.66,28.91,1.08,0,39
"2.5%191","Fulton","Residential Improved","Countywide",0.92,0.94,0.95,16.94,28.96,1.03,0,545
"2.5%192","Fulton","Residential Improved","Aubbeenaubbee",0.85,0.92,0.95,18.05,29.89,1.05,0,31
"2.5%193","Fulton","Residential Improved","Henry",0.88,0.95,0.97,14.85,23.41,1.05,0,61
"2.5%194","Fulton","Residential Improved","Liberty",0.92,0.96,1.03,25.57,49.89,1.07,0,51
"df_sp93","Fulton","Residential Improved","Newcastle",0.78,0.96,1.06,15.05,19.25,1.02,0,18
"2.5%195","Fulton","Residential Improved","Richland",0.88,0.96,1.06,25.43,50.29,1.14,0,26
"2.5%196","Fulton","Residential Improved","Rochester",0.9,0.93,0.94,15.37,20.34,1.01,0,327
"2.5%197","Fulton","Residential Improved","Union",0.83,0.96,1.03,14.7,18.27,1.02,0,31
"181","Gibson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"182","Gibson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"183","Gibson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%198","Gibson","Commercial Improved","Countywide",0.91,0.93,0.9605,6.99,11.23,0.98,0,25
"184","Gibson","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%199","Gibson","Residential Improved","Countywide",0.87,0.9,0.91,12.74,16.04,1.01,0,285
"2.5%200","Gibson","Residential Improved","Barton",0.78,0.9,0.9,10.62,13.76,1.02,0,21
"2.5%201","Gibson","Residential Improved","Columbia",0.79,0.9,0.92,14.48,17.95,1,0,37
"2.5%202","Gibson","Residential Improved","Johnson",0.8,0.9,0.95,13.26,16.31,1.02,0,33
"2.5%203","Gibson","Residential Improved","Montgomery",0.85,0.9,0.94,9.62,11.93,1.03,0,36
"2.5%204","Gibson","Residential Improved","Patoka",0.86,0.92,0.94,13.68,17.17,1,0,115
"2.5%205","Gibson","Residential Improved","Union",0.8,0.9,0.92,11.13,14.62,1.02,0,43
"185","Grant","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"186","Grant","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"187","Grant","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"188","Grant","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"189","Grant","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%206","Grant","Residential Improved","Countywide",0.94,0.95,0.96,15.67,26.96,1.05,0,614
"2.5%207","Grant","Residential Improved","Jefferson",0.91,0.98,1,17.01,26.32,1.07,0,49
"2.5%208","Grant","Residential Improved","Center",0.92,0.95,0.96,20.07,30.4,1.08,0,176
"2.5%209","Grant","Residential Improved","Fairmount",0.94,0.97,1,7.75,10.29,1.01,0,37
"2.5%210","Grant","Residential Improved","Franklin",0.92,0.96,0.98,16.42,31.77,1.06,0,67
"2.5%211","Grant","Residential Improved","Mill",0.93,0.94,0.96,14.46,26.46,1.05,0,137
"2.5%212","Grant","Residential Improved","Pleasant",0.94,0.96,1.02,11.15,16.56,1.01,0,87
"2.5%213","Grant","Residential Improved","Sims",0.88,0.93,0.96,7.86,10.57,1.01,0,21
"df_sp94","Grant","Residential Improved","Van Buren",0.71,0.86,1.11,33.73,52.3,1.23,0,11
"2.5%214","Grant","Residential Improved","Washington",0.88,0.92,0.97,12.21,27,1.01,0,26
"190","Greene","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"191","Greene","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"192","Greene","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp95","Greene","Commercial Improved","Countywide",0.27,0.9,0.98,35.62,55.82,2.2,0,16
"df_sp96","Greene","Residential Vacant","Countywide",0.73,0.91,1.01,16.62,22.57,1.1,0,14
"2.5%215","Greene","Residential Improved","Countywide",0.9,0.92,0.95,10.76,14.28,1.03,0,191
"2.5%216","Greene","Residential Improved","Beech Creek",0.9,0.93,0.98,8.86,11.09,1.03,0,42
"df_sp97","Greene","Residential Improved","Cass",0.86,0.94,1.03,9.57,12.77,0.99,0,11
"2.5%217","Greene","Residential Improved","Fairplay",0.87,0.9,0.95,12.52,16.67,1.04,0,74
"2.5%218","Greene","Residential Improved","Highland",0.9,0.95,0.99,9.62,12.95,1.02,0,38
"2.5%219","Greene","Residential Improved","Richland",0.83,0.88,0.94,10.75,13.48,1.02,0,26
"193","Huntington","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"194","Huntington","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"195","Huntington","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%220","Huntington","Commercial Improved","Countywide",0.7495,0.89,0.96,23.54,31.66,1.17,0,33
"2.5%221","Huntington","Residential Vacant","Countywide",0.02,0.16,0.81,270.99,104.31,1.62,0,42
"2.5%222","Huntington","Residential Improved","Countywide",0.91,0.92,0.94,19.96,32.45,1.07,0,899
"df_sp98","Huntington","Residential Improved","Jefferson",0.88,0.92,0.96,18.05,32.19,1.07,0,12
"df_sp99","Huntington","Residential Improved","Warren",0.81,0.93,1,20.27,33.06,1.05,0,17
"2.5%223","Huntington","Residential Improved","Clear Creek",0.88,0.92,0.97,11.95,18.17,1.03,0,21
"2.5%224","Huntington","Residential Improved","Dallas",0.88,0.91,0.99,17.09,26.45,1.12,0,31
"2.5%225","Huntington","Residential Improved","Huntington",0.91,0.92,0.93,22.5,35.33,1.1,0,603
"2.5%226","Huntington","Residential Improved","Jackson",0.93,0.96,0.97,13.46,24.17,1.01,0,129
"df_sp100","Huntington","Residential Improved","Lancaster",0.89,0.93,0.95,8.11,12.38,1,0,16
"df_sp101","Huntington","Residential Improved","Rock Creek",0.82,0.9,0.99,19.7,27.76,1.01,0,15
"2.5%227","Huntington","Residential Improved","Salamonie",0.89,0.94,1.02,17.17,26.56,1.06,0,41
"df_sp102","Huntington","Residential Improved","Union",0.89,0.94,0.98,6.88,10.02,1.01,0,13
"196","Jackson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"197","Jackson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"198","Jackson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp103","Jackson","Commercial Improved","Countywide",0.7,0.87,0.95,25.04,38.03,1.26,0,12
"2.5%228","Jackson","Residential Vacant","Countywide",0.34,0.61,0.78,54.56,67.3,1.18,0,44
"2.5%229","Jackson","Residential Improved","Countywide",0.91,0.91,0.92,12.39,23.55,1.03,0,538
"2.5%230","Jackson","Residential Improved","Brownstown",0.88,0.91,0.94,17.59,34.46,1.07,0,70
"df_sp104","Jackson","Residential Improved","Carr",0.85,0.92,0.95,8.69,12.05,1.03,0,10
"df_sp105","Jackson","Residential Improved","Owen",0.73,0.93,0.95,8.29,13.07,0.99,0,7
"2.5%231","Jackson","Residential Improved","Jackson",0.9,0.91,0.92,11.48,21.16,1.02,0,329
"199","Jackson","Residential Improved","Pershing",NA,NA,NA,NA,NA,NA,NA,4
"2.5%232","Jackson","Residential Improved","Redding",0.9,0.92,0.95,10.84,19.42,1.02,0,73
"2.5%233","Jackson","Residential Improved","Vernon",0.88,0.91,0.96,17.24,30.53,1.08,0,31
"df_sp106","Jackson","Residential Improved","Washington",0.83,0.93,0.98,7.32,8.99,1,0,14
"1100","Jasper","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1101","Jasper","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1102","Jasper","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%234","Jasper","Commercial Improved","Countywide",0.86,0.92,0.95,15.52,25.19,1.5,0,32
"df_sp107","Jasper","Commercial Improved","Keener",0.56,0.89,0.92,17.89,31.14,1.15,0,6
"df_sp108","Jasper","Commercial Improved","Marion",0.89,0.95,1,13.81,24.65,1.84,0,19
"df_sp109","Jasper","Commercial Improved","Barkley",0.65,0.81,0.93,14.57,19.05,1.04,0,7
"2.5%235","Jasper","Residential Vacant","Countywide",0.86,0.93,0.93,19.85,34.29,1.04,0,81
"2.5%236","Jasper","Residential Vacant","Keener",0.86,0.93,0.93,13.79,27.45,1.04,0,38
"df_sp110","Jasper","Residential Vacant","Marion",0.78,0.95,1.75,45.03,52.01,0.93,0,6
"1103","Jasper","Residential Vacant","Newton",NA,NA,NA,NA,NA,NA,NA,3
"1104","Jasper","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,1
"df_sp111","Jasper","Residential Vacant","Walker",0.84,0.93,0.95,13.65,26.79,0.96,0,17
"df_sp112","Jasper","Residential Vacant","Wheatfield",0.77,0.95,1.05,20.07,39.2,1.07,0,8
"df_sp113","Jasper","Residential Vacant","Barkley",0.43,0.6,1.07,41.65,45.88,1.19,0,8
"2.5%237","Jasper","Residential Improved","Countywide",0.96,0.96,0.97,10.6,17.86,1.02,0,802
"2.5%238","Jasper","Residential Improved","Carpenter",0.87,0.96,1.01,14.32,18.22,1.02,0,51
"df_sp114","Jasper","Residential Improved","Kankakee",0.87,0.95,1,12.96,18.66,1.03,0,16
"2.5%239","Jasper","Residential Improved","Keener",0.96,0.96,0.98,8.38,14.9,1.01,0,287
"2.5%240","Jasper","Residential Improved","Marion",0.94,0.97,0.99,12.88,22.34,1.05,0,202
"df_sp115","Jasper","Residential Improved","Jordan",0.92,0.97,1.02,10.45,13.64,1.05,0,17
"df_sp116","Jasper","Residential Improved","Newton",0.84,0.92,0.95,9.52,11.37,1.03,0,16
"2.5%241","Jasper","Residential Improved","Union",0.83,0.95,1.03,14.15,20.37,1.04,0,20
"2.5%242","Jasper","Residential Improved","Walker",0.92,0.96,0.98,10.14,14.07,1,0,95
"2.5%243","Jasper","Residential Improved","Wheatfield",0.95,0.97,0.99,9.82,18.58,1.02,0,98
"1105","Jay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1106","Jay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1107","Jay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp117","Jay","Commercial Improved","Countywide",0.81,0.93,1,31.76,49.17,2.42,0,15
"1108","Jay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%244","Jay","Residential Improved","Countywide",0.92,0.94,0.96,14.61,19.63,1.05,0,345
"2.5%245","Jay","Residential Improved","Jefferson",0.84,0.94,0.96,12.97,21.7,1.02,0,26
"df_sp118","Jay","Residential Improved","Bearcreek",0.88,0.95,1.02,14.29,21.83,1.17,0,18
"df_sp119","Jay","Residential Improved","Knox",0.87,0.95,1.04,15.55,27.03,1.15,0,16
"df_sp120","Jay","Residential Improved","Greene",0.83,0.87,1.03,16.88,20.47,1.05,0,18
"2.5%246","Jay","Residential Improved","Richland",0.87,0.92,0.99,16.13,19.15,1.05,0,74
"2.5%247","Jay","Residential Improved","Wayne",0.92,0.94,0.97,13.6,17.29,1.03,0,192
"1109","Jefferson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1110","Jefferson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1111","Jefferson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp121","Jefferson","Commercial Improved","Countywide",0.84,0.91,0.96,19.56,28.74,0.97,0,17
"2.5%248","Jefferson","Residential Vacant","Countywide",0.19,0.31,0.6,97.23,83.92,1.07,0,38
"2.5%249","Jefferson","Residential Improved","Countywide",0.85,0.87,0.9,18.6,26.76,1.05,0,368
"df_sp122","Jefferson","Residential Improved","Lancaster",0.54,0.69,0.88,28.61,31.88,1.14,0,12
"df_sp123","Jefferson","Residential Improved","Milton",0.84,0.92,1.01,17.25,26.45,1.12,0,13
"df_sp124","Jefferson","Residential Improved","Republican",0.84,0.94,1.01,21.27,37.04,1.33,0,14
"df_sp125","Jefferson","Residential Improved","Graham",0.85,0.89,0.97,15.33,23.7,1.15,0,6
"2.5%250","Jefferson","Residential Improved","Hanover",0.85,0.9,0.93,16.9,26.92,1.03,0,74
"2.5%251","Jefferson","Residential Improved","Madison",0.84,0.86,0.9,17.99,24.66,1.04,0,244
"df_sp126","Jefferson","Residential Improved","Saluda",0.27,0.56,1.24,50.47,62.02,1.18,0,5
"1112","Jennings","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1113","Jennings","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1114","Jennings","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp127","Jennings","Commercial Improved","Countywide",0.8,0.94,0.96,25.82,40.21,1.15,0,12
"2.5%252","Jennings","Residential Vacant","Countywide",0.33,0.47,0.57,60.25,66.51,1.53,0,41
"2.5%253","Jennings","Residential Improved","Countywide",0.89,0.92,0.94,15.18,21.56,1.04,0,245
"2.5%254","Jennings","Residential Improved","Bigger",0.84,0.92,0.97,15.54,20.26,1.03,0,41
"1115","Jennings","Residential Improved","Columbia",NA,NA,NA,NA,NA,NA,NA,3
"df_sp128","Jennings","Residential Improved","Campbell",0.86,0.94,1.08,26.21,40.74,1.13,0,6
"2.5%255","Jennings","Residential Improved","Center",0.88,0.93,0.95,16.1,21.8,1.03,0,92
"2.5%256","Jennings","Residential Improved","Geneva",0.88,0.92,0.94,15.7,23.15,1.05,0,64
"1116","Jennings","Residential Improved","Lovett",NA,NA,NA,NA,NA,NA,NA,3
"df_sp129","Jennings","Residential Improved","Montgomery",0.84,0.92,0.96,9.4,13.86,1.03,0,13
"2.5%257","Jennings","Residential Improved","Spencer",0.83,0.9,0.95,9.81,12.16,1.02,0,23
"1117","Johnson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1118","Johnson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1119","Johnson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%258","Johnson","Commercial Improved","Countywide",0.84,0.87,0.94,14.04,20,0.97,0,29
"2.5%259","Johnson","Residential Vacant","Countywide",0.02,0.68,0.84,59.69,83.83,1.1,0,40
"df_sp130","Johnson","Residential Vacant","Blue River",0.75,0.97,1.12,32.57,59.47,1.63,0,9
"df_sp131","Johnson","Residential Vacant","Needham",0.01,0.01,0.82,3425.42,181.45,1.12,0,8
"2.5%260","Johnson","Residential Vacant","White River",0.02,0.68,0.93,52.9,75.47,1.04,0,23
"2.5%261","Johnson","Residential Improved","Countywide",0.93,0.93,0.94,9.44,16.43,1.02,0,1509
"2.5%262","Johnson","Residential Improved","Blue River",0.85,0.97,1.05,17.78,28.14,1.06,0,27
"df_sp132","Johnson","Residential Improved","Clark",0.87,0.96,1.03,22.84,46.13,1.2,0,11
"2.5%263","Johnson","Residential Improved","Franklin",0.91,0.92,0.94,10.59,17.04,1.01,0,178
"2.5%264","Johnson","Residential Improved","Hensley",0.88,0.92,0.96,8.38,13,0.99,0,37
"2.5%265","Johnson","Residential Improved","Needham",0.90975,0.93,0.96,11.83,21.16,1.03,0,89
"2.5%266","Johnson","Residential Improved","Nineveh",0.89,0.92,0.95,14.51,27.32,1.05,0,39
"2.5%267","Johnson","Residential Improved","Pleasant",0.93,0.94,0.95,9.26,16.45,1.01,0,573
"df_sp133","Johnson","Residential Improved","Union",0.87,0.92,0.96,7.1,10.99,1.01,0,14
"2.5%268","Johnson","Residential Improved","White River",0.93,0.94,0.94,7.79,11.53,1.01,0,541
"1120","Knox","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1121","Knox","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1122","Knox","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp134","Knox","Commercial Improved","Countywide",0.95,0.97,1.02,5.21,6.9,1.02,0,19
"df_sp135","Knox","Commercial Improved","Busseron",0.86,0.95,0.98,4.46,5.96,0.98,0,5
"df_sp136","Knox","Commercial Improved","Vincennes",0.95,1,1.02,4.98,6.83,1.04,0,14
"df_sp137","Knox","Residential Vacant","Countywide",0.15,0.69,0.95,57.22,74.06,0.88,0,17
"1123","Knox","Residential Vacant","Busseron",NA,NA,NA,NA,NA,NA,NA,2
"df_sp138","Knox","Residential Vacant","Vincennes",0.15,0.69,0.96,58.09,73.5,0.9,0,15
"2.5%269","Knox","Residential Improved","Countywide",0.9,0.91,0.94,16.55,24.58,1.03,0,313
"df_sp139","Knox","Residential Improved","Busseron",0.89,0.92,1.21,21.56,27.56,1.01,0,12
"df_sp140","Knox","Residential Improved","Decker",0.5,0.93,1.14,17.76,27.42,1.16,0,5
"df_sp141","Knox","Residential Improved","Harrison",0.8,0.98,1.01,13.36,19.12,1.03,0,12
"2.5%270","Knox","Residential Improved","Palmyra",0.85,0.98,1,12.43,18.18,0.99,0,20
"df_sp142","Knox","Residential Improved","Steen",0.75,0.87,1.01,15.12,18.5,1.01,0,13
"2.5%271","Knox","Residential Improved","Vigo",0.82,0.89,0.97,20.74,30.84,1.12,0,32
"2.5%272","Knox","Residential Improved","Vincennes",0.89,0.91,0.94,16.42,25.33,1.02,0,202
"df_sp143","Knox","Residential Improved","Washington",0.83,0.91,0.96,9.95,12.5,1.02,0,17
"1124","Kosciusko","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp144","Kosciusko","Industrial Improved","Countywide",0.85,1.03,1.13,6.37,9.99,1.02,0,5
"df_sp145","Kosciusko","Industrial Improved","Plain",0.85,1.03,1.13,6.37,9.99,1.02,0,5
"1125","Kosciusko","Industrial Improved","Clay",NA,NA,NA,NA,NA,NA,NA,0
"1126","Kosciusko","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%273","Kosciusko","Commercial Improved","Countywide",0.97,0.98,0.99,10.18,15.25,1,0,97
"2.5%274","Kosciusko","Commercial Improved","Wayne",0.94,0.97,0.99,11.1,18.05,0.99,0,34
"df_sp146","Kosciusko","Commercial Improved","Tippecanoe",0.92,0.98,1.05,10.08,14.04,0.99,0,14
"2.5%275","Kosciusko","Commercial Improved","Turkey Creek",0.92,0.97,1.02,10.92,14.92,1.01,0,36
"df_sp147","Kosciusko","Commercial Improved","Clay",0.99,1.01,1.03,5.23,8.65,1,0,13
"2.5%276","Kosciusko","Residential Vacant","Countywide",1,1,1.01,13.42,22.01,1.02,0,97
"df_sp148","Kosciusko","Residential Vacant","Plain",0.8,1,1.01,8.87,13.62,1.02,0,11
"1127","Kosciusko","Residential Vacant","Van Buren",NA,NA,NA,NA,NA,NA,NA,2
"df_sp149","Kosciusko","Residential Vacant","Turkey Creek",0.82,1,1.09,21.03,32.51,1.02,0,13
