"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%14","Allen","Residential Improved","Eel River",0.99,1,1.02,15.37,60,1.08,0,79
"df_sp9","Allen","Residential Improved","Jackson",0.81,0.96,1.03,13.24,19.15,1,0,11
"2.5%15","Allen","Residential Improved","Lafayette",0.93,0.96,1,8.41,11.63,1.02,0,54
"2.5%16","Allen","Residential Improved","Lake",0.94,0.99,1,7.53,10.81,1.01,0,27
"2.5%17","Allen","Residential Improved","Maumee",0.92,0.98,1.03,29.15,81.49,1.13,0,46
"df_sp10","Allen","Residential Improved","Milan",0.86,0.95,0.98,13.36,20.2,1.01,0,19
"df_sp11","Allen","Residential Improved","Monroe",0.85,0.99,1.04,9.4,13.4,1,0,14
"2.5%18","Allen","Residential Improved","Perry",0.99,1,1,15.7,54.54,1.08,0,851
"2.5%19","Allen","Residential Improved","Pleasant",0.94,0.97,1,9.75,18.23,1,0,37
"df_sp12","Allen","Residential Improved","Scipio",0.95,0.98,1,5.96,10.5,1.03,0,16
"2.5%20","Allen","Residential Improved","St. Joseph",0.98,0.98,0.99,9.42,29.02,1.02,0,900
"2.5%21","Allen","Residential Improved","Washington",0.98,0.99,1,7.57,10.58,1,0,436
"2.5%22","Allen","Residential Improved","Wayne",1,1,1,11.01,17.24,1.01,0,1080
"15","Bartholomew","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"16","Bartholomew","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"17","Bartholomew","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp13","Bartholomew","Commercial Improved","Countywide",0.57,0.93,0.98,41.49,71.71,2.55,0,9
"2.5%23","Bartholomew","Residential Vacant","Countywide",0.97,0.97,0.97,7.77,16.24,1.04,0,120
"2.5%24","Bartholomew","Residential Vacant","Columbus",0.97,0.97,0.98,6.57,14.19,1.03,0,98
"df_sp14","Bartholomew","Residential Vacant","Harrison",0.89,0.91,0.97,8.47,14.99,0.99,0,11
"df_sp15","Bartholomew","Residential Vacant","Clay",0.77,0.91,0.95,15.98,27.57,1.21,0,11
"2.5%25","Bartholomew","Residential Improved","Countywide",0.91,0.92,0.92,10.96,19,1.02,0,915
"2.5%26","Bartholomew","Residential Improved","Clay",0.89,0.91,0.96,9.46,11.61,1,0,42
"18","Bartholomew","Residential Improved","Clifty",NA,NA,NA,NA,NA,NA,NA,1
"2.5%27","Bartholomew","Residential Improved","Columbus",0.91,0.92,0.93,10.17,16.27,1.01,0,637
"df_sp16","Bartholomew","Residential Improved","Flatrock",0.91,0.95,0.98,8.8,11.8,1.01,0,15
"2.5%28","Bartholomew","Residential Improved","German",0.85,0.9,0.92,15.81,45.12,1.05,0,50
"2.5%29","Bartholomew","Residential Improved","Harrison",0.85,0.9,0.92,13.05,18.2,1.02,0,59
"2.5%30","Bartholomew","Residential Improved","Hawcreek",0.86,0.91,0.95,13.39,18.42,1,0,46
"19","Bartholomew","Residential Improved","Jackson",NA,NA,NA,NA,NA,NA,NA,4
"df_sp17","Bartholomew","Residential Improved","Ohio",0.83,0.9,1,11.92,16.02,1.07,0,9
"2.5%31","Bartholomew","Residential Improved","Rockcreek",0.84,0.92,1,11.17,14.3,1,0,31
"2.5%32","Bartholomew","Residential Improved","Wayne",0.88,0.91,1,12.28,18.28,1.03,0,20
"110","Benton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"111","Benton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"112","Benton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp18","Benton","Commercial Improved","Countywide",0.24,0.57,0.94,67.56,74.52,2.88,0,6
"113","Benton","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%33","Benton","Residential Improved","Countywide",0.91,0.94,0.98,13.61,18.55,1.02,0,118
"df_sp19","Benton","Residential Improved","Bolivar",0.87,0.94,1.03,14.82,23.82,1.03,0,19
"2.5%34","Benton","Residential Improved","Center",0.90975,0.96,1.04,12.28,14.62,1.02,0,41
"df_sp20","Benton","Residential Improved","Grant",0.81,0.93,1,16.97,24.53,1.02,0,19
"df_sp21","Benton","Residential Improved","Oak Grove",0.78,0.94,1.02,14.28,18.38,1.01,0,19
"df_sp22","Benton","Residential Improved","Richland",0.84,0.95,1.06,11.55,14.95,1.02,0,11
"df_sp23","Benton","Residential Improved","Gilboa",0.85,0.97,0.99,8.66,10.91,1.01,0,9
"114","Blackford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"115","Blackford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"116","Blackford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp24","Blackford","Commercial Improved","Countywide",0.47,0.7,0.9,23.01,30.91,1.08,0,7
"df_sp25","Blackford","Residential Vacant","Countywide",0.5,0.82,1.08,48.34,62.66,1.01,0,13
"2.5%35","Blackford","Residential Improved","Countywide",0.99,1.01,1.04,20.28,36.55,1.1,0,204
"2.5%36","Blackford","Residential Improved","Harrison",0.97,1.01,1.05,12.16,19.61,1.04,0,32
"df_sp26","Blackford","Residential Improved","Jackson",0.99,1,1.31,34.27,43.28,1.16,0,9
"2.5%37","Blackford","Residential Improved","Licking",0.99,1.01,1.04,19.94,34.51,1.1,0,156
"df_sp27","Blackford","Residential Improved","Washington",0.97,1.09,1.26,43.63,70.4,1.3,0,7
"117","Boone","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp28","Boone","Industrial Improved","Countywide",0.55,0.63,0.89,18.88,22.13,1.09,0,5
"118","Boone","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp29","Boone","Commercial Improved","Countywide",0.77,0.92,0.98,12.82,17.73,1,0,17
"2.5%38","Boone","Residential Vacant","Countywide",0.99975,1,1,31.59,63.58,0.88,0,88
"2.5%39","Boone","Residential Improved","Countywide",1,1,1,4.28,6.8,1.01,0,1641
"2.5%40","Boone","Residential Improved","Center",0.99,1,1.01,4.43,6.72,1,0,350
"2.5%41","Boone","Residential Improved","Clinton",0.98,1,1.03,6.06,8.33,1.02,0,29
"2.5%42","Boone","Residential Improved","Eagle",0.99,1,1,4.28,6.41,1.01,0,489
"2.5%43","Boone","Residential Improved","Harrison",0.95,0.98,1,7.13,10.52,1.01,0,44
"df_sp30","Boone","Residential Improved","Jefferson",0.95,1,1.04,7.29,10.12,1.02,0,12
"2.5%44","Boone","Residential Improved","Perry",1,1,1,1.97,3.63,1,0,198
"2.5%45","Boone","Residential Improved","Sugar Creek",0.94,1.01,1.04,8.04,10.78,1,0,29
"2.5%46","Boone","Residential Improved","Union",0.99,1.01,1.03,6.44,10.69,1.03,0,51
"2.5%47","Boone","Residential Improved","Worth",0.99,1,1,4.18,6.79,1,0,439
"119","Brown","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"120","Brown","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"121","Brown","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp31","Brown","Commercial Improved","Countywide",0.78,0.92,0.95,14.46,21.15,0.95,0,10
"2.5%48","Brown","Residential Vacant","Countywide",0.92,0.96,1,19.19,31.15,1.31,0,66
"2.5%49","Brown","Residential Vacant","Hamblen",0.95,1,1.01,13.28,23.44,1.1,0,22
"df_sp32","Brown","Residential Vacant","Jackson",0.86,0.92,1,22.42,35.96,1.38,0,19
"122","Brown","Residential Vacant","Van Buren",NA,NA,NA,NA,NA,NA,NA,1
"2.5%50","Brown","Residential Vacant","Washington",0.92,0.95,1.03,18,28.44,1.29,0,24
"2.5%51","Brown","Residential Improved","Countywide",0.91,0.94,0.96,17.84,31.61,22,0,242
"2.5%52","Brown","Residential Improved","Hamblen",0.85,0.9,0.96,20.28,35.28,49.84,0,83
"2.5%53","Brown","Residential Improved","Jackson",0.9,0.96,1,13.93,23.14,1.07,0,57
"df_sp33","Brown","Residential Improved","Van Buren",0.92,1,1.05,19.07,36.76,1.06,0,19
"2.5%54","Brown","Residential Improved","Washington",0.89,0.93,0.96,17.21,32.04,1.06,0,83
"123","Carroll","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"124","Carroll","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp34","Carroll","Commercial Vacant","Countywide",0.3,0.59,0.8,48.87,59.42,2.71,0,6
"2.5%55","Carroll","Commercial Improved","Countywide",0.81,0.92,1.04,21.57,27.99,1.09,0,31
"2.5%56","Carroll","Residential Vacant","Countywide",0.76,0.88,0.95,28.84,43.29,1.23,0,31
"2.5%57","Carroll","Residential Improved","Countywide",0.93,0.94,0.96,17.67,26.71,1.05,0,569
"2.5%58","Carroll","Residential Improved","Adams",0.88,0.94,1.05,24.5,35.99,1.09,0,53
"2.5%59","Carroll","Residential Improved","Burlington",0.9,0.96,1,19.43,32.34,1.1,0,42
"2.5%60","Carroll","Residential Improved","Clay",0.75,0.88,0.96,15.39,20.62,1.07,0,20
"2.5%61","Carroll","Residential Improved","Deer Creek",0.93,0.97,1.01,19.84,29.09,1.05,0,127
"df_sp35","Carroll","Residential Improved","Democrat",0.83,0.93,1.05,14.35,17.56,1,0,18
"2.5%62","Carroll","Residential Improved","Jackson",0.89,0.95,1.01,13.91,19.37,1.02,0,25
"2.5%63","Carroll","Residential Improved","Jefferson",0.88,0.92,0.95,16.5,23.4,1.04,0,133
"df_sp36","Carroll","Residential Improved","Madison",0.93,1.02,1.25,20.95,34.23,1.1,0,7
"2.5%64","Carroll","Residential Improved","Monroe",0.91,0.93,0.97,13.5,19.93,1.03,0,88
"125","Cass","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"126","Cass","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp37","Cass","Commercial Vacant","Countywide",0.05,0.93,1.22,53.08,78.85,1.1,0,6
"2.5%65","Cass","Commercial Improved","Countywide",0.82,0.91,1,23.45,30.88,1.08,0,45
"2.5%66","Cass","Residential Vacant","Countywide",0.83,0.98,1.09,27.88,38.83,1.13,0,31
"2.5%67","Cass","Residential Improved","Countywide",0.92,0.94,0.95,19.58,33.35,1.06,0,959
"df_sp38","Cass","Residential Improved","Adams",0.78,0.88,1.01,18.17,26.29,0.99,0,11
"df_sp39","Cass","Residential Improved","Bethlehem",0.78,0.96,1.02,15.41,19.6,1.04,0,17
"2.5%68","Cass","Residential Improved","Boone",0.91,0.94,0.96,19.88,35,1.07,0,101
"2.5%69","Cass","Residential Improved","Clay",0.9,0.94,0.96,13.57,22.75,1.02,0,68
"2.5%70","Cass","Residential Improved","Deer Creek",0.89,0.93,0.97,15.28,24.54,1.05,0,83
"2.5%71","Cass","Residential Improved","Eel",0.92,0.94,0.95,21.57,36.29,1.08,0,538
"2.5%72","Cass","Residential Improved","Miami",0.84,0.94,0.97,12.13,16.71,1,0,29
"2.5%73","Cass","Residential Improved","Noble",0.84,0.92,0.98,13.14,16.94,1.01,0,36
"2.5%74","Cass","Residential Improved","Tipton",0.87,0.98,1,22.69,40.51,1.08,0,57
"df_sp40","Cass","Residential Improved","Washington",0.86,0.94,1.09,15.62,20.45,1.02,0,19
"127","Clark","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"128","Clark","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"129","Clark","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%75","Clark","Commercial Improved","Countywide",0.95,0.96,0.97,9.64,15.93,1,0,66
"2.5%76","Clark","Residential Vacant","Countywide",0.99,1.01,1.03,6.69,10.21,1,0,31
"df_sp41","Clark","Residential Vacant","Carr",0.99,1,1.02,6.68,14.2,0.99,0,6
"130","Clark","Residential Vacant","Charlestown",NA,NA,NA,NA,NA,NA,NA,4
"df_sp42","Clark","Residential Vacant","Jeffersonville",0.92,1,1.21,6.6,10.76,1.01,0,5
"df_sp43","Clark","Residential Vacant","Monroe",0.91,1,1.12,5.69,7.9,0.99,0,5
"131","Clark","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,0
"df_sp44","Clark","Residential Vacant","Utica",0.92,1.02,1.06,6.92,9.81,0.99,0,11
"132","Clark","Residential Vacant","Bethlehem",NA,NA,NA,NA,NA,NA,NA,0
"2.5%77","Clark","Residential Improved","Countywide",0.98,0.99,0.99,8.54,13.87,1.01,0,1948
"133","Clark","Residential Improved","Bethlehem",NA,NA,NA,NA,NA,NA,NA,4
"2.5%78","Clark","Residential Improved","Carr",0.94,1,1.01,8.71,11.99,1.01,0,51
"2.5%79","Clark","Residential Improved","Charlestown",0.99,1,1,7.68,12.25,1,0,389
"2.5%80","Clark","Residential Improved","Jeffersonville",0.97,0.98,0.99,9.78,13.77,1.01,0,822
"2.5%81","Clark","Residential Improved","Monroe",0.95,0.97,1,9.24,13.12,1,0,71
"df_sp45","Clark","Residential Improved","Oregon",0.9,0.97,1.04,8.94,13.33,1.01,0,14
"2.5%82","Clark","Residential Improved","Silver Creek",0.97,0.98,1,7.19,10.03,1.01,0,229
"2.5%83","Clark","Residential Improved","Union",0.96,0.98,1,9.79,17.92,1,0,83
"2.5%84","Clark","Residential Improved","Utica",0.98,0.99,1,6.17,17.84,1.02,0,249
"df_sp46","Clark","Residential Improved","Washington",0.91,0.98,1,8.78,14.45,0.99,0,17
"df_sp47","Clark","Residential Improved","Wood",0.86,0.96,1,9.48,12.29,1.01,0,19
"134","Clay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"135","Clay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"136","Clay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%85","Clay","Commercial Improved","Countywide",0.81,0.92,1.02,16.92,20.95,1.02,0,24
"137","Clay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%86","Clay","Residential Improved","Countywide",0.89,0.91,0.94,11.64,14.16,1.03,0,236
"2.5%87","Clay","Residential Improved","Brazil",0.88,0.9,0.95,12.15,14.27,1.03,0,142
"2.5%88","Clay","Residential Improved","Dick Johnson",0.85,0.93,1.01,11.11,14.09,1.04,0,22
"2.5%89","Clay","Residential Improved","Cass",0.88,0.92,0.95,8.08,11.82,1.03,0,28
"df_sp48","Clay","Residential Improved","Harrison",0.88,0.91,1.06,14,17.18,1.04,0,15
"2.5%90","Clay","Residential Improved","Perry",0.83,0.92,0.98,12.01,14.46,1.03,0,29
"138","Clinton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"139","Clinton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"140","Clinton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp49","Clinton","Commercial Improved","Countywide",0.6,0.9,1.08,31.59,43.39,1.41,0,11
"df_sp50","Clinton","Residential Vacant","Countywide",0.06,0.09,0.26,237.26,116.95,0.89,0,18
"2.5%91","Clinton","Residential Improved","Countywide",0.86,0.89,0.93,27.19,36.27,1.07,0,279
"2.5%92","Clinton","Residential Improved","Center",0.82,0.87,0.91,30.56,39.47,1.08,0,146
"2.5%93","Clinton","Residential Improved","Union",0.77,0.89,0.97,32.11,40.86,1.11,0,30
"2.5%94","Clinton","Residential Improved","Perry",0.9,0.97,1.04,25.47,35,1.08,0,36
"2.5%95","Clinton","Residential Improved","Madison",0.84,0.98,1.03,18.89,28.66,1.06,0,29
"2.5%96","Clinton","Residential Improved","Ross",0.81,0.86,0.96,14.17,18.84,1.02,0,21
"df_sp51","Clinton","Residential Improved","Michigan",0.77,0.84,0.94,14.07,17.83,1.01,0,17
"141","Crawford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"142","Crawford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"143","Crawford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"144","Crawford","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%97","Crawford","Residential Vacant","Countywide",0.64,0.89,0.95,27.36,43.03,1.2,0,20
"df_sp52","Crawford","Residential Vacant","Boone",0.6,0.89,0.95,28.93,43.42,1.14,0,15
"df_sp53","Crawford","Residential Vacant","Patoka",0.15,0.9,1.09,22.89,46.74,1.38,0,5
"2.5%98","Crawford","Residential Improved","Countywide",0.88,0.91,0.93,13.68,23.12,1.01,0,86
"df_sp54","Crawford","Residential Improved","Boone",0.86,0.91,1,8.33,10.93,1.02,0,14
"df_sp55","Crawford","Residential Improved","Jennings",0.78,0.9,1,14.04,25.28,0.95,0,8
"2.5%99","Crawford","Residential Improved","Johnson",0.83,0.9,0.97,13.51,17.79,0.99,0,25
"2.5%100","Crawford","Residential Improved","Liberty",0.87,0.9,0.95,18.39,33.46,1.05,0,25
"df_sp56","Crawford","Residential Improved","Whiskey Run",0.83,0.92,0.96,10.79,16.06,1.03,0,14
"145","Daviess","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"146","Daviess","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"147","Daviess","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp57","Daviess","Commercial Improved","Countywide",0.67,0.96,1.04,22.86,41.78,0.99,0,7
"2.5%101","Daviess","Residential Vacant","Countywide",0.15,0.22,0.44,112.18,91.52,1.57,0,29
"2.5%102","Daviess","Residential Improved","Countywide",0.92,0.95,0.98,18.56,31.38,1.07,0,205
"2.5%103","Daviess","Residential Improved","Madison",0.84,0.9,1,17.53,24.15,1.06,0,23
"2.5%104","Daviess","Residential Improved","Washington",0.93,0.96,1,18.41,32.3,1.08,0,126
"2.5%105","Daviess","Residential Improved","Elmore",0.84,0.92,1.02,24.86,37.55,1.11,0,27
"2.5%106","Daviess","Residential Improved","Barr",0.85,0.96,1.02,14.31,18.74,1,0,24
"148","Dearborn","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"149","Dearborn","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp58","Dearborn","Commercial Vacant","Countywide",0.15,0.58,0.93,60.22,73.08,1.97,0,7
"2.5%107","Dearborn","Commercial Improved","Countywide",0.78,0.85,0.94,24.34,33.07,1.12,0,31
"2.5%108","Dearborn","Residential Vacant","Countywide",0.81,0.88,0.92,29.3,42.31,1.22,0,85
"2.5%109","Dearborn","Residential Improved","Countywide",0.88,0.89,0.91,18.51,29.48,1.06,0,595
"2.5%110","Dearborn","Residential Improved","Caesar Creek",0.81,0.89,0.92,19.47,35.71,1.05,0,38
"2.5%111","Dearborn","Residential Improved","Hogan",0.84,0.91,0.93,16.93,28.35,1.07,0,38
"2.5%112","Dearborn","Residential Improved","Center",0.88,0.91,0.97,21.06,33.34,1.09,0,67
"2.5%113","Dearborn","Residential Improved","Harrison",0.81,0.88,0.92,17.08,24.11,1.07,0,41
"df_sp59","Dearborn","Residential Improved","Jackson",0.63,0.74,0.93,21.71,23.57,1.07,0,15
"df_sp60","Dearborn","Residential Improved","Kelso",0.74,0.88,1.05,17.16,22.04,1.06,0,14
"2.5%114","Dearborn","Residential Improved","Lawrenceburg",0.86,0.89,0.92,17.49,25.13,1.04,0,173
"2.5%115","Dearborn","Residential Improved","Logan",0.77,0.84,0.96,18.95,25.49,1.04,0,26
"2.5%116","Dearborn","Residential Improved","Miller",0.87,0.9,0.92,14.12,20.01,1.03,0,163
"df_sp61","Dearborn","Residential Improved","Sparta",0.65,0.82,1.5,65.48,63.76,1.32,0,16
"150","Dearborn","Residential Improved","York",NA,NA,NA,NA,NA,NA,NA,4
"151","Decatur","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"152","Decatur","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"153","Decatur","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%117","Decatur","Commercial Improved","Countywide",0.8,0.91,0.98025,19.7,23.46,0.99,0,45
"2.5%118","Decatur","Residential Vacant","Countywide",0.49,0.64,0.79,51.77,62.24,0.96,0,42
"2.5%119","Decatur","Residential Improved","Countywide",0.94,0.95,0.96,14.21,23.26,1.03,0,677
"2.5%120","Decatur","Residential Improved","Adams",0.85,0.94,1.01025,16.24,20.23,1.03,0,34
"df_sp62","Decatur","Residential Improved","Clay",0.8,0.92,1.11,16.1,18.01,1,0,14
"df_sp63","Decatur","Residential Improved","Clinton",0.77,0.93,0.97,17.39,23.78,1.06,0,13
"2.5%121","Decatur","Residential Improved","Fugit",0.91,0.96,1.01025,14.2,18.29,1,0,73
"2.5%122","Decatur","Residential Improved","Marion",0.9,0.98,1.04,16.68,23.04,1.03,0,20
"df_sp64","Decatur","Residential Improved","Saltcreek",0.86,0.99,1.06,14.67,18.36,1.04,0,15
"2.5%123","Decatur","Residential Improved","Sandcreek",0.92,0.95,0.99,11.44,15.68,1,0,59
"2.5%124","Decatur","Residential Improved","Washington",0.94,0.95,0.96,14.11,25.25,1.04,0,449
"154","Dekalb","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"155","Dekalb","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"156","Dekalb","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp65","Dekalb","Commercial Improved","Countywide",0.4,0.75,0.99,26.34,39.03,0.87,0,8
"157","Dekalb","Commercial Improved","Union",NA,NA,NA,NA,NA,NA,NA,2
"df_sp66","Dekalb","Commercial Improved","Butler",0.72,0.8,0.99,18.55,27.88,0.95,0,6
"df_sp67","Dekalb","Residential Vacant","Countywide",0.34,0.98,1.08,36.51,61.99,1.31,0,18
"158","Dekalb","Residential Vacant","Keyser",NA,NA,NA,NA,NA,NA,NA,2
"df_sp68","Dekalb","Residential Vacant","Union",1.07,1.08,1.16,4.81,6.2,0.98,0,7
"df_sp69","Dekalb","Residential Vacant","Butler",0.2,0.87,0.96,43.8,71.67,1.36,0,9
"2.5%125","Dekalb","Residential Improved","Countywide",0.98,0.99,1,13.72,37.47,1.04,0,481
"2.5%126","Dekalb","Residential Improved","Butler",0.97,1,1.02025,8.09,11.87,1,0,56
"2.5%127","Dekalb","Residential Improved","Concord",0.91,0.95,1.03,12.25,17.44,1.03,0,22
"df_sp70","Dekalb","Residential Improved","Fairfield",0.88,1,1.09,11.4,14,1.03,0,16
"2.5%128","Dekalb","Residential Improved","Franklin",0.94,0.98,1.01,11.13,15.19,1.02,0,49
"2.5%129","Dekalb","Residential Improved","Grant",0.94,1.02,1.07,21.49,65.63,1.11,0,45
"2.5%130","Dekalb","Residential Improved","Keyser",0.96,0.99,1.01,10.78,16.05,1.02,0,112
"2.5%131","Dekalb","Residential Improved","Union",0.97,0.99,1.01,16.21,45.45,1.05,0,181
"159","Delaware","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"160","Delaware","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"161","Delaware","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%132","Delaware","Commercial Improved","Countywide",0.49,0.63,0.85,49.1,59.43,1.42,0,37
"2.5%133","Delaware","Commercial Improved","Center",0.5,0.66,0.85,46.76,58.98,1.65,0,29
"162","Delaware","Commercial Improved","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,2
"df_sp71","Delaware","Commercial Improved","Delaware",0.25,0.57,1.08,63.64,72.42,0.87,0,6
"df_sp72","Delaware","Residential Vacant","Countywide",0.06,0.1,0.14,69.56,83.4,1.54,0,12
"df_sp73","Delaware","Residential Vacant","Center",0.06,0.09,0.14,42.83,47.78,1.09,0,7
"163","Delaware","Residential Vacant","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,1
"164","Delaware","Residential Vacant","Delaware",NA,NA,NA,NA,NA,NA,NA,4
"2.5%134","Delaware","Residential Improved","Countywide",0.87,0.89,0.9,24.32,33.84,1.21,0,1337
"2.5%135","Delaware","Residential Improved","Center",0.87,0.9,0.91,26.88,37.49,1.42,0,826
"2.5%136","Delaware","Residential Improved","Delaware",0.77,0.84,0.98,28.25,37.3,1.08,0,28
"2.5%137","Delaware","Residential Improved","Hamilton",0.82,0.87,0.91,17.85,22.33,1.02,0,112
"2.5%138","Delaware","Residential Improved","Harrison",0.8,0.87,0.99,23.07,31.43,1.05,0,22
