"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%192","Fayette","Residential Improved","Harrison",0.93,0.96,0.98,18.73,31.04,1.05,0,172
"161","Floyd","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"162","Floyd","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"163","Floyd","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp82","Floyd","Commercial Improved","Countywide",0.55,0.65,0.98,41.51,42.58,1.18,0,17
"2.5%193","Floyd","Residential Vacant","Countywide",0.56,0.77,1,35.86,42.62,1.38,0,26
"2.5%194","Floyd","Residential Improved","Countywide",0.85,0.87,0.88,23.29,34.31,1.1,0,1002
"df_sp83","Floyd","Residential Improved","Franklin",0.63,0.78,0.91,23.85,32.81,1.05,0,12
"2.5%195","Floyd","Residential Improved","Georgetown",0.86,0.89,0.91,21.24,32.7,1.09,0,149
"2.5%196","Floyd","Residential Improved","Greenville",0.82,0.87,0.91,23.17,33.22,1.04,0,80
"2.5%197","Floyd","Residential Improved","Lafayette",0.84,0.86,0.91,23.06,34.83,1.1,0,70
"2.5%198","Floyd","Residential Improved","New Albany",0.84,0.86,0.88,23.71,34.78,1.11,0,691
"164","Fountain","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"165","Fountain","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"166","Fountain","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp84","Fountain","Commercial Improved","Countywide",0.77,0.96,1.07,16.84,22.29,1.03,0,9
"df_sp85","Fountain","Residential Vacant","Countywide",0.62,0.73,0.91,34.56,43.97,1.03,0,17
"2.5%199","Fountain","Residential Improved","Countywide",0.89,0.91,0.94,12.91,16.86,1.01,0,210
"df_sp86","Fountain","Residential Improved","Cain",0.85,0.92,1.02,13.75,17.57,1.03,0,15
"df_sp87","Fountain","Residential Improved","Davis",0.72,0.91,1,7.75,11.64,1.03,0,5
"2.5%200","Fountain","Residential Improved","Logan",0.86,0.94,0.95025,13.42,18.46,1.02,0,40
"df_sp88","Fountain","Residential Improved","Richland",0.85,0.93,0.99,11.15,13.31,1,0,12
"df_sp89","Fountain","Residential Improved","Shawnee",0.69,1.01,1.06,10.74,16.78,1.03,0,5
"2.5%201","Fountain","Residential Improved","Troy",0.87,0.9,0.94,12.72,16.69,1,0,82
"2.5%202","Fountain","Residential Improved","Van Buren",0.77,0.9,0.97,12.98,15.7,1.01,0,23
"2.5%203","Fountain","Residential Improved","Millcreek",0.88,0.92,0.98,13.05,18.45,0.99,0,28
"167","Franklin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"168","Franklin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"169","Franklin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"170","Franklin","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp90","Franklin","Residential Vacant","Countywide",0.14,0.25,0.39,106.34,105.1,1.14,0,14
"2.5%204","Franklin","Residential Improved","Countywide",0.92,0.92,0.95,10.41,16.3,1.01,0,192
"2.5%205","Franklin","Residential Improved","Brookville",0.88,0.92,0.95,13.79,22.29,1.02,0,85
"2.5%206","Franklin","Residential Improved","Ray",0.93,0.97,0.99,6.53,7.9,1,0,59
"2.5%207","Franklin","Residential Improved","Bath",0.88,0.91,0.94,8.57,10.83,1.02,0,36
"df_sp91","Franklin","Residential Improved","Blooming Grove",0.8,0.92,0.96,6.68,9.72,1.01,0,11
"171","Fulton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp92","Fulton","Industrial Improved","Countywide",0.67,0.91,1.07,11.45,16.77,0.96,0,5
"172","Fulton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%208","Fulton","Commercial Improved","Countywide",0.86,0.95,1.01,19.12,25.44,1.04,0,37
"2.5%209","Fulton","Residential Vacant","Countywide",0.66,0.82,0.98,30.66,40.67,1.23,0,34
"2.5%210","Fulton","Residential Improved","Countywide",0.94,0.96,0.96,15.26,32.14,1.04,0,631
"2.5%211","Fulton","Residential Improved","Aubbeenaubbee",0.83,0.91,0.98,17.75,23.59,1.06,0,32
"2.5%212","Fulton","Residential Improved","Henry",0.93,0.97,0.99,11.82,18.57,1.02,0,68
"2.5%213","Fulton","Residential Improved","Liberty",0.93975,0.96,0.99,22.62,47.66,1.06,0,60
"2.5%214","Fulton","Residential Improved","Newcastle",0.88,0.95,1.02,13.33,17.7,1.01,0,24
"2.5%215","Fulton","Residential Improved","Richland",0.85,0.91,1.03,14.22,18.1,1.02,0,25
"2.5%216","Fulton","Residential Improved","Rochester",0.94,0.95,0.97,13.84,31.03,1.03,0,367
"2.5%217","Fulton","Residential Improved","Union",0.92,0.96,1,17.93,35.22,1.07,0,53
"173","Gibson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"174","Gibson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"175","Gibson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp93","Gibson","Commercial Improved","Countywide",0.85,0.98,1.08,15.71,19.52,0.99,0,12
"df_sp94","Gibson","Residential Vacant","Countywide",0.93,1.02,1.11,10.18,14.29,1,0,6
"2.5%218","Gibson","Residential Improved","Countywide",0.86,0.9,0.91,13,16.97,1.02,0,293
"df_sp95","Gibson","Residential Improved","Barton",0.81,0.93,0.94,11.17,15.98,1.03,0,9
"2.5%219","Gibson","Residential Improved","Columbia",0.85,0.9,0.95,12.36,16.01,1.03,0,28
"2.5%220","Gibson","Residential Improved","Johnson",0.81,0.9,0.93,13.7,19.32,1.03,0,34
"2.5%221","Gibson","Residential Improved","Montgomery",0.81,0.91,0.92,12.23,16.84,1,0,38
"2.5%222","Gibson","Residential Improved","Patoka",0.85,0.9,0.93,13.28,17.16,1.02,0,132
"2.5%223","Gibson","Residential Improved","Union",0.79,0.9,0.92,13.08,16.22,1.03,0,52
"176","Grant","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"177","Grant","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"178","Grant","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%224","Grant","Commercial Improved","Countywide",0.95,0.96,0.97,7.04,11.02,1.03,0,22
"179","Grant","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%225","Grant","Residential Improved","Countywide",0.93,0.94,0.96,10.57,14.03,1.02,0,614
"2.5%226","Grant","Residential Improved","Jefferson",0.89975,0.94,0.98,9.4,11.88,1.02,0,49
"2.5%227","Grant","Residential Improved","Center",0.93,0.95,0.97,10.89,14.8,1.03,0,173
"2.5%228","Grant","Residential Improved","Fairmount",0.87,0.94,0.98025,10.93,14.47,1.02,0,30
"2.5%229","Grant","Residential Improved","Franklin",0.91,0.96,0.97,9.9,12.94,1.01,0,61
"2.5%230","Grant","Residential Improved","Mill",0.92,0.95,0.97,10.96,14.34,1.03,0,119
"2.5%231","Grant","Residential Improved","Pleasant",0.92,0.93,0.95,10.02,13.02,1.02,0,113
"2.5%232","Grant","Residential Improved","Sims",0.89,0.95,1,8.27,10.99,1.02,0,23
"2.5%233","Grant","Residential Improved","Van Buren",0.92,0.99,1.07,12.47,16.69,1.03,0,21
"2.5%234","Grant","Residential Improved","Washington",0.87,0.97,1.02,10.73,15.46,1.02,0,25
"180","Greene","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"181","Greene","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"182","Greene","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp96","Greene","Commercial Improved","Countywide",0.83,0.91,1.05,13.24,16.47,1.01,0,13
"df_sp97","Greene","Residential Vacant","Countywide",0.73,1,1.02,9.31,14.37,1.01,0,8
"2.5%235","Greene","Residential Improved","Countywide",0.9,0.92,0.93,11.03,13.75,1.03,0,245
"2.5%236","Greene","Residential Improved","Beech Creek",0.87,0.93,0.97,10.25,12.74,1.04,0,50
"df_sp98","Greene","Residential Improved","Cass",0.92,0.92,1.02,5.33,7.76,1,0,8
"2.5%237","Greene","Residential Improved","Fairplay",0.87,0.91,0.94,11.68,14.45,1.02,0,95
"2.5%238","Greene","Residential Improved","Highland",0.9,0.92,0.96,11.8,15.07,1.03,0,56
"2.5%239","Greene","Residential Improved","Richland",0.86,0.91,0.97,10.36,12.55,1.03,0,36
"183","Hamilton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"184","Hamilton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%240","Hamilton","Commercial Vacant","Countywide",0.05975,0.09,0.35,361.18,118.03,1.07,0,52
"2.5%241","Hamilton","Commercial Improved","Countywide",0.88,0.91,0.95,10.36,17.35,1,0,44
"2.5%242","Hamilton","Residential Vacant","Countywide",0.01,0.01,0.01,4457.62,131.87,0.7,0,635
"2.5%243","Hamilton","Residential Vacant","Adams",0.397,0.74,0.91,53.45,79.05,1.08,0,24
"2.5%244","Hamilton","Residential Vacant","Clay",0.01,0.24,0.63,168.71,104.54,0.69,0,126
"2.5%245","Hamilton","Residential Vacant","Fall Creek",0.01,0.01,0.01,4273.93,151.17,0.61,0,111
"2.5%246","Hamilton","Residential Vacant","Noblesville",0.01,0.53,0.76,74.25,95.27,0.99,0,48
"2.5%247","Hamilton","Residential Vacant","Westfield Washington",0.01,0.01,0.01,3985.48,154,0.71,0,324
"2.5%248","Hamilton","Residential Improved","Countywide",0.9,0.9,0.9,7.96,12.84,1.01,0,8435
"2.5%249","Hamilton","Residential Improved","Adams",0.90975,0.93,0.94,13.99,31.5,1.05,0,160
"2.5%250","Hamilton","Residential Improved","Clay",0.89,0.9,0.9,9.54,13.78,1.02,0,1775
"2.5%251","Hamilton","Residential Improved","Delaware",0.9,0.9,0.91,7.84,11.85,1.01,0,605
"2.5%252","Hamilton","Residential Improved","Fall Creek",0.89,0.9,0.9,6.98,9.51,1,0,1705
"2.5%253","Hamilton","Residential Improved","Jackson",0.9,0.91,0.92,8,11.15,1.01,0,275
"2.5%254","Hamilton","Residential Improved","Noblesville",0.9,0.91,0.91,9.15,16.92,1.01,0,1384
"2.5%255","Hamilton","Residential Improved","Wayne",0.89,0.9,0.91,5.96,9.67,1,0,170
"2.5%256","Hamilton","Residential Improved","Westfield Washington",0.9,0.9,0.91,6.35,8.46,1,0,2339
"df_sp99","Hamilton","Residential Improved","White River",0.77,0.93,0.99,17.76,23.44,1.06,0,18
"185","Hancock","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"186","Hancock","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp100","Hancock","Commercial Vacant","Countywide",0.23,0.37,0.85,58.7,58.42,1.22,0,5
"2.5%257","Hancock","Commercial Improved","Countywide",0.74,0.8,0.94,17.44,22.78,1.02,0,24
"2.5%258","Hancock","Residential Vacant","Countywide",0.97,0.98,1,12.63,20.35,1.11,0,138
"2.5%259","Hancock","Residential Vacant","Brandywine",0.97,1,1,10.36,18.54,1.13,0,35
"2.5%260","Hancock","Residential Vacant","Buck Creek",0.77,0.95,0.99,17.34,24.1,1.1,0,46
"2.5%261","Hancock","Residential Vacant","Green",0.97,0.98,1,10.15,17.47,1.08,0,57
"187","Hancock","Residential Vacant","Blue River",NA,NA,NA,NA,NA,NA,NA,0
"2.5%262","Hancock","Residential Improved","Countywide",0.89,0.9,0.9,10.59,24.99,1.03,0,2477
"2.5%263","Hancock","Residential Improved","Blue River",0.8,0.84,0.89,29.63,65.5,1.19,0,71
"2.5%264","Hancock","Residential Improved","Brandywine",0.89,0.9,0.9,7.87,16.67,1.01,0,549
"2.5%265","Hancock","Residential Improved","Buck Creek",0.87,0.89,0.9,10.02,16.58,1.01,0,277
"2.5%266","Hancock","Residential Improved","Center",0.89,0.9,0.9,13.71,30.53,1.05,0,735
"2.5%267","Hancock","Residential Improved","Vernon",0.89,0.9,0.9,8.29,16.91,1.01,0,845
"188","Harrison","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"189","Harrison","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"190","Harrison","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%268","Harrison","Commercial Improved","Countywide",0.95,0.99,1.04,9.43,12.31,0.99,0,28
"2.5%269","Harrison","Residential Vacant","Countywide",0.88,0.95,0.99,26.64,43.52,1.08,0,52
"2.5%270","Harrison","Residential Vacant","Harrison",0.86,0.95,0.98,27.06,45.68,1.12,0,30
"df_sp101","Harrison","Residential Vacant","Blue River",0.7,0.95,1.01,28.22,44.87,0.98,0,16
"2.5%271","Harrison","Residential Improved","Countywide",0.94,0.95,0.96,12.89,20.38,1.02,0,517
"2.5%272","Harrison","Residential Improved","Heth",0.85,0.88,0.97,10.66,14.11,1.01,0,25
"2.5%273","Harrison","Residential Improved","Harrison",0.96,0.98,1,11.6,18.5,1.03,0,182
"2.5%274","Harrison","Residential Improved","Posey",0.86,0.96,1.02,13.88,17.72,1.01,0,29
"2.5%275","Harrison","Residential Improved","Blue River",0.83,0.91,1,18.31,34.24,1.07,0,25
"2.5%276","Harrison","Residential Improved","Jackson",0.94,0.97,1,12.41,17.81,1.02,0,76
"2.5%277","Harrison","Residential Improved","Morgan",0.88,0.92,0.99,16.47,27.5,1.04,0,52
"2.5%278","Harrison","Residential Improved","Spencer",0.89,0.94,1.01,12.97,16.68,1.02,0,26
"df_sp102","Harrison","Residential Improved","Boone",0.91,0.94,1,6.2,7.49,1.02,0,12
"df_sp103","Harrison","Residential Improved","Taylor",0.9,0.96,1.02,6.16,6.78,1,0,6
"2.5%279","Harrison","Residential Improved","Webster",0.86,0.94,0.95,11.23,19,1.01,0,23
"191","Hendricks","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"192","Hendricks","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp104","Hendricks","Commercial Vacant","Countywide",0.3,0.38,0.72,80.24,83.04,0.97,0,16
"df_sp105","Hendricks","Commercial Improved","Countywide",0.57,0.91,0.94,8.68,18.38,0.93,0,5
"2.5%280","Hendricks","Residential Vacant","Countywide",0.03,0.1,0.19,279.47,130.51,1.25,0,169
"2.5%281","Hendricks","Residential Improved","Countywide",0.92,0.92,0.93,9.05,21.95,1.01,0,2199
"2.5%282","Hendricks","Residential Improved","Brown",0.94,0.95,0.96,6.66,8.7,1,0,239
"2.5%283","Hendricks","Residential Improved","Center",0.89,0.9,0.91,16.92,49.25,1.07,0,186
"2.5%284","Hendricks","Residential Improved","Guilford",0.89,0.91,0.92,8.31,11.79,1,0,334
"2.5%285","Hendricks","Residential Improved","Liberty",0.92,0.94,0.97,7.68,11.69,1.01,0,82
"2.5%286","Hendricks","Residential Improved","Lincoln",0.93,0.94,0.95,9.67,26.38,1.01,0,502
"2.5%287","Hendricks","Residential Improved","Middle",0.92,0.93,0.98,8.89,11.26,1,0,73
"2.5%288","Hendricks","Residential Improved","Eel River",0.86,0.9,0.96,12.28,15.59,1.03,0,34
"2.5%289","Hendricks","Residential Improved","Washington",0.91,0.92,0.92,7.31,11.1,1,0,736
"193","Henry","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"194","Henry","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp106","Henry","Commercial Vacant","Countywide",0.3,0.5,1,36.68,44.25,0.98,0,5
"df_sp107","Henry","Commercial Improved","Countywide",0.63,0.79,1.06,24.8,34,1.11,0,8
"df_sp108","Henry","Residential Vacant","Countywide",0.04,0.27,0.6,128.93,112.33,1.37,0,12
"2.5%290","Henry","Residential Improved","Countywide",0.94,0.95,0.96,13.13,17.61,1.03,0,544
"df_sp109","Henry","Residential Improved","Blue River",0.92,0.94,0.97,5.18,9.35,1.01,0,7
"df_sp110","Henry","Residential Improved","Dudley",0.74,0.94,0.98,14.81,21.74,1.05,0,9
"2.5%291","Henry","Residential Improved","Fall Creek",0.93,0.96,1,12.02,15.17,1.02,0,58
"df_sp111","Henry","Residential Improved","Franklin",0.85,0.96,0.99,11.47,18.04,1.03,0,14
"df_sp112","Henry","Residential Improved","Greensboro",0.77,0.95,1.07,12.67,16.75,1.01,0,6
"df_sp113","Henry","Residential Improved","Harrison",0.87,0.91,0.96,5.1,6.73,1,0,7
"df_sp114","Henry","Residential Improved","Jefferson",0.88,0.96,1.05,16.36,24.37,1.03,0,18
"df_sp115","Henry","Residential Improved","Liberty",0.91,1,1.21,15.61,19.58,1.01,0,6
"2.5%292","Henry","Residential Improved","Prairie",0.87,0.94,1,13.78,18.65,1.05,0,44
"df_sp116","Henry","Residential Improved","Spiceland",0.92,0.94,1,8.2,11,1.02,0,19
"2.5%293","Henry","Residential Improved","Wayne",0.91,0.97,1.01,13.11,17.58,1.02,0,49
"2.5%294","Henry","Residential Improved","Henry",0.93,0.95,0.96,13.51,17.86,1.02,0,306
"195","Howard","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp117","Howard","Industrial Improved","Countywide",0.62,0.75,0.75,14.41,22.56,1.03,0,9
"df_sp118","Howard","Commercial Vacant","Countywide",0.86,1.03,1.65,28.88,32.12,1.16,0,5
"2.5%295","Howard","Commercial Improved","Countywide",0.84,0.91,0.93,20.04,27.64,1.06,0,105
"2.5%296","Howard","Residential Vacant","Countywide",0.7,0.89,0.94,42.58,62.1,1.39,0,81
"2.5%297","Howard","Residential Improved","Countywide",0.92,0.92,0.93,16.88,36.42,1.05,0,3034
"2.5%298","Howard","Residential Improved","Center",0.92,0.92,0.93,18.31,32.5,1.05,0,1779
"2.5%299","Howard","Residential Improved","Clay",0.9,0.91,0.93,16.48,75.74,1.07,0,120
"2.5%300","Howard","Residential Improved","Ervin",0.88,0.91,0.97,9.14,11.61,1.01,0,32
"2.5%301","Howard","Residential Improved","Harrison",0.91,0.92,0.93,13.56,45.21,1.04,0,377
"2.5%302","Howard","Residential Improved","Honey Creek",0.89,0.91,0.99,13.5,16.76,1.02,0,57
"2.5%303","Howard","Residential Improved","Howard",0.89,0.91,0.95,10.21,14.4,1.01,0,69
"df_sp119","Howard","Residential Improved","Jackson",0.82,0.92,1.05,11.75,14.12,1.01,0,13
"2.5%304","Howard","Residential Improved","Liberty",0.91,0.93,0.95025,17.17,32.16,1.06,0,147
"2.5%305","Howard","Residential Improved","Monroe",0.92,0.97,1.02,16.4,22.9,1.01,0,32
"2.5%306","Howard","Residential Improved","Taylor",0.91,0.93,0.94,15.96,34.62,1.04,0,381
"2.5%307","Howard","Residential Improved","Union",0.88925,0.92,1.02,15.13,18.16,1.03,0,27
"196","Huntington","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"197","Huntington","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"198","Huntington","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp120","Huntington","Commercial Improved","Countywide",0.75,0.92,0.98,14.6,19.65,1.05,0,17
"df_sp121","Huntington","Residential Vacant","Countywide",0.43,0.53,0.94,60.04,59.63,1.29,0,15
"2.5%308","Huntington","Residential Improved","Countywide",0.92,0.93,0.94,12.32,16.78,1.02,0,843
"df_sp122","Huntington","Residential Improved","Jefferson",0.81,0.92,1.02,9.51,11.95,1,0,11
"df_sp123","Huntington","Residential Improved","Warren",0.81,0.95,1.02,13.08,16.88,1.03,0,14
"2.5%309","Huntington","Residential Improved","Clear Creek",0.84,0.92,0.98,9.38,11.72,1,0,24
"2.5%310","Huntington","Residential Improved","Dallas",0.9,0.95,0.96,7.55,11.38,1.03,0,36
"2.5%311","Huntington","Residential Improved","Huntington",0.92,0.93,0.94,12.69,16.95,1.01,0,536
"2.5%312","Huntington","Residential Improved","Jackson",0.89,0.93,0.95,12.32,18.06,1.02,0,123
"2.5%313","Huntington","Residential Improved","Lancaster",0.88,0.93,0.96,11.67,16.41,1.01,0,20
"2.5%314","Huntington","Residential Improved","Rock Creek",0.79,0.92,1.01,12.62,14.88,1.01,0,23
"2.5%315","Huntington","Residential Improved","Salamonie",0.89,0.95,1,15.11,20.51,1.04,0,40
"df_sp124","Huntington","Residential Improved","Union",0.89,0.93,0.96,7.57,10.28,1.02,0,15
"199","Jackson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1100","Jackson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1101","Jackson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp125","Jackson","Commercial Improved","Countywide",0.71,0.89,0.97,20.07,24.49,1,0,17
"2.5%316","Jackson","Residential Vacant","Countywide",0.6,0.8,0.87025,36.2,51.45,1.03,0,59
"2.5%317","Jackson","Residential Improved","Countywide",0.89,0.91,0.91025,12.52,20.99,1.02,0,621
"2.5%318","Jackson","Residential Improved","Brownstown",0.87975,0.91,0.95,14.26,25.45,1.02,0,54
"df_sp126","Jackson","Residential Improved","Carr",0.84,0.89,1.07,13.71,16.33,1.03,0,9
"df_sp127","Jackson","Residential Improved","Owen",0.89,0.92,1.09,13.33,17.42,1,0,9
"2.5%319","Jackson","Residential Improved","Jackson",0.89,0.9,0.91,12.13,20.07,1.02,0,415
"df_sp128","Jackson","Residential Improved","Pershing",0.73,0.93,1,12.25,16.32,1.02,0,6
"2.5%320","Jackson","Residential Improved","Redding",0.88,0.91,0.93,11.78,16.68,1.02,0,87
"2.5%321","Jackson","Residential Improved","Vernon",0.85,0.92,0.96,18.43,34.82,1.08,0,29
"df_sp129","Jackson","Residential Improved","Washington",0.86,0.9,0.93,6.13,8.4,1,0,12
"1102","Jasper","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp130","Jasper","Industrial Improved","Countywide",0.48,0.91,1.35,22.3,34.13,0.83,0,5
"1103","Jasper","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%322","Jasper","Commercial Improved","Countywide",0.84,0.92,0.98,14.39,22.73,1.07,0,25
"df_sp131","Jasper","Commercial Improved","Keener",0.83,0.91,0.96,5.24,7.44,0.99,0,7
"df_sp132","Jasper","Commercial Improved","Marion",0.84,0.92,1.12,20.05,28.93,1.05,0,11
"df_sp133","Jasper","Commercial Improved","Barkley",0.77,0.96,1,12.97,17.43,1.08,0,7
"2.5%323","Jasper","Residential Vacant","Countywide",0.84,0.88,0.93,15.86,24.07,1.02,0,97
"2.5%324","Jasper","Residential Vacant","Keener",0.85,0.9,0.93,10.9,15.73,1.01,0,38
"1104","Jasper","Residential Vacant","Marion",NA,NA,NA,NA,NA,NA,NA,4
"1105","Jasper","Residential Vacant","Newton",NA,NA,NA,NA,NA,NA,NA,4
"1106","Jasper","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,4
"2.5%325","Jasper","Residential Vacant","Walker",0.8,0.84,0.94,18.37,28.54,0.98,0,31
"df_sp134","Jasper","Residential Vacant","Wheatfield",0.8,0.88,1.04,9.21,11.47,0.99,0,8
"df_sp135","Jasper","Residential Vacant","Barkley",0.54,0.66,1.04,32.05,34.1,1.08,0,8
"2.5%326","Jasper","Residential Improved","Countywide",0.96,0.97,0.98,54.2,138.46,1.35,0,1000
"2.5%327","Jasper","Residential Improved","Carpenter",0.89,0.94,0.99,12.32,15.1,1.03,0,48
"2.5%328","Jasper","Residential Improved","Kankakee",0.88975,0.97,1.04,43.97,117.94,1.28,0,23
"2.5%329","Jasper","Residential Improved","Keener",0.98,0.99,1,41.05,129.47,1.27,0,383
"2.5%330","Jasper","Residential Improved","Marion",0.95,0.97,0.99,23.81,75.43,1.12,0,217
"df_sp136","Jasper","Residential Improved","Jordan",0.9,0.96,1.04,19.01,39.75,1.1,0,13
"df_sp137","Jasper","Residential Improved","Newton",0.87,0.93,1.01,10.22,12.65,1.02,0,19
"2.5%331","Jasper","Residential Improved","Union",0.88,0.93,1.01,79.52,145.18,1.49,0,24
"2.5%332","Jasper","Residential Improved","Walker",0.92,0.94,0.96,124.07,155.86,1.81,0,131
"2.5%333","Jasper","Residential Improved","Wheatfield",0.93,0.96,1,95.13,147.37,1.63,0,142
"1107","Jay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1108","Jay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1109","Jay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp138","Jay","Commercial Improved","Countywide",0.77,0.83,1.05,35.1,47.49,2.02,0,15
"df_sp139","Jay","Residential Vacant","Countywide",0.1,0.18,0.39,88.24,92.99,1.2,0,9
"2.5%334","Jay","Residential Improved","Countywide",0.92,0.93,0.96,15.59,20.5,1.06,0,442
"2.5%335","Jay","Residential Improved","Jefferson",0.86,0.9,1,17.37,24.82,1.06,0,30
"2.5%336","Jay","Residential Improved","Bearcreek",0.9,0.95,1.04,15.43,23.8,1.16,0,25
"2.5%337","Jay","Residential Improved","Knox",0.77,0.91,1.02,20.12,27.92,1.12,0,24
"df_sp140","Jay","Residential Improved","Greene",0.84,0.89,1.01,12.4,15.41,1.06,0,19
"2.5%338","Jay","Residential Improved","Richland",0.89,0.92,0.99,17.02,21.45,1.05,0,110
"2.5%339","Jay","Residential Improved","Wayne",0.92,0.95,0.97,14.39,18.56,1.03,0,234
"1110","Jefferson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1111","Jefferson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1112","Jefferson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%340","Jefferson","Commercial Improved","Countywide",0.56,0.76,0.91,35.39,45.19,1.17,0,26
"2.5%341","Jefferson","Residential Vacant","Countywide",0.53,0.59,0.62,40.17,52.81,1.06,0,69
"2.5%342","Jefferson","Residential Improved","Countywide",0.82,0.84,0.86,21.85,29.78,1.06,0,601
"2.5%343","Jefferson","Residential Improved","Lancaster",0.74,0.84,0.92,21.01,28.39,1.06,0,26
"df_sp141","Jefferson","Residential Improved","Milton",0.59,0.88,0.99,28.63,43.77,1.17,0,14
"df_sp142","Jefferson","Residential Improved","Republican",0.57,0.84,0.97,25.32,30.35,1.17,0,18
"df_sp143","Jefferson","Residential Improved","Graham",0.64,0.78,0.93,33.8,43.67,1.29,0,16
"2.5%344","Jefferson","Residential Improved","Hanover",0.77,0.81,0.86,21.15,26.81,1.04,0,112
"2.5%345","Jefferson","Residential Improved","Madison",0.84,0.85,0.87,20.46,28.58,1.06,0,396
"df_sp144","Jefferson","Residential Improved","Saluda",0.44,0.58,0.82,37.56,42.18,1.09,0,19
"1113","Jennings","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1114","Jennings","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1115","Jennings","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp145","Jennings","Commercial Improved","Countywide",0.8,0.98,1.06,17.46,23.78,1.02,0,16
"2.5%346","Jennings","Residential Vacant","Countywide",0.17,0.33,0.66,111.88,90.15,1.45,0,27
"2.5%347","Jennings","Residential Improved","Countywide",0.89,0.91,0.92,15.77,27.37,1.05,0,273
"2.5%348","Jennings","Residential Improved","Bigger",0.84,0.92,0.97,18.55,32.18,1.06,0,53
