"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"df_sp72","Delaware","Residential Improved","Niles",0.8,0.91,0.98,14.27,18.45,1,0,12
"df_sp73","Delaware","Residential Improved","Perry",0.9,0.95,1.27,11.94,15.18,1,0,5
"2.5%127","Delaware","Residential Improved","Salem",0.86,0.91,0.97,13.57,17.44,1.01,0,36
"2.5%128","Delaware","Residential Improved","Union",0.93,0.99,1.1,13.87,17.21,1.03,0,26
"df_sp74","Delaware","Residential Improved","Washington",0.82,0.99,1.09,8.67,11.51,1.01,0,5
"182","Dubois","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"183","Dubois","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"184","Dubois","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp75","Dubois","Commercial Improved","Countywide",0.85,0.93,1,11.73,14.47,1.01,0,12
"185","Dubois","Commercial Improved","Bainbridge",NA,NA,NA,NA,NA,NA,NA,0
"df_sp76","Dubois","Commercial Improved","Boone",0.78,0.91,0.98,9.1,12.31,1.03,0,8
"df_sp77","Dubois","Residential Vacant","Countywide",0.89,0.95,0.97,7.21,10.71,1,0,19
"df_sp78","Dubois","Residential Vacant","Bainbridge",0.87,0.9,0.97,6.67,8.43,0.99,0,6
"df_sp79","Dubois","Residential Vacant","Cass",0.93,0.97,0.97,5.39,9.75,1,0,6
"df_sp80","Dubois","Residential Vacant","Columbia",0.82,0.95,0.97,8.29,12.68,0.99,0,7
"2.5%129","Dubois","Residential Improved","Countywide",0.9,0.91,0.92,9.85,14.31,1.02,0,380
"2.5%130","Dubois","Residential Improved","Bainbridge",0.9,0.91,0.92,10.26,16.03,1.02,0,187
"2.5%131","Dubois","Residential Improved","Boone",0.85,0.91,0.95,7.97,9.97,1.01,0,28
"df_sp81","Dubois","Residential Improved","Cass",0.85,0.91,1.01,12.25,16.36,1,0,13
"2.5%132","Dubois","Residential Improved","Columbia",0.89,0.91,0.93,8.31,12.04,1.01,0,37
"df_sp82","Dubois","Residential Improved","Jackson",0.83,0.9,0.94,7.76,9.89,1,0,16
"2.5%133","Dubois","Residential Improved","Patoka",0.88,0.92,0.96,10.27,13.04,1.02,0,71
"2.5%134","Dubois","Residential Improved","Ferdinand",0.85975,0.91,0.94,9.65,12.73,1,0,28
"186","Elkhart","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%135","Elkhart","Industrial Improved","Countywide",0.84,0.9,0.94,16.77,22.9,1.02,0,39
"187","Elkhart","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%136","Elkhart","Commercial Improved","Countywide",0.82,0.92,0.93,19.23,24.31,1.02,0,51
"2.5%137","Elkhart","Residential Vacant","Countywide",0.88,0.96,1.02,11.66,14.65,1.02,0,37
"2.5%138","Elkhart","Residential Improved","Countywide",0.95,0.95,0.96,11.96,17.59,1.01,0,1942
"2.5%139","Elkhart","Residential Improved","Baugo",0.93,0.96,0.99,10.55,13.83,1,0,123
"2.5%140","Elkhart","Residential Improved","Cleveland",0.94,0.97,1,12.5,17.69,1.01,0,150
"2.5%141","Elkhart","Residential Improved","Locke",0.86,0.93,1.00025,11.67,13.65,1.02,0,32
"2.5%142","Elkhart","Residential Improved","Concord",0.89,0.92,0.94,12.9,22.48,1,0,391
"2.5%143","Elkhart","Residential Improved","Elkhart",0.94,0.96,0.97,11.69,16.86,1.01,0,325
"2.5%144","Elkhart","Residential Improved","York",0.93,0.97,1.02,13.51,19.04,1,0,35
"2.5%145","Elkhart","Residential Improved","Jefferson",0.96,0.98,1,9.55,15.57,1.01,0,101
"2.5%146","Elkhart","Residential Improved","Middlebury",0.94,0.96,0.97,11.35,15.74,1,0,84
"2.5%147","Elkhart","Residential Improved","Olive",0.92,0.94,0.99,6.77,8.28,1,0,30
"2.5%148","Elkhart","Residential Improved","Osolo",0.95,0.97,0.98,12.46,17.06,1.01,0,371
"2.5%149","Elkhart","Residential Improved","Union",0.93,0.94,0.98,10.51,14.18,1,0,71
"2.5%150","Elkhart","Residential Improved","Benton",0.85,0.94,0.99,9.53,12.17,1,0,21
"2.5%151","Elkhart","Residential Improved","Clinton",0.8,0.91,0.94,14.03,18.3,0.99,0,21
"df_sp83","Elkhart","Residential Improved","Harrison",0.89,0.92,0.97,10.91,16.24,1.02,0,16
"2.5%152","Elkhart","Residential Improved","Jackson",0.92,0.96,0.99,11.27,14.48,1,0,72
"2.5%153","Elkhart","Residential Improved","Washington",0.93,0.97,1,12.02,15.25,1,0,99
"188","Fayette","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"189","Fayette","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"190","Fayette","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%154","Fayette","Commercial Improved","Countywide",0.86,0.92,1.06,19.63,23.8,1.02,0,38
"191","Fayette","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%155","Fayette","Residential Improved","Countywide",0.91,0.92,0.94,13.92,17.81,1.02,0,489
"2.5%156","Fayette","Residential Improved","Columbia",0.80975,0.93,0.97,13.25,16.83,1.01,0,26
"2.5%157","Fayette","Residential Improved","Jackson",0.87,0.91,0.9605,11.79,15.53,1.02,0,41
"2.5%158","Fayette","Residential Improved","Connersville",0.91,0.92,0.95,13.92,18.05,1.02,0,280
"2.5%159","Fayette","Residential Improved","Harrison",0.91,0.93,0.96025,14.69,17.98,1.02,0,142
"192","Fountain","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"193","Fountain","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"194","Fountain","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%160","Fountain","Commercial Improved","Countywide",0.74,0.93,1.04,18.42,23.26,0.98,0,23
"2.5%161","Fountain","Residential Vacant","Countywide",0.72,0.82,0.95,21.64,24.76,0.99,0,22
"2.5%162","Fountain","Residential Improved","Countywide",0.9,0.91,0.93,13.85,17.29,1.01,0,403
"2.5%163","Fountain","Residential Improved","Cain",0.83,0.93,1.03,14.46,18,0.98,0,22
"df_sp84","Fountain","Residential Improved","Davis",0.79,1.06,1.1,14.23,20.72,0.99,0,10
"2.5%164","Fountain","Residential Improved","Logan",0.85,0.91,0.94,14.62,18.07,1.01,0,81
"2.5%165","Fountain","Residential Improved","Richland",0.78,0.92,0.95,14.93,18.8,0.99,0,22
"df_sp85","Fountain","Residential Improved","Shawnee",0.88,0.93,1.07,14.43,18.46,1.03,0,13
"2.5%166","Fountain","Residential Improved","Troy",0.89,0.91,0.93,12.32,16.19,1.01,0,139
"2.5%167","Fountain","Residential Improved","Van Buren",0.81,0.9,0.96,14.75,17.54,1.02,0,56
"2.5%168","Fountain","Residential Improved","Millcreek",0.89,0.92,0.98,13.47,17,1.01,0,60
"195","Franklin","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"196","Franklin","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"197","Franklin","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"198","Franklin","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"199","Franklin","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%169","Franklin","Residential Improved","Countywide",0.91,0.94,0.96,9.07,11.87,1,0,90
"2.5%170","Franklin","Residential Improved","Brookville",0.89,0.91,0.95,9.56,13.25,1.01,0,32
"2.5%171","Franklin","Residential Improved","Ray",0.95,0.98,1,8.12,11.95,1,0,29
"2.5%172","Franklin","Residential Improved","Bath",0.89,0.92,0.95,8.07,10.92,1,0,23
"1100","Franklin","Residential Improved","Blooming Grove",NA,NA,NA,NA,NA,NA,NA,0
"1101","Fulton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp86","Fulton","Industrial Improved","Countywide",0.88,0.99,1.28,293.18,196.36,2.91,0,7
"1102","Fulton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%173","Fulton","Commercial Improved","Countywide",0.88,0.91,0.97,66.5,171.81,1.4,0,36
"2.5%174","Fulton","Residential Vacant","Countywide",0.75,0.83,0.93,18.77,25.45,0.98,0,26
"2.5%175","Fulton","Residential Improved","Countywide",0.92,0.94,0.95,20.38,78.17,1.08,0,521
"2.5%176","Fulton","Residential Improved","Aubbeenaubbee",0.85,0.92,0.96,12.54,17.07,1.03,0,28
"2.5%177","Fulton","Residential Improved","Henry",0.88,0.95,0.97,12.89,16.37,1.03,0,60
"2.5%178","Fulton","Residential Improved","Liberty",0.9,0.96,1.02,23.4,49.56,1.08,0,48
"df_sp87","Fulton","Residential Improved","Newcastle",0.78,0.96,1.06,15.05,19.25,1.02,0,18
"2.5%179","Fulton","Residential Improved","Richland",0.87,0.95,1.03,12.3,15.31,1.02,0,23
"2.5%180","Fulton","Residential Improved","Rochester",0.9,0.93,0.94,21.51,91.96,1.08,0,314
"2.5%181","Fulton","Residential Improved","Union",0.84,0.97,1.03,34.24,98.51,1.22,0,30
"1103","Gibson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1104","Gibson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1105","Gibson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%182","Gibson","Commercial Improved","Countywide",0.91,0.93,0.96,6.99,11.23,0.98,0,25
"1106","Gibson","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%183","Gibson","Residential Improved","Countywide",0.87,0.9,0.92,12.95,16.54,1.01,0,285
"2.5%184","Gibson","Residential Improved","Barton",0.79,0.9,0.94,10.62,13.76,1.02,0,21
"2.5%185","Gibson","Residential Improved","Columbia",0.79,0.9,0.92,14.64,18.12,1,0,36
"2.5%186","Gibson","Residential Improved","Johnson",0.81,0.9,0.95,13.26,16.31,1.02,0,33
"2.5%187","Gibson","Residential Improved","Montgomery",0.85,0.9,0.94,9.62,11.93,1.03,0,36
"2.5%188","Gibson","Residential Improved","Patoka",0.87,0.92,0.94,14.13,18.12,1.01,0,116
"2.5%189","Gibson","Residential Improved","Union",0.8,0.9,0.92,11.13,14.62,1.02,0,43
"1107","Grant","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1108","Grant","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1109","Grant","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1110","Grant","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1111","Grant","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%190","Grant","Residential Improved","Countywide",0.93,0.94,0.95,10.99,16.98,1.01,0,568
"2.5%191","Grant","Residential Improved","Jefferson",0.9,0.96,0.99,11.28,14.46,1.02,0,45
"2.5%192","Grant","Residential Improved","Center",0.91,0.94,0.95,12.75,17.07,1.03,0,154
"2.5%193","Grant","Residential Improved","Fairmount",0.94,0.96,0.99,7.37,9.99,1.01,0,36
"2.5%194","Grant","Residential Improved","Franklin",0.91,0.95,0.97,10.76,17.01,1.01,0,60
"2.5%195","Grant","Residential Improved","Mill",0.92,0.94,0.96,9.58,15.73,1.01,0,129
"2.5%196","Grant","Residential Improved","Pleasant",0.94,0.96,0.99,12.07,22.35,1.02,0,85
"2.5%197","Grant","Residential Improved","Sims",0.88,0.93,0.96,7.86,10.57,1.01,0,21
"df_sp88","Grant","Residential Improved","Van Buren",0.71,0.86,1.01,16.44,21.1,1.08,0,10
"2.5%198","Grant","Residential Improved","Washington",0.88,0.92,0.96,7.46,10.4,0.98,0,25
"1112","Greene","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1113","Greene","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1114","Greene","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp89","Greene","Commercial Improved","Countywide",0.89,0.93,1.07,11.22,14.56,1.02,0,10
"df_sp90","Greene","Residential Vacant","Countywide",0.73,1.01,1.03,9.39,14.51,1.02,0,5
"2.5%199","Greene","Residential Improved","Countywide",0.9,0.92,0.95,10.11,12.6,1.03,0,188
"2.5%200","Greene","Residential Improved","Beech Creek",0.9,0.93,0.98,8.86,11.09,1.03,0,42
"df_sp91","Greene","Residential Improved","Cass",0.86,0.94,1.03,9.57,12.77,0.99,0,11
"2.5%201","Greene","Residential Improved","Fairplay",0.87,0.92,0.95,11.2,13.66,1.03,0,72
"2.5%202","Greene","Residential Improved","Highland",0.9,0.95,0.99,8.64,10.63,1.01,0,37
"2.5%203","Greene","Residential Improved","Richland",0.83,0.88,0.94,10.75,13.48,1.02,0,26
"1115","Huntington","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1116","Huntington","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1117","Huntington","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp92","Huntington","Commercial Improved","Countywide",0.89,0.95,0.98,13.38,19.03,0.99,0,12
"df_sp93","Huntington","Residential Vacant","Countywide",0.85,0.96,1.05,15.86,20.79,1.04,0,17
"2.5%204","Huntington","Residential Improved","Countywide",0.9,0.91,0.92,11.23,15.16,1.01,0,699
"df_sp94","Huntington","Residential Improved","Jefferson",0.88,0.93,0.96,6.7,10.66,1.01,0,9
"df_sp95","Huntington","Residential Improved","Warren",0.79,0.92,1,14.57,18.46,1.02,0,16
"df_sp96","Huntington","Residential Improved","Clear Creek",0.88,0.92,0.97,8.44,11.87,1,0,19
"2.5%205","Huntington","Residential Improved","Dallas",0.85,0.91,0.97,9.21,11.62,1.02,0,23
"2.5%206","Huntington","Residential Improved","Huntington",0.89,0.91,0.92,11.94,16.48,1.01,0,450
"2.5%207","Huntington","Residential Improved","Jackson",0.93,0.96,0.97,9,11.54,1.01,0,108
"df_sp97","Huntington","Residential Improved","Lancaster",0.89,0.93,0.95,8.11,12.38,1,0,16
"df_sp98","Huntington","Residential Improved","Rock Creek",0.82,0.9,0.99,10.92,15.96,1,0,11
"2.5%208","Huntington","Residential Improved","Salamonie",0.89,0.9,0.980749999999999,11.45,13.61,1,0,33
"df_sp99","Huntington","Residential Improved","Union",0.89,0.94,0.98,6.88,10.02,1.01,0,13
"1118","Jackson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1119","Jackson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1120","Jackson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp100","Jackson","Commercial Improved","Countywide",0.85,0.95,1.09,13.43,17.56,1.03,0,7
"df_sp101","Jackson","Residential Vacant","Countywide",0.78,0.98,1.1,18.62,23.74,1.02,0,13
"2.5%209","Jackson","Residential Improved","Countywide",0.9,0.91,0.92,9.47,12.74,1.01,0,509
"2.5%210","Jackson","Residential Improved","Brownstown",0.88,0.91,0.93,11.98,16.16,1.02,0,65
"df_sp102","Jackson","Residential Improved","Carr",0.82,0.92,0.95,6.69,9.34,1.02,0,8
"df_sp103","Jackson","Residential Improved","Owen",0.73,0.93,0.95,8.29,13.07,0.99,0,7
"2.5%211","Jackson","Residential Improved","Jackson",0.9,0.91,0.92,9.2,12.33,1.01,0,319
"1121","Jackson","Residential Improved","Pershing",NA,NA,NA,NA,NA,NA,NA,0
"2.5%212","Jackson","Residential Improved","Redding",0.9,0.91,0.95,9.11,11.93,1,0,72
"2.5%213","Jackson","Residential Improved","Vernon",0.86,0.91,0.94,8.69,12.33,1,0,22
"df_sp104","Jackson","Residential Improved","Washington",0.83,0.93,0.98,7.32,8.99,1,0,14
"1122","Jasper","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1123","Jasper","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1124","Jasper","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%214","Jasper","Commercial Improved","Countywide",0.88,0.93,0.99,11.67,18.01,1.04,0,24
"1125","Jasper","Commercial Improved","Keener",NA,NA,NA,NA,NA,NA,NA,0
"df_sp105","Jasper","Commercial Improved","Marion",0.91,0.97,1.01,8.15,10.33,0.99,0,16
"df_sp106","Jasper","Commercial Improved","Barkley",0.65,0.86,1.02,12.94,17.55,1.09,0,5
"2.5%215","Jasper","Residential Vacant","Countywide",0.89,0.93,0.93,13.74,21.46,1.07,0,73
"2.5%216","Jasper","Residential Vacant","Keener",0.9,0.93,0.93,9.25,15.99,1.08,0,35
"1126","Jasper","Residential Vacant","Marion",NA,NA,NA,NA,NA,NA,NA,0
"1127","Jasper","Residential Vacant","Newton",NA,NA,NA,NA,NA,NA,NA,0
"1128","Jasper","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,0
"df_sp107","Jasper","Residential Vacant","Walker",0.84,0.93,0.98,8.71,12.4,1,0,16
"df_sp108","Jasper","Residential Vacant","Wheatfield",0.89,0.96,1.05,9.26,12.11,1.01,0,7
"df_sp109","Jasper","Residential Vacant","Barkley",0.43,0.55,1.07,49.44,48.72,1.21,0,7
"2.5%217","Jasper","Residential Improved","Countywide",0.95,0.96,0.97,9.07,12.69,1.01,0,780
"2.5%218","Jasper","Residential Improved","Carpenter",0.87975,0.95,1.01,13.84,17.34,1.02,0,50
"df_sp110","Jasper","Residential Improved","Kankakee",0.87,0.94,0.99,10.18,14.08,1.01,0,15
"2.5%219","Jasper","Residential Improved","Keener",0.96,0.96,0.98,7.53,10.89,1,0,284
"2.5%220","Jasper","Residential Improved","Marion",0.94,0.96,0.98,9.92,13.82,1.01,0,192
"df_sp111","Jasper","Residential Improved","Jordan",0.91,0.95,1,8.72,11.41,1.02,0,15
"df_sp112","Jasper","Residential Improved","Newton",0.85,0.95,0.95,8.87,11.2,1.02,0,15
"df_sp113","Jasper","Residential Improved","Union",0.83,0.94,1.02,11.14,12.86,1.02,0,19
"2.5%221","Jasper","Residential Improved","Walker",0.92,0.96,0.98,10.14,14.07,1,0,95
"2.5%222","Jasper","Residential Improved","Wheatfield",0.95,0.97,0.99,7.82,11.22,1,0,95
"1129","Jay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1130","Jay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1131","Jay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp114","Jay","Commercial Improved","Countywide",0.9,0.97,1.05,10.91,14.71,1.01,0,10
"1132","Jay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%223","Jay","Residential Improved","Countywide",0.93,0.95,0.96,13.2,16.58,1.03,0,330
"2.5%224","Jay","Residential Improved","Jefferson",0.89,0.95,0.96,9.51,13.12,1.02,0,24
"df_sp115","Jay","Residential Improved","Bearcreek",0.89,0.96,1.02,11.11,14.73,1.02,0,17
"df_sp116","Jay","Residential Improved","Knox",0.91,0.96,1.04,10.7,13.99,1.01,0,15
"df_sp117","Jay","Residential Improved","Greene",0.85,0.95,1.04,13.77,16.75,1.02,0,15
"2.5%225","Jay","Residential Improved","Richland",0.89,0.95,1.02,14.45,17.04,1.03,0,68
"2.5%226","Jay","Residential Improved","Wayne",0.92,0.95,0.97,13.5,17.21,1.03,0,191
"1133","Jefferson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1134","Jefferson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1135","Jefferson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp118","Jefferson","Commercial Improved","Countywide",0.88,0.95,1.01,8.85,12.42,0.99,0,11
"1136","Jefferson","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%227","Jefferson","Residential Improved","Countywide",0.91,0.92,0.93,9.43,12.35,1.02,0,262
"1137","Jefferson","Residential Improved","Lancaster",NA,NA,NA,NA,NA,NA,NA,0
"df_sp119","Jefferson","Residential Improved","Milton",0.89,0.95,1.02,10.71,15.22,0.99,0,10
"df_sp120","Jefferson","Residential Improved","Republican",0.93,0.94,1.01,4.94,6.57,1,0,10
"1138","Jefferson","Residential Improved","Graham",NA,NA,NA,NA,NA,NA,NA,0
"2.5%228","Jefferson","Residential Improved","Hanover",0.89,0.91,0.94,9.93,13.1,1.01,0,60
"2.5%229","Jefferson","Residential Improved","Madison",0.9,0.92,0.93,9.3,11.9,1.02,0,172
"1139","Jefferson","Residential Improved","Saluda",NA,NA,NA,NA,NA,NA,NA,0
"1140","Jennings","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1141","Jennings","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1142","Jennings","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp121","Jennings","Commercial Improved","Countywide",0.8,0.94,0.96,7.26,9.8,1.03,0,8
"df_sp122","Jennings","Residential Vacant","Countywide",0.75,1.06,1.23,12.4,18.12,1,0,5
"2.5%230","Jennings","Residential Improved","Countywide",0.89,0.92,0.94,12.12,15.8,1.02,0,215
"2.5%231","Jennings","Residential Improved","Bigger",0.84,0.92,0.99,13.89,17.23,1.02,0,36
"1143","Jennings","Residential Improved","Columbia",NA,NA,NA,NA,NA,NA,NA,0
"df_sp123","Jennings","Residential Improved","Campbell",0.73,0.93,1.08,9.75,14.12,1.03,0,5
"2.5%232","Jennings","Residential Improved","Center",0.88,0.92,0.95,13.18,16.74,1.02,0,84
"2.5%233","Jennings","Residential Improved","Geneva",0.88,0.92,0.94,11.15,16.05,1.02,0,53
"1144","Jennings","Residential Improved","Lovett",NA,NA,NA,NA,NA,NA,NA,0
"df_sp124","Jennings","Residential Improved","Montgomery",0.84,0.93,0.96,8.06,12.03,1.02,0,11
"2.5%234","Jennings","Residential Improved","Spencer",0.84,0.92,0.98,9.64,12.07,1.02,0,21
"1145","Johnson","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1146","Johnson","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1147","Johnson","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%235","Johnson","Commercial Improved","Countywide",0.84,0.92,0.95,10.71,14.51,1,0,27
"df_sp125","Johnson","Residential Vacant","Countywide",0.75,0.95,1.12,17.32,20.66,1.02,0,14
"1148","Johnson","Residential Vacant","Blue River",NA,NA,NA,NA,NA,NA,NA,0
"1149","Johnson","Residential Vacant","Needham",NA,NA,NA,NA,NA,NA,NA,0
"df_sp126","Johnson","Residential Vacant","White River",0.75,0.93,1.1,18.54,22.75,1.01,0,9
"2.5%236","Johnson","Residential Improved","Countywide",0.93,0.93,0.94,8.2,12.79,1.01,0,1459
"2.5%237","Johnson","Residential Improved","Blue River",0.85,0.96,1.02025,19.48,42.02,1.06,0,26
"df_sp127","Johnson","Residential Improved","Clark",0.95,0.96,0.99,7.74,13.02,1.02,0,9
"2.5%238","Johnson","Residential Improved","Franklin",0.91,0.92,0.94,9.49,13.35,1.01,0,175
"2.5%239","Johnson","Residential Improved","Hensley",0.9,0.93,0.96,7.34,10.83,0.99,0,34
"2.5%240","Johnson","Residential Improved","Needham",0.9,0.93,0.95,9.36,12.95,1.01,0,86
"2.5%241","Johnson","Residential Improved","Nineveh",0.9,0.93,0.96,9.2,15.06,1.02,0,35
"2.5%242","Johnson","Residential Improved","Pleasant",0.93,0.94,0.94,7.89,11.35,1,0,552
"df_sp128","Johnson","Residential Improved","Union",0.87,0.92,0.93,7.23,11.41,1.01,0,13
"2.5%243","Johnson","Residential Improved","White River",0.93,0.93,0.94,7.24,10.12,1.01,0,529
"1150","Knox","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1151","Knox","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"1152","Knox","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp129","Knox","Commercial Improved","Countywide",0.95,0.98,1.02,5.12,6.79,1.03,0,17
"1153","Knox","Commercial Improved","Busseron",NA,NA,NA,NA,NA,NA,NA,0
"df_sp130","Knox","Commercial Improved","Vincennes",0.95,1.02,1.02,4.93,7.11,1.04,0,13
"df_sp131","Knox","Residential Vacant","Countywide",0.83,0.95,0.98,12.42,19.85,1.01,0,9
"1154","Knox","Residential Vacant","Busseron",NA,NA,NA,NA,NA,NA,NA,0
"df_sp132","Knox","Residential Vacant","Vincennes",0.69,0.95,0.98,12.27,20.96,1.01,0,8
"2.5%244","Knox","Residential Improved","Countywide",0.9,0.91,0.94,14.31,18.03,1.01,0,296
"df_sp133","Knox","Residential Improved","Busseron",0.89,0.92,1.21,14.76,17.76,1.02,0,10
"1155","Knox","Residential Improved","Decker",NA,NA,NA,NA,NA,NA,NA,0
"df_sp134","Knox","Residential Improved","Harrison",0.76,0.99,1.01,13.31,19.66,1.03,0,11
"df_sp135","Knox","Residential Improved","Palmyra",0.85,0.98,1,11.02,16.08,1.01,0,17
"df_sp136","Knox","Residential Improved","Steen",0.75,0.87,1.01,15.12,18.5,1.01,0,13
"2.5%245","Knox","Residential Improved","Vigo",0.88,0.9,1,12.31,16.53,1.03,0,26
"2.5%246","Knox","Residential Improved","Vincennes",0.89,0.91,0.94,14.89,18.78,1.01,0,199
"df_sp137","Knox","Residential Improved","Washington",0.81,0.91,0.96,9.97,12.67,1.02,0,16
"1156","Kosciusko","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp138","Kosciusko","Industrial Improved","Countywide",0.85,1.03,1.13,6.37,9.99,1.02,0,5
"df_sp139","Kosciusko","Industrial Improved","Plain",0.85,1.03,1.13,6.37,9.99,1.02,0,5
"1157","Kosciusko","Industrial Improved","Clay",NA,NA,NA,NA,NA,NA,NA,0
"1158","Kosciusko","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%247","Kosciusko","Commercial Improved","Countywide",0.97,0.98,0.99,10.18,15.25,1,0,97
"2.5%248","Kosciusko","Commercial Improved","Wayne",0.94,0.97,0.99,11.1,18.05,0.99,0,34
"df_sp140","Kosciusko","Commercial Improved","Tippecanoe",0.92,0.98,1.05,10.08,14.04,0.99,0,14
"2.5%249","Kosciusko","Commercial Improved","Turkey Creek",0.93,0.97,1.02,10.92,14.92,1.01,0,36
"df_sp141","Kosciusko","Commercial Improved","Clay",0.99,1.01,1.03,5.23,8.65,1,0,13
"2.5%250","Kosciusko","Residential Vacant","Countywide",1,1,1.01,13.42,22.01,1.02,0,97
"df_sp142","Kosciusko","Residential Vacant","Plain",0.8,1,1.01,8.87,13.62,1.02,0,11
"1159","Kosciusko","Residential Vacant","Van Buren",NA,NA,NA,NA,NA,NA,NA,0
"df_sp143","Kosciusko","Residential Vacant","Turkey Creek",0.82,1,1.09,21.03,32.51,1.02,0,13
"df_sp144","Kosciusko","Residential Vacant","Tippecanoe",0.91,1,1.04,15.21,25.37,1,0,18
"2.5%251","Kosciusko","Residential Vacant","Wayne",0.99,1,1.03,12.01,20.26,1,0,39
"df_sp145","Kosciusko","Residential Vacant","Clay",1,1,1.05,11.36,17.06,1.05,0,14
"2.5%252","Kosciusko","Residential Improved","Countywide",1,1,1,9.47,13.39,1.01,0,1077
"df_sp146","Kosciusko","Residential Improved","Clay",0.95,1,1.03,7.82,11.68,1.03,0,19
