"","County","Type","Grouping","LowerBound","Median","UpperBound","COD","COV","PRD","PRB","Sales"
"2.5%13","Allen","Residential Improved","Eel River",1,1.01,1.02,22.22,76.31,1.13,0,79
"df_sp10","Allen","Residential Improved","Jackson",0.81,0.96,1.03,13.24,19.15,1,0,11
"2.5%14","Allen","Residential Improved","Lafayette",0.93,0.96,0.99,8.41,11.63,1.02,0,54
"2.5%15","Allen","Residential Improved","Lake",0.94,0.99,1,7.53,10.81,1.01,0,27
"2.5%16","Allen","Residential Improved","Maumee",0.93,0.98,1.02,29.15,81.49,1.13,0,46
"df_sp11","Allen","Residential Improved","Milan",0.86,0.95,0.98,13.36,20.2,1.01,0,19
"df_sp12","Allen","Residential Improved","Monroe",0.85,0.99,1.04,9.4,13.4,1,0,14
"2.5%17","Allen","Residential Improved","Perry",0.99,1,1,15.71,54.61,1.08,0,847
"2.5%18","Allen","Residential Improved","Pleasant",0.94,0.97,1.01,9.75,18.23,1,0,37
"df_sp13","Allen","Residential Improved","Scipio",0.95,0.98,1,5.96,10.5,1.03,0,16
"2.5%19","Allen","Residential Improved","St. Joseph",0.98,0.99,0.99,13.2,56.18,1.05,0,903
"2.5%20","Allen","Residential Improved","Washington",0.98,0.99,1,7.52,10.47,1,0,434
"2.5%21","Allen","Residential Improved","Wayne",1,1,1,9.89,14.57,1,0,1037
"15","Bartholomew","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"16","Bartholomew","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"17","Bartholomew","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp14","Bartholomew","Commercial Improved","Countywide",0.81,0.96,1.01,5.11,7.96,1,0,5
"2.5%22","Bartholomew","Residential Vacant","Countywide",0.97,0.97,0.97,6.85,13.93,1.03,0,118
"2.5%23","Bartholomew","Residential Vacant","Columbus",0.97,0.97,0.98,6.57,14.19,1.03,0,98
"df_sp15","Bartholomew","Residential Vacant","Harrison",0.89,0.92,0.97,5.03,6.25,1.02,0,10
"df_sp16","Bartholomew","Residential Vacant","Clay",0.79,0.93,0.95,9.76,12.48,1.02,0,10
"2.5%24","Bartholomew","Residential Improved","Countywide",0.91,0.92,0.92,9.85,13.66,1.01,0,887
"2.5%25","Bartholomew","Residential Improved","Clay",0.89,0.91,0.96,9.46,11.61,1,0,42
"18","Bartholomew","Residential Improved","Clifty",NA,NA,NA,NA,NA,NA,NA,0
"2.5%26","Bartholomew","Residential Improved","Columbus",0.91,0.92,0.92,9.48,13.45,1,0,620
"df_sp17","Bartholomew","Residential Improved","Flatrock",0.91,0.95,0.98,8.8,11.8,1.01,0,15
"2.5%27","Bartholomew","Residential Improved","German",0.84975,0.9,0.92,8.37,11.38,1,0,45
"2.5%28","Bartholomew","Residential Improved","Harrison",0.86,0.91,0.92,12.01,15.57,1.03,0,58
"2.5%29","Bartholomew","Residential Improved","Hawcreek",0.86,0.91,0.95,13.39,18.42,1,0,46
"19","Bartholomew","Residential Improved","Jackson",NA,NA,NA,NA,NA,NA,NA,0
"df_sp18","Bartholomew","Residential Improved","Ohio",0.86,0.92,1,7.71,9.5,1,0,7
"2.5%30","Bartholomew","Residential Improved","Rockcreek",0.85,0.92,0.98,10.41,13.04,1.01,0,30
"df_sp19","Bartholomew","Residential Improved","Wayne",0.87,0.9,0.96,9.38,12.41,1.01,0,19
"110","Benton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"111","Benton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"112","Benton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"113","Benton","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"114","Benton","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%31","Benton","Residential Improved","Countywide",0.91,0.94,0.98,13.09,18.57,1.02,0,116
"df_sp20","Benton","Residential Improved","Bolivar",0.87,0.94,1.02,10.26,12.96,1.02,0,18
"2.5%32","Benton","Residential Improved","Center",0.9,0.96,1.04,12.28,14.62,1.02,0,41
"df_sp21","Benton","Residential Improved","Grant",0.81,0.9,0.99,14.18,17.51,0.99,0,18
"df_sp22","Benton","Residential Improved","Oak Grove",0.78,0.94,1.02,18.63,31.75,1.04,0,19
"df_sp23","Benton","Residential Improved","Richland",0.84,0.95,1.06,11.55,14.95,1.02,0,11
"df_sp24","Benton","Residential Improved","Gilboa",0.85,0.97,0.99,8.66,10.91,1.01,0,9
"115","Blackford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"116","Blackford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"117","Blackford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"118","Blackford","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp25","Blackford","Residential Vacant","Countywide",0.14,0.82,1.08,35.24,54.64,0.82,0,5
"2.5%33","Blackford","Residential Improved","Countywide",0.98,1,1.01,9.79,12.93,1.02,0,173
"2.5%34","Blackford","Residential Improved","Harrison",0.97,1.01,1.04,8.34,11.31,1.02,0,30
"df_sp26","Blackford","Residential Improved","Jackson",0.91,1,1.05,9.85,16.33,1,0,7
"2.5%35","Blackford","Residential Improved","Licking",0.97,1,1.02,10.06,13.16,1.02,0,131
"df_sp27","Blackford","Residential Improved","Washington",0.94,1,1.26,10.89,13.46,1.02,0,5
"119","Boone","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"120","Boone","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"121","Boone","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp28","Boone","Commercial Improved","Countywide",0.92,0.98,0.99,3.46,4.47,0.99,0,11
"2.5%36","Boone","Residential Vacant","Countywide",1,1,1,0.82,4.6,1,0,55
"2.5%37","Boone","Residential Improved","Countywide",1,1,1,4.02,5.74,1,0,1628
"2.5%38","Boone","Residential Improved","Center",0.99,1,1.01,4.2,5.84,1,0,347
"2.5%39","Boone","Residential Improved","Clinton",0.98,1,1.03,6.06,8.33,1.02,0,29
"2.5%40","Boone","Residential Improved","Eagle",0.99,1,1,4.01,5.29,1,0,485
"2.5%41","Boone","Residential Improved","Harrison",0.95,0.98,1.01,6.39,8.57,1.01,0,43
"df_sp29","Boone","Residential Improved","Jefferson",0.95,1,1.04,7.29,10.12,1.02,0,12
"2.5%42","Boone","Residential Improved","Perry",1,1,1,1.97,3.63,1,0,198
"2.5%43","Boone","Residential Improved","Sugar Creek",0.94,1.01,1.04,8.04,10.78,1,0,29
"2.5%44","Boone","Residential Improved","Union",0.99,1.01,1.03,4.87,6.87,1.01,0,48
"2.5%45","Boone","Residential Improved","Worth",0.99,1,1,3.96,5.61,1,0,437
"122","Brown","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"123","Brown","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"124","Brown","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp30","Brown","Commercial Improved","Countywide",0.8,0.95,1.04,7.25,10.38,1.01,0,8
"2.5%46","Brown","Residential Vacant","Countywide",0.95,0.99,1,10.33,16.38,1.02,0,52
"df_sp31","Brown","Residential Vacant","Hamblen",0.95,1,1.01,7.1,10.97,1.02,0,19
"df_sp32","Brown","Residential Vacant","Jackson",0.92,0.98,1.02,7.06,10.14,1,0,11
"125","Brown","Residential Vacant","Van Buren",NA,NA,NA,NA,NA,NA,NA,0
"2.5%47","Brown","Residential Vacant","Washington",0.92,0.95,1.03,14.4,22.51,1.02,0,22
"2.5%48","Brown","Residential Improved","Countywide",0.93,0.95,0.98,14.67,50.55,1.06,0,204
"2.5%49","Brown","Residential Improved","Hamblen",0.89,0.95,0.99,9.96,12.65,1.01,0,64
"2.5%50","Brown","Residential Improved","Jackson",0.94,0.98,1,28.04,84.1,1.18,0,51
"df_sp33","Brown","Residential Improved","Van Buren",0.98,1,1.05,8.49,12.77,1.01,0,16
"2.5%51","Brown","Residential Improved","Washington",0.89,0.93,0.96,9.69,12.49,1.01,0,73
"126","Carroll","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"127","Carroll","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"128","Carroll","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%52","Carroll","Commercial Improved","Countywide",0.89,0.94,1.06,48.35,104.51,1.14,0,32
"df_sp34","Carroll","Residential Vacant","Countywide",0.89,0.95,1,9.65,12.52,1.02,0,18
"2.5%53","Carroll","Residential Improved","Countywide",0.93,0.94,0.96,18.34,61.24,1.06,0,523
"2.5%54","Carroll","Residential Improved","Adams",0.87,0.93,1.01,14.82,18.07,1.03,0,40
"2.5%55","Carroll","Residential Improved","Burlington",0.89,0.94,0.98,12.17,16,1.03,0,37
"df_sp35","Carroll","Residential Improved","Clay",0.87,0.9,0.96,11.45,16.28,1.02,0,15
"2.5%56","Carroll","Residential Improved","Deer Creek",0.9,0.96,0.99,26.53,92.25,1.11,0,117
"df_sp36","Carroll","Residential Improved","Democrat",0.83,0.93,1.05,14.35,17.56,1,0,18
"2.5%57","Carroll","Residential Improved","Jackson",0.89,0.95,1.01,48.69,133.39,1.24,0,22
"2.5%58","Carroll","Residential Improved","Jefferson",0.88,0.92,0.95,14.92,19.2,1.03,0,128
"df_sp37","Carroll","Residential Improved","Madison",0.93,1.02,1.25,20.95,34.23,1.1,0,7
"2.5%59","Carroll","Residential Improved","Monroe",0.91,0.93,0.97,13.05,19.5,1.02,0,87
"129","Cass","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"130","Cass","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"131","Cass","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%60","Cass","Commercial Improved","Countywide",0.82,0.91,0.97,19.17,24.51,1.03,0,41
"2.5%61","Cass","Residential Vacant","Countywide",0.84,0.97,1.17,21.2,25.37,1,0,20
"2.5%62","Cass","Residential Improved","Countywide",0.92,0.93,0.94,20.26,81.65,1.07,0,894
"df_sp38","Cass","Residential Improved","Adams",0.78,0.88,0.9,13.41,22.51,0.96,0,9
"df_sp39","Cass","Residential Improved","Bethlehem",0.78,0.94,1.02,14.4,17.95,1.02,0,16
"2.5%63","Cass","Residential Improved","Boone",0.89,0.93,0.95,14.14,18.34,1.03,0,96
"2.5%64","Cass","Residential Improved","Clay",0.89,0.94,0.96,11.66,15.58,1.01,0,67
"2.5%65","Cass","Residential Improved","Deer Creek",0.89,0.94,0.99,59.94,160.4,1.37,0,84
"2.5%66","Cass","Residential Improved","Eel",0.91,0.92,0.94,15.45,20.69,1.03,0,487
"2.5%67","Cass","Residential Improved","Miami",0.86,0.94,0.97,52.27,161.92,1.34,0,30
"2.5%68","Cass","Residential Improved","Noble",0.83,0.92,0.96,11.96,14.96,1,0,35
"2.5%69","Cass","Residential Improved","Tipton",0.88,0.98,1,14.46,18.61,1.02,0,52
"df_sp40","Cass","Residential Improved","Washington",0.86,0.93,1.08,12.87,15.46,0.99,0,18
"132","Clark","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"133","Clark","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"134","Clark","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%70","Clark","Commercial Improved","Countywide",0.95,0.96,0.97,9.64,15.93,1,0,66
"2.5%71","Clark","Residential Vacant","Countywide",0.99,1.01,1.03,6.69,10.21,1,0,31
"df_sp41","Clark","Residential Vacant","Carr",0.99,1,1.02,6.68,14.2,0.99,0,6
"135","Clark","Residential Vacant","Charlestown",NA,NA,NA,NA,NA,NA,NA,0
"df_sp42","Clark","Residential Vacant","Jeffersonville",0.92,1,1.21,6.6,10.76,1.01,0,5
"df_sp43","Clark","Residential Vacant","Monroe",0.91,1,1.12,5.69,7.9,0.99,0,5
"136","Clark","Residential Vacant","Union",NA,NA,NA,NA,NA,NA,NA,0
"df_sp44","Clark","Residential Vacant","Utica",0.92,1.02,1.06,6.92,9.81,0.99,0,11
"137","Clark","Residential Vacant","Bethlehem",NA,NA,NA,NA,NA,NA,NA,0
"2.5%72","Clark","Residential Improved","Countywide",0.98,0.99,0.99,8.54,13.87,1.01,0,1948
"138","Clark","Residential Improved","Bethlehem",NA,NA,NA,NA,NA,NA,NA,0
"2.5%73","Clark","Residential Improved","Carr",0.94,1,1.01,8.71,11.99,1.01,0,51
"2.5%74","Clark","Residential Improved","Charlestown",0.99,1,1,7.68,12.25,1,0,389
"2.5%75","Clark","Residential Improved","Jeffersonville",0.97,0.98,0.99,9.78,13.77,1.01,0,822
"2.5%76","Clark","Residential Improved","Monroe",0.95,0.97,1,9.24,13.12,1,0,71
"df_sp45","Clark","Residential Improved","Oregon",0.9,0.97,1.04,8.94,13.33,1.01,0,14
"2.5%77","Clark","Residential Improved","Silver Creek",0.97,0.98,1,7.19,10.03,1.01,0,229
"2.5%78","Clark","Residential Improved","Union",0.96,0.98,1,9.79,17.92,1,0,83
"2.5%79","Clark","Residential Improved","Utica",0.98,0.99,1,6.17,17.84,1.02,0,249
"df_sp46","Clark","Residential Improved","Washington",0.91,0.98,1,8.78,14.45,0.99,0,17
"df_sp47","Clark","Residential Improved","Wood",0.86,0.96,1,9.48,12.29,1.01,0,19
"139","Clay","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"140","Clay","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"141","Clay","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%80","Clay","Commercial Improved","Countywide",0.82,0.92,1.02,16.92,20.95,1.02,0,24
"142","Clay","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%81","Clay","Residential Improved","Countywide",0.89,0.91,0.94,11.1,13.3,1.03,0,228
"2.5%82","Clay","Residential Improved","Brazil",0.88,0.9,0.95,11.92,13.95,1.03,0,140
"2.5%83","Clay","Residential Improved","Dick Johnson",0.86,0.93,1,9.42,11.8,1.03,0,20
"2.5%84","Clay","Residential Improved","Cass",0.9,0.93,0.95,7.11,10.04,1.02,0,27
"df_sp48","Clay","Residential Improved","Harrison",0.89,1.03,1.07,10.36,12.46,0.99,0,13
"2.5%85","Clay","Residential Improved","Perry",0.84,0.93,0.99,11.5,13.84,1.02,0,28
"143","Clinton","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"144","Clinton","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"145","Clinton","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"146","Clinton","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"147","Clinton","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%86","Clinton","Residential Improved","Countywide",0.89,0.94,0.96,13.23,16.76,1.02,0,136
"2.5%87","Clinton","Residential Improved","Center",0.88,0.93,1.01,14.33,16.74,1.02,0,51
"df_sp49","Clinton","Residential Improved","Union",0.87,0.91,0.97,12.77,18.04,1.03,0,14
"2.5%88","Clinton","Residential Improved","Perry",0.86,0.95,1.02,13.13,18.78,1.02,0,24
"2.5%89","Clinton","Residential Improved","Madison",0.84,0.98,1.03,13.58,18.66,1.03,0,21
"df_sp50","Clinton","Residential Improved","Ross",0.84,0.94,1.03,10.56,12.46,1.01,0,15
"df_sp51","Clinton","Residential Improved","Michigan",0.84,0.94,1.03,10.64,13.46,1.03,0,11
"148","Crawford","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"149","Crawford","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"150","Crawford","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"151","Crawford","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp52","Crawford","Residential Vacant","Countywide",0.89,0.92,1.05,11.16,14.28,1.02,0,14
"df_sp53","Crawford","Residential Vacant","Boone",0.89,0.94,1.05,11.95,15.62,1.03,0,10
"152","Crawford","Residential Vacant","Patoka",NA,NA,NA,NA,NA,NA,NA,0
"2.5%90","Crawford","Residential Improved","Countywide",0.88,0.91,0.92,9.67,13.44,1.01,0,80
"df_sp54","Crawford","Residential Improved","Boone",0.86,0.91,1,8.33,10.93,1.02,0,14
"df_sp55","Crawford","Residential Improved","Jennings",0.86,0.91,1,7.24,10.04,1.01,0,7
"2.5%91","Crawford","Residential Improved","Johnson",0.83,0.9,0.97,13.51,17.79,0.99,0,25
"2.5%92","Crawford","Residential Improved","Liberty",0.87,0.9,0.95,7.36,11.25,1.02,0,21
"df_sp56","Crawford","Residential Improved","Whiskey Run",0.83,0.91,0.95,8.68,12.97,1.02,0,13
"153","Daviess","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"154","Daviess","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"155","Daviess","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp57","Daviess","Commercial Improved","Countywide",0.86,1.02,1.12,6.74,9.91,1.02,0,5
"156","Daviess","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%93","Daviess","Residential Improved","Countywide",0.92,0.94,0.97,11.5,15.85,1.02,0,160
"df_sp58","Daviess","Residential Improved","Madison",0.84,0.91,1,11.85,14.88,1.02,0,16
"2.5%94","Daviess","Residential Improved","Washington",0.93,0.95,0.98,10.08,14.94,1.02,0,96
"2.5%95","Daviess","Residential Improved","Elmore",0.84,0.91,1,13.25,16.99,1.03,0,21
"2.5%96","Daviess","Residential Improved","Barr",0.85,0.95,1.02,14.86,19.16,1.01,0,23
"157","Dearborn","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"158","Dearborn","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"159","Dearborn","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%97","Dearborn","Commercial Improved","Countywide",0.82,0.92,0.98,12.55,17.35,1.01,0,22
"2.5%98","Dearborn","Residential Vacant","Countywide",0.82,0.9,0.97,16.57,20.11,0.99,0,41
"2.5%99","Dearborn","Residential Improved","Countywide",0.9,0.91,0.92,11.58,14.91,1.02,0,491
"2.5%100","Dearborn","Residential Improved","Caesar Creek",0.87,0.91,0.93,9.16,13.31,1.02,0,31
"2.5%101","Dearborn","Residential Improved","Hogan",0.87,0.92,0.94,9.32,12.97,1.01,0,30
"2.5%102","Dearborn","Residential Improved","Center",0.88,0.91,0.97,11.82,14.58,1.02,0,55
"2.5%103","Dearborn","Residential Improved","Harrison",0.85,0.91,0.95,10.73,14.81,1.02,0,32
"df_sp59","Dearborn","Residential Improved","Jackson",0.74,0.92,0.97,11.44,15.87,1.03,0,10
"df_sp60","Dearborn","Residential Improved","Kelso",0.77,0.92,1.07,13.32,16.75,1.02,0,11
"2.5%104","Dearborn","Residential Improved","Lawrenceburg",0.89,0.91,0.93,12.79,16.22,1.02,0,149
"2.5%105","Dearborn","Residential Improved","Logan",0.82,0.92,0.96,13.02,16.97,1.02,0,21
"2.5%106","Dearborn","Residential Improved","Miller",0.89,0.91,0.94,11.27,14.31,1.01,0,146
"160","Dearborn","Residential Improved","Sparta",NA,NA,NA,NA,NA,NA,NA,0
"161","Dearborn","Residential Improved","York",NA,NA,NA,NA,NA,NA,NA,0
"162","Decatur","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"163","Decatur","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"164","Decatur","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"2.5%107","Decatur","Commercial Improved","Countywide",0.8,0.88,0.97,20.05,23.39,0.98,0,44
"2.5%108","Decatur","Residential Vacant","Countywide",0.69,0.89,1,22.38,28.01,1,0,21
"2.5%109","Decatur","Residential Improved","Countywide",0.94,0.95,0.96,15.71,46.24,1.04,0,661
"2.5%110","Decatur","Residential Improved","Adams",0.85,0.94,1.02,14.49,17.64,1.02,0,32
"df_sp61","Decatur","Residential Improved","Clay",0.84,0.98,1.11,14.78,17.78,1.01,0,13
"df_sp62","Decatur","Residential Improved","Clinton",0.77,0.96,1.02,10.89,17.43,0.99,0,8
"2.5%111","Decatur","Residential Improved","Fugit",0.92,0.96,1.01,14.2,18.29,1,0,73
"df_sp63","Decatur","Residential Improved","Marion",0.87,0.95,1.02,12.93,16.52,1,0,18
"df_sp64","Decatur","Residential Improved","Saltcreek",0.86,0.94,1.06,13.67,16.02,1.02,0,14
"2.5%112","Decatur","Residential Improved","Sandcreek",0.92,0.95,0.99,11.44,15.68,1,0,59
"2.5%113","Decatur","Residential Improved","Washington",0.94,0.96,0.97,16.85,54.25,1.06,0,444
"165","Dekalb","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"166","Dekalb","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"167","Dekalb","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"168","Dekalb","Commercial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"169","Dekalb","Commercial Improved","Union",NA,NA,NA,NA,NA,NA,NA,0
"170","Dekalb","Commercial Improved","Butler",NA,NA,NA,NA,NA,NA,NA,0
"df_sp65","Dekalb","Residential Vacant","Countywide",1.07,1.08,1.16,4.81,6.2,0.98,0,7
"171","Dekalb","Residential Vacant","Keyser",NA,NA,NA,NA,NA,NA,NA,0
"df_sp66","Dekalb","Residential Vacant","Union",1.07,1.08,1.16,4.81,6.2,0.98,0,7
"172","Dekalb","Residential Vacant","Butler",NA,NA,NA,NA,NA,NA,NA,0
"2.5%114","Dekalb","Residential Improved","Countywide",0.98,0.99,1,16.68,56.48,1.06,0,469
"2.5%115","Dekalb","Residential Improved","Butler",0.97,1,1.02,6.61,8.96,1,0,53
"2.5%116","Dekalb","Residential Improved","Concord",0.92,0.96,1.04,10.04,13.45,1.02,0,20
"df_sp67","Dekalb","Residential Improved","Fairfield",0.88,1,1.08,11.04,13.64,1.02,0,15
"2.5%117","Dekalb","Residential Improved","Franklin",0.94,0.98,1.01,10.14,13.17,1.01,0,48
"2.5%118","Dekalb","Residential Improved","Grant",0.93,1.02,1.07,10.65,13.09,1.01,0,43
"2.5%119","Dekalb","Residential Improved","Keyser",0.96,0.99,1.01,9.96,12.91,1.02,0,110
"2.5%120","Dekalb","Residential Improved","Union",0.97,0.99,1.01,27.99,80.48,1.13,0,180
"173","Delaware","Industrial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"174","Delaware","Industrial Improved","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"175","Delaware","Commercial Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"df_sp68","Delaware","Commercial Improved","Countywide",0.85,0.94,1.1,13.69,15.18,1.01,0,8
"df_sp69","Delaware","Commercial Improved","Center",0.85,0.94,1.1,13.69,15.18,1.01,0,8
"176","Delaware","Commercial Improved","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,0
"177","Delaware","Commercial Improved","Delaware",NA,NA,NA,NA,NA,NA,NA,0
"178","Delaware","Residential Vacant","Countywide",NA,NA,NA,NA,NA,NA,NA,0
"179","Delaware","Residential Vacant","Center",NA,NA,NA,NA,NA,NA,NA,0
"180","Delaware","Residential Vacant","Mt. Pleasant",NA,NA,NA,NA,NA,NA,NA,0
"181","Delaware","Residential Vacant","Delaware",NA,NA,NA,NA,NA,NA,NA,0
"2.5%121","Delaware","Residential Improved","Countywide",0.92,0.93,0.95,13.9,17.88,1.02,0,906
"2.5%122","Delaware","Residential Improved","Center",0.93,0.94,0.96,14.49,18.84,1.02,0,540
"df_sp70","Delaware","Residential Improved","Delaware",0.79,0.97,0.98,12.88,16.95,1.01,0,13
"2.5%123","Delaware","Residential Improved","Hamilton",0.86,0.9,0.97,14.5,18.09,1.02,0,87
"df_sp71","Delaware","Residential Improved","Harrison",0.83,0.91,0.99,12.14,14.84,1.01,0,16
"2.5%124","Delaware","Residential Improved","Liberty",0.87,0.91,0.99,11.88,15.24,1.02,0,28
"2.5%125","Delaware","Residential Improved","Monroe",0.88,0.92,1.00025,10.21,13.95,1.01,0,20
"2.5%126","Delaware","Residential Improved","Mt. Pleasant",0.9,0.92,0.94,11.66,15.12,1.01,0,118
